ticker,XALL US Equity
2018-08-24,-3.0303
2018-08-27,-12.5
2018-08-28,13.3333
2018-08-29,-24.3697
2018-08-30,11.1111
2018-08-31,-6.0
2018-09-04,-4.2553
2018-09-05,-11.1111
2018-09-06,-6.25
2018-09-07,33.3333
2018-09-10,0.0
2018-09-11,-11.0
2018-09-12,-24.7191
2018-09-13,-2.9851
2018-09-14,-16.9231
2018-09-17,22.2222
2018-09-18,3.0303
2018-09-19,-22.0588
2018-09-20,-3.7736
2018-09-21,17.647100000000002
2018-09-24,6.6667
2018-09-25,-4.6875
2018-09-26,4.918
2018-09-27,-1.5625
2018-09-28,33.3333
2018-10-01,-36.9048
2018-10-02,-9.434
2018-10-03,4.1667
2018-10-04,2.0
2018-10-05,-1.9607999999999999
2018-10-08,-8.0
2018-10-09,0.0
2018-10-10,2.1739
2018-10-11,0.8511
2018-10-12,-5.0633
2018-10-15,-18.2222
2018-10-16,-18.4783
2018-10-17,0.0
2018-10-18,-3.3333
2018-10-19,-10.3448
2018-10-22,42.3077
2018-10-23,-8.1081
2018-10-24,52.9412
2018-10-25,7.6923
2018-10-26,-28.5714
2018-10-29,-20.0
2018-10-30,15.625
2018-10-31,-8.1081
2018-11-01,8.8235
2018-11-02,0.0
2018-11-05,-10.8108
2018-11-06,3.0303
2018-11-07,-14.7059
2018-11-08,3.4483
2018-11-09,3.3333
2018-11-12,-3.2258
2018-11-13,20.0
2018-11-14,-13.8889
2018-11-15,-9.6774
2018-11-16,7.1429
2018-11-19,-20.0
2018-11-20,16.6667
2018-11-21,0.0
2018-11-23,-3.5714
2018-11-26,3.7037
2018-11-27,-14.2857
2018-11-28,4.1667
2018-11-29,4.0
2018-11-30,-11.538499999999999
2018-12-03,-4.3478
2018-12-04,34.0909
2018-12-06,-28.8136
2018-12-07,1.1905000000000001
2018-12-10,-1.1764999999999999
2018-12-11,4.7619
2018-12-12,-4.5455
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,4.7619
2018-12-18,-1.8182
2018-12-19,-7.4074
2018-12-20,-25.0
2018-12-21,6.6667
2018-12-24,0.0
2018-12-26,6.25
2018-12-27,-11.7647
2018-12-28,0.0
2018-12-31,8.0
2019-01-02,23.4568
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,14.5
2019-01-08,9.1703
2019-01-09,-4.0
2019-01-10,-4.1667
2019-01-11,21.7391
2019-01-14,-11.0714
2019-01-15,4.4177
2019-01-16,7.6923
2019-01-17,-14.2857
2019-01-18,-8.75
2019-01-22,-8.6758
2019-01-23,-10.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,-1.1111
2019-01-29,12.3596
2019-01-30,-1.0
2019-01-31,1.0101
2019-02-01,10.0
2019-02-04,-4.5455
2019-02-05,-4.7619
2019-02-06,-5.0
2019-02-07,5.2632
2019-02-08,5.0
2019-02-11,0.0
2019-02-12,-9.5238
2019-02-13,4.2105
2019-02-14,6.0606
2019-02-15,-9.5238
2019-02-19,21.0526
2019-02-20,8.6957
2019-02-21,0.0
2019-02-22,4.0
2019-02-25,-7.6923
2019-02-26,25.0
2019-02-27,0.0
2019-02-28,3.3333
2019-03-01,2.5806
2019-03-04,-2.9874
2019-03-05,-2.7553
2019-03-06,0.0
2019-03-07,13.3333
2019-03-08,11.7647
2019-03-11,0.0
2019-03-12,10.526299999999999
2019-03-13,-11.9048
2019-03-14,5.4054
2019-03-15,-2.5641
2019-03-18,-7.8947
2019-03-19,5.7143
2019-03-20,-8.1081
2019-03-21,-17.647100000000002
2019-03-22,32.1429
2019-03-25,-5.4054
2019-03-26,-5.7143
2019-03-27,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,3.0303
2019-04-02,14.7059
2019-04-03,10.2564
2019-04-04,-6.1395
2019-04-05,6.5411
2019-04-08,-4.6512
2019-04-09,-12.1951
2019-04-10,16.6667
2019-04-11,-10.4762
2019-04-12,7.766
2019-04-15,-10.464
2019-04-16,-1.4333
2019-04-17,6.264
2019-04-18,0.0
2019-04-22,-3.9474
2019-04-23,3.0137
2019-04-24,-6.9149
2019-04-25,6.0
2019-04-26,-5.6604
2019-04-29,-20.0
2019-04-30,32.1429
2019-05-01,-2.7027
2019-05-02,0.0
2019-05-03,-16.6667
2019-05-06,16.6667
2019-05-07,-1.1429
2019-05-08,1.1561
2019-05-09,2.8571
2019-05-10,-2.7778
2019-05-13,5.7143
2019-05-14,43.1351
2019-05-15,34.0634
2019-05-16,29.4366
2019-05-17,-16.2133
2019-05-20,16.8831
2019-05-21,47.7778
2019-05-22,-20.3008
2019-05-23,22.6415
2019-05-24,35.3846
2019-05-28,3.9773
2019-05-29,-9.8361
2019-05-30,-9.0909
2019-05-31,-12.0
2019-06-03,-15.3409
2019-06-04,-19.4631
2019-06-05,-2.2222
2019-06-06,-3.4091
2019-06-07,16.4706
2019-06-10,-19.1919
2019-06-11,0.0
2019-06-12,7.5
2019-06-13,-13.9535
2019-06-14,0.0
2019-06-17,14.8649
2019-06-18,-5.8824
2019-06-19,-12.5
2019-06-20,-1.4285999999999999
2019-06-21,-10.1449
2019-06-24,20.9677
2019-06-25,-6.6667
2019-06-26,28.5714
2019-06-27,-8.8889
2019-06-28,0.0
2019-07-01,-17.0732
2019-07-02,25.0
2019-07-03,-17.647100000000002
2019-07-05,14.2857
2019-07-08,-4.375
2019-07-09,17.647100000000002
2019-07-10,0.0
2019-07-11,-8.8889
2019-07-12,3.6585
2019-07-15,-5.8824
2019-07-16,-1.25
2019-07-17,-6.3291
2019-07-18,-2.027
2019-07-19,-3.4483
2019-07-22,-2.8571
2019-07-23,-4.4118
2019-07-24,1.5385
2019-07-25,3.0303
2019-07-26,8.8235
2019-07-29,-8.7838
2019-07-30,-11.1111
2019-07-31,0.0
2019-08-01,-13.3333
2019-08-02,-7.6923
2019-08-05,-18.75
2019-08-06,17.9487
2019-08-07,17.3913
2019-08-08,-7.4074
2019-08-09,0.0
2019-08-12,4.0
2019-08-13,-4.0385
2019-08-14,-5.8116
2019-08-15,2.1277
2019-08-16,0.0
2019-08-19,8.3333
2019-08-20,-17.3077
2019-08-21,11.6279
2019-08-22,-4.1667
2019-08-23,-32.6087
2019-08-26,22.5806
2019-08-27,0.0
2019-08-28,-6.5789
2019-08-29,7.0423
2019-08-30,-13.1579
2019-09-03,15.1515
2019-09-04,18.4211
2019-09-05,-11.1111
2019-09-06,0.0
2019-09-09,-2.5
2019-09-10,-2.5641
2019-09-11,0.0
2019-09-12,2.3684
2019-09-13,-2.3136
2019-09-16,0.0
2019-09-17,-7.8947
2019-09-18,10.857099999999999
2019-09-19,-25.2577
2019-09-20,27.5862
2019-09-23,-8.1081
2019-09-24,11.7647
2019-09-25,5.2632
2019-09-26,1.625
2019-09-27,5.7811
2019-09-30,-16.2791
2019-10-01,-2.7778
2019-10-02,-14.2857
2019-10-03,0.0
2019-10-04,0.1667
2019-10-07,16.4725
2019-10-08,-5.7143
2019-10-09,3.0303
2019-10-10,-7.6471
2019-10-11,5.0955
2019-10-14,-10.303
2019-10-15,8.1081
2019-10-16,-12.5
2019-10-17,9.2857
2019-10-18,1.3072
2019-10-21,3.2258
2019-10-22,-3.125
2019-10-23,0.0
2019-10-24,12.9032
2019-10-25,5.7143
2019-10-28,2.7027
2019-10-29,11.8421
2019-10-30,3.5294
2019-10-31,0.0
2019-11-01,2.2727
2019-11-04,-24.4444
2019-11-05,-8.8235
2019-11-06,-3.2258
2019-11-07,0.0
2019-11-08,-3.3333
2019-11-11,3.4483
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,3.3333
2019-11-15,-6.4516
2019-11-18,-12.069
2019-11-19,-10.7843
2019-11-20,1.0989
2019-11-21,13.0435
2019-11-22,-13.461500000000001
2019-11-25,4.4444
2019-11-26,-2.1277
2019-11-27,4.3478
2019-11-29,0.0
2019-12-02,-2.0833
2019-12-03,0.4255
2019-12-04,1.6949
2019-12-05,-4.1667
2019-12-06,4.3478
2019-12-09,-25.0
2019-12-10,2.7778
2019-12-11,8.1081
2019-12-12,0.0
2019-12-13,10.0
2019-12-16,0.0
2019-12-17,-9.0909
2019-12-18,-15.0
2019-12-19,0.0
2019-12-20,5.8824
2019-12-23,5.5556
2019-12-24,-5.2632
2019-12-26,5.5556
2019-12-27,-5.2632
2019-12-30,13.8889
2019-12-31,-17.0732
2020-01-02,8.8235
2020-01-03,-13.5135
2020-01-06,0.0
2020-01-07,6.25
2020-01-08,0.0
2020-01-09,5.8824
2020-01-10,0.0
2020-01-13,5.5556
2020-01-14,-21.0526
2020-01-15,0.0
2020-01-16,6.6667
2020-01-17,-12.5
2020-01-21,0.0
2020-01-22,21.4286
2020-01-23,11.7647
2020-01-24,0.0
2020-01-27,-10.526299999999999
2020-01-28,-8.8235
2020-01-29,16.129
2020-01-30,0.0
2020-02-03,0.0
2020-02-04,-11.1111
2020-02-05,-6.5625
2020-02-06,7.0234
2020-02-07,12.5
2020-02-10,-5.5556
2020-02-11,5.8824
2020-02-12,38.8889
2020-02-13,36.0
2020-02-14,-23.5294
2020-02-18,-23.0769
2020-02-19,5.0
2020-02-20,-10.0
2020-02-21,5.8201
2020-02-24,-25.0
2020-02-25,-10.0
2020-02-26,-18.5185
2020-02-27,27.2727
2020-02-28,-14.2857
2020-03-02,0.0
2020-03-03,-8.3333
2020-03-04,8.1818
2020-03-05,-11.7647
2020-03-06,-4.7619
2020-03-09,10.0
2020-03-10,-18.1818
2020-03-11,-11.1111
2020-03-12,75.0
2020-03-13,-35.7143
2020-03-16,11.1111
2020-03-17,-20.0
2020-03-18,25.0
2020-03-19,-10.0
2020-03-20,-11.1111
2020-03-23,0.0
2020-03-24,12.5
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,44.4444
2020-03-30,-7.6923
2020-03-31,0.0
2020-04-01,-4.1667
2020-04-02,21.7391
2020-04-03,-7.1429
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,7.6923
2020-04-09,7.1429
2020-04-13,46.6667
2020-04-14,31.8182
2020-04-15,-31.0345
2020-04-16,-5.0
2020-04-17,10.526299999999999
2020-04-20,9.5238
2020-04-21,17.3913
2020-04-22,7.4074
2020-04-23,44.8276
2020-04-24,54.7619
2020-04-27,43.0769
2020-04-28,-3.2258
2020-04-29,-16.6667
2020-04-30,-9.3333
2020-05-01,10.2941
2020-05-04,13.3333
2020-05-05,0.0
2020-05-06,-27.0588
2020-05-07,22.5806
2020-05-08,-19.7368
2020-05-11,-14.0984
2020-05-12,-0.7634
2020-05-13,-3.8462
2020-05-14,24.0
2020-05-15,-20.9677
2020-05-18,2.0408
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,4.0
2020-05-22,13.461500000000001
2020-05-26,18.6441
2020-05-27,10.7143
2020-05-28,3.2258
2020-05-29,0.0
2020-06-01,-1.25
2020-06-02,-18.3544
2020-06-03,0.7752
2020-06-04,1.2308
2020-06-05,-4.2553
2020-06-08,4.7619
2020-06-09,-1.5152
2020-06-10,7.6923
2020-06-11,-5.7143
2020-06-12,3.0303
2020-06-15,10.2941
2020-06-16,6.6667
2020-06-17,10.9375
2020-06-18,1.4085
2020-06-19,-16.6667
2020-06-22,13.0
2020-06-23,9.7345
2020-06-24,-3.2258
2020-06-25,3.3333
2020-06-26,5.3763
2020-06-29,32.6531
2020-06-30,38.4615
2020-07-01,-11.1111
2020-07-02,-1.875
2020-07-06,-4.4586
2020-07-07,20.0
2020-07-08,-1.3889
2020-07-09,22.8169
2020-07-10,22.9358
2020-07-13,8.209
2020-07-14,0.6897
2020-07-15,-7.5342
2020-07-16,-11.1111
2020-07-17,2.7083
2020-07-20,5.4767
2020-07-21,2.0577
2020-07-22,5.7471
2020-07-23,0.0713
2020-07-24,-3.8462
2020-07-27,-7.4074
2020-07-28,14.8
2020-07-29,14.6341
2020-07-30,5.8511
2020-07-31,-7.8248
