ticker,TSSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-29,1.0
2005-09-30,-0.198
2005-10-03,0.0
2005-10-05,0.0
2005-10-06,0.1984
2005-10-07,0.198
2005-10-10,-0.1976
2005-10-11,-0.198
2005-10-12,0.0
2005-10-14,0.1984
2005-10-17,0.396
2005-10-19,0.0
2005-10-21,-0.3945
2005-10-24,0.396
2005-10-25,-0.3945
2005-10-27,0.396
2005-10-28,0.0
2005-11-02,0.1972
2005-11-03,-0.1969
2005-11-07,0.1972
2005-11-08,0.0
2005-11-10,-0.1969
2005-11-16,-0.1972
2005-11-17,0.7905
2005-11-18,0.0
2005-11-21,1.7647
2005-11-22,0.0
2005-11-23,0.0
2005-11-30,0.1927
2005-12-01,0.1923
2005-12-06,0.0
2005-12-08,0.0
2005-12-09,0.0
2005-12-12,0.0
2005-12-13,0.1919
2005-12-14,-0.1916
2005-12-15,0.1919
2005-12-21,0.1916
2005-12-27,-0.1912
2005-12-29,0.2874
2006-01-03,0.0955
2006-01-04,0.1908
2006-01-09,0.0
2006-01-10,-0.1905
2006-01-11,0.0
2006-01-12,0.0
2006-01-18,0.3817
2006-01-19,1.3308
2006-01-20,0.0
2006-01-23,-0.5629
2006-01-24,0.0
2006-01-26,0.0
2006-01-27,0.0
2006-01-30,1.1320999999999999
2006-01-31,0.5597
2006-02-01,0.1855
2006-02-02,0.7407
2006-02-03,-0.1838
2006-02-06,1.105
2006-02-07,0.9107
2006-02-08,0.5415
2006-02-09,-1.2567
2006-02-13,-0.5455
2006-02-15,0.5484
2006-02-16,-0.3636
2006-02-17,-0.5474
2006-02-21,0.1835
2006-02-28,0.0
2006-03-08,-0.5495
2006-03-10,0.1842
2006-03-13,0.7353
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,1.8248
2006-03-17,0.3584
2006-03-21,-0.3571
2006-03-23,-0.1792
2006-03-28,-1.9748999999999999
2006-03-31,1.4652
2006-04-07,0.0
2006-04-10,0.0
2006-04-11,-0.361
2006-04-18,0.3623
2006-04-19,-0.722
2006-04-20,-0.3636
2006-04-21,-0.5474
2006-04-25,-0.7339
2006-04-26,0.1848
2006-05-02,1.107
2006-05-03,0.0
2006-05-04,0.0
2006-05-05,-0.7299
2006-05-08,0.1838
2006-05-15,-0.5505
2006-05-16,1.476
2006-05-17,-0.7273
2006-05-18,-0.5495
2006-05-19,0.0
2006-05-22,0.0
2006-05-25,1.2891
2006-05-26,0.0
2006-05-30,-0.1818
2006-05-31,0.0
