ticker,SNBR US Equity
2000-05-26,2.4194
2000-05-30,-3.1496
2000-05-31,-1.626
2000-06-01,-3.3058
2000-06-02,-2.5641
2000-06-05,-1.7544
2000-06-06,-5.3571
2000-06-07,-7.5472
2000-06-08,-2.0408
2000-06-09,-1.0417
2000-06-12,-3.1579
2000-06-13,19.5652
2000-06-14,-6.3636
2000-06-15,-18.4466
2000-06-16,16.6667
2000-06-19,-6.1224
2000-06-20,2.1739
2000-06-21,3.1915
2000-06-22,-1.0309
2000-06-23,0.0
2000-06-26,0.0
2000-06-27,-3.125
2000-06-28,0.0
2000-06-29,-18.2796
2000-06-30,34.2105
2000-07-03,-21.5686
2000-07-05,10.0
2000-07-06,-9.0909
2000-07-07,0.0
2000-07-10,5.0
2000-07-11,0.5952
2000-07-12,-0.5917
2000-07-13,2.3810000000000002
2000-07-14,9.3023
2000-07-17,-2.1277
2000-07-18,0.0
2000-07-19,-5.4348
2000-07-20,-8.046
2000-07-21,0.0
2000-07-24,2.5
2000-07-25,4.878
2000-07-26,0.0
2000-07-27,-6.9767
2000-07-28,-1.25
2000-07-31,-7.5949
2000-08-01,20.5479
2000-08-02,0.0
2000-08-03,4.5455
2000-08-04,-6.5217
2000-08-07,2.3256
2000-08-08,-2.2727
2000-08-09,2.3256
2000-08-10,0.0
2000-08-11,22.7273
2000-08-14,0.0
2000-08-15,0.0
2000-08-16,3.7037
2000-08-17,-7.1429
2000-08-18,-3.8462
2000-08-21,-12.0
2000-08-22,1.1364
2000-08-23,0.0
2000-08-24,-7.8652
2000-08-25,2.439
2000-08-28,-7.1429
2000-08-29,0.0
2000-08-30,1.2821
2000-08-31,-13.9241
2000-09-01,17.647100000000002
2000-09-05,0.0
2000-09-06,5.0
2000-09-07,0.0
2000-09-08,7.1429
2000-09-11,-5.5556
2000-09-12,-1.1764999999999999
2000-09-13,7.1429
2000-09-14,0.0
2000-09-15,3.3333
2000-09-18,-1.0753
2000-09-19,-2.1739
2000-09-20,-2.2222
2000-09-21,-2.2727
2000-09-22,-4.6512
2000-09-25,-14.6341
2000-09-26,0.0
2000-09-27,0.0
2000-09-28,-4.2857
2000-09-29,-31.3433
2000-10-02,34.7826
2000-10-03,-3.2258
2000-10-04,-6.6667
2000-10-05,17.8571
2000-10-06,3.0303
2000-10-09,5.8824
2000-10-10,5.5556
2000-10-11,-2.6316
2000-10-12,0.0
2000-10-13,-2.7027
2000-10-16,4.1667
2000-10-17,1.3333
2000-10-18,-2.6316
2000-10-19,2.7027
2000-10-20,0.0
2000-10-23,-3.9474
2000-10-24,4.1096
2000-10-25,-6.5789
2000-10-26,-7.0423
2000-10-27,1.5152
2000-10-30,-4.4776
2000-10-31,21.875
2000-11-01,-10.2564
2000-11-02,8.5714
2000-11-03,-10.526299999999999
2000-11-06,2.9412000000000003
2000-11-07,-8.5714
2000-11-08,0.0
2000-11-09,0.0
2000-11-10,0.0
2000-11-13,0.0
2000-11-14,-1.5625
2000-11-15,1.5873
2000-11-16,-3.125
2000-11-17,3.2258
2000-11-20,-15.625
2000-11-21,18.5185
2000-11-22,-6.25
2000-11-24,5.0
2000-11-27,-4.7619
2000-11-28,0.0
2000-11-29,3.3333
2000-11-30,6.4516
2000-12-01,-6.0606
2000-12-04,-6.4516
2000-12-05,3.4483
2000-12-06,-6.6667
2000-12-07,-14.2857
2000-12-08,2.0833
2000-12-11,18.3673
2000-12-12,-10.3448
2000-12-13,-5.7692
2000-12-14,18.3673
2000-12-15,-20.6897
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,-13.0435
2000-12-21,5.0
2000-12-22,-4.7619
2000-12-26,-10.0
2000-12-27,-11.1111
2000-12-28,-3.125
2000-12-29,48.3871
2001-01-02,-2.1739
2001-01-03,6.6667
2001-01-04,0.0
2001-01-05,-8.3333
2001-01-08,-9.0909
2001-01-09,15.0
2001-01-10,-6.5217
2001-01-11,20.9302
2001-01-12,-1.9231
2001-01-16,-13.7255
2001-01-17,0.0
2001-01-18,4.5455
2001-01-19,30.4348
2001-01-22,0.0
2001-01-23,3.3333
2001-01-24,3.2258
2001-01-25,-1.5625
2001-01-26,0.0
2001-01-29,-1.5873
2001-01-30,-9.6774
2001-01-31,10.7143
2001-02-01,-9.6774
2001-02-02,-10.7143
2001-02-05,28.0
2001-02-06,-6.25
2001-02-07,-6.6667
2001-02-08,0.0
2001-02-09,0.0
2001-02-12,5.3571
2001-02-13,-5.0847
2001-02-14,0.0
2001-02-15,0.0
2001-02-16,0.0
2001-02-20,-3.5714
2001-02-21,-11.1111
2001-02-22,25.0
2001-02-23,6.6667
2001-02-26,0.0
2001-02-27,-3.125
2001-02-28,25.8065
2001-03-01,-7.6923
2001-03-02,-2.7778
2001-03-05,-2.8571
2001-03-06,0.0
2001-03-07,-5.8824
2001-03-09,-6.25
2001-03-12,0.0
2001-03-13,0.0
2001-03-14,-3.3333
2001-03-15,-0.8621
2001-03-16,-0.8696
2001-03-19,-1.7544
2001-03-20,-3.5714
2001-03-21,3.7037
2001-03-22,-7.1429
2001-03-23,11.538499999999999
2001-03-26,-5.1724
2001-03-27,5.4545
2001-03-28,-6.8966
2001-03-29,-3.7037
2001-03-30,-1.9231
2001-04-02,1.9607999999999999
2001-04-03,-7.6923
2001-04-04,-4.1667
2001-04-05,2.1739
2001-04-06,-6.383
2001-04-09,-4.0
2001-04-10,-1.5152
2001-04-11,0.0
2001-04-12,-3.8462
2001-04-16,-12.0
2001-04-17,-11.818200000000001
2001-04-18,2.0619
2001-04-19,-11.1111
2001-04-20,12.5
2001-04-23,-2.0202
2001-04-24,-1.0309
2001-04-25,13.5417
2001-04-26,-9.1743
2001-04-27,0.0
2001-04-30,-6.0606
2001-05-01,-3.2258
2001-05-02,0.0
2001-05-03,-5.5556
2001-05-04,34.1176
2001-05-07,-13.1579
2001-05-08,-1.0101
2001-05-09,-2.0408
2001-05-10,1.0417
2001-05-11,-1.0309
2001-05-14,-19.7917
2001-05-15,5.1948
2001-05-16,-4.9383
2001-05-17,-31.1688
2001-05-18,-5.6604
2001-05-21,10.0
2001-05-22,-3.6364
2001-05-23,7.5472
2001-05-24,-1.7544
2001-05-25,-1.7856999999999998
2001-05-29,0.0
2001-05-30,0.0
2001-05-31,27.2727
2001-06-01,0.0
2001-06-04,22.8571
2001-06-05,-13.9535
2001-06-06,-6.7568
2001-06-07,36.2319
2001-06-08,5.3191
2001-06-11,15.1515
2001-06-12,-2.6316
2001-06-13,21.6216
2001-06-14,8.1481
2001-06-15,-7.5342
2001-06-18,-2.963
2001-06-19,-0.7634
2001-06-20,15.3846
2001-06-21,-2.6667
2001-06-22,0.0
2001-06-25,-4.1096
2001-06-26,2.8571
2001-06-27,4.1667
2001-06-28,10.0
2001-06-29,-3.0303
2001-07-02,-0.625
2001-07-03,0.6289
2001-07-05,-6.25
2001-07-06,6.0
2001-07-09,-3.1447
2001-07-10,0.6494
2001-07-11,-1.2903
2001-07-12,0.6536
2001-07-13,-2.5974
2001-07-16,2.6667
2001-07-17,5.1948
2001-07-18,-2.4691
2001-07-19,-1.8987
2001-07-20,-3.871
2001-07-23,0.6711
2001-07-24,-4.0
2001-07-25,-1.3889
2001-07-26,2.8169
2001-07-27,-8.9041
2001-07-30,3.7594
2001-07-31,0.0
2001-08-01,-8.6957
2001-08-02,0.0
2001-08-03,6.3492
2001-08-06,-8.9552
2001-08-07,2.459
2001-08-10,0.8
2001-08-13,-1.5873
2001-08-14,-3.2258
2001-08-15,-0.8333
2001-08-16,-3.3613
2001-08-17,-0.8696
2001-08-20,-5.2632
2001-08-21,-1.8519
2001-08-22,-5.6604
2001-08-23,8.0
2001-08-24,1.8519
2001-08-27,-7.3182
2001-08-28,4.9534
2001-08-29,1.8692
2001-08-30,0.0
2001-08-31,11.0092
2001-09-04,-1.6529
2001-09-05,0.8403
2001-09-06,-4.1667
2001-09-07,-8.6957
2001-09-10,0.0
2001-09-17,-9.5238
2001-09-18,0.0
2001-09-19,-2.1053
2001-09-20,-4.3011
2001-09-21,-5.618
2001-09-24,3.5714
2001-09-25,2.2989
2001-09-26,7.8652
2001-09-27,2.0833
2001-09-28,2.0408
2001-10-01,-1.0
2001-10-02,-9.0909
2001-10-03,6.6667
2001-10-04,-2.0833
2001-10-05,0.0
2001-10-08,9.5745
2001-10-09,-0.9709
2001-10-10,-1.9607999999999999
2001-10-11,0.0
2001-10-12,1.0
2001-10-15,3.9604
2001-10-16,1.9048
2001-10-17,-2.8037
2001-10-18,-1.9231
2001-10-19,5.8824
2001-10-22,-0.9259
2001-10-23,1.8692
2001-10-24,0.0573
2001-10-25,0.9513
2001-10-26,1.7257
2001-10-29,-3.5714
2001-10-30,11.1111
2001-10-31,-3.3333
2001-11-01,12.069
2001-11-02,-7.6923
2001-11-05,15.8333
2001-11-06,4.3165
2001-11-07,1.3793
2001-11-08,-2.7211
2001-11-09,-4.8951
2001-11-12,0.0
2001-11-13,0.0
2001-11-14,0.7353
2001-11-15,-1.4599
2001-11-16,2.2222
2001-11-19,8.6957
2001-11-20,3.3333
2001-11-21,4.5161
2001-11-23,1.8519
2001-11-26,15.7576
2001-11-27,-0.5236
2001-11-28,2.1053
2001-11-30,2.0619
2001-12-03,1.5152
2001-12-04,-3.4826
2001-12-05,2.0619
2001-12-06,-2.5253
2001-12-07,-0.5181
2001-12-10,-3.6458
2001-12-11,0.0
2001-12-12,0.0
2001-12-13,0.5405
2001-12-14,4.3011
2001-12-17,7.2165
2001-12-18,-0.4808
2001-12-19,-1.9324
2001-12-20,-3.9409
2001-12-21,1.5385
2001-12-24,-3.0303
2001-12-26,0.0
2001-12-27,5.2083
2001-12-28,0.495
2001-12-31,-1.4778
2002-01-02,2.0
2002-01-03,5.3922
2002-01-04,3.7209
2002-01-07,-3.5874
2002-01-08,1.8605
2002-01-09,3.653
2002-01-10,2.2026
2002-01-11,-3.0172
2002-01-14,11.1111
2002-01-15,-0.4
2002-01-16,-1.6064
2002-01-17,0.0
2002-01-18,-1.2245
2002-01-22,-4.9587
2002-01-23,10.4348
2002-01-24,15.3543
2002-01-25,-0.6826
2002-01-28,-1.7182
2002-01-29,-6.2937
2002-01-30,8.9552
2002-01-31,14.725999999999999
2002-02-01,5.9701
2002-02-04,-3.3803
2002-02-05,-2.3324
2002-02-06,-3.5821
2002-02-07,-0.9288
2002-02-08,4.375
2002-02-11,-3.2934
2002-02-12,0.6192
2002-02-13,-4.9231
2002-02-14,0.6472
2002-02-15,-3.537
2002-02-19,-3.0
2002-02-20,2.0619
2002-02-21,-0.6734
2002-02-22,1.6949
2002-02-25,8.3333
2002-02-26,0.3077
2002-02-27,-3.3742
2002-02-28,1.2579
2002-03-01,-0.9288
2002-03-04,8.5443
2002-03-05,0.5831
2002-03-06,-2.6087
2002-03-07,-1.7856999999999998
2002-03-08,0.6061
2002-03-11,3.0723
2002-03-12,4.6172
2002-03-13,4.4693
2002-03-14,6.6845
2002-03-15,-3.4931
2002-03-18,11.6702
2002-03-19,1.609
2002-03-20,-6.161
2002-03-21,-0.0366
2002-03-22,-1.1834
2002-03-25,9.8688
2002-03-26,-3.364
2002-03-27,-2.798
2002-03-28,-0.2318
2002-04-01,0.7194
2002-04-02,-4.7619
2002-04-03,0.4797
2002-04-04,23.1592
2002-04-05,0.7702
2002-04-08,-9.1843
2002-04-09,-4.415
2002-04-10,1.4319
2002-04-11,0.1821
2002-04-12,-5.6818
2002-04-15,7.2289
2002-04-16,9.2135
2002-04-17,-0.2058
2002-04-18,-1.4021
2002-04-19,7.689
2002-04-22,0.0061
2002-04-23,-1.9417
2002-04-24,-0.9901
2002-04-25,4.4
2002-04-26,2.2989
2002-04-29,0.7491
2002-04-30,3.9032999999999998
2002-05-01,-1.6099999999999999
2002-05-02,-2.7273
2002-05-03,0.9346
2002-05-06,-2.3889
2002-05-07,-7.0385
2002-05-08,1.6327
2002-05-09,2.008
2002-05-10,13.9764
2002-05-13,-1.5544
2002-05-14,6.1404
2002-05-15,5.2893
2002-05-16,-1.5699
2002-05-17,2.7113
2002-05-20,4.5031
2002-05-21,-8.6181
2002-05-22,3.0081
2002-05-23,0.2368
2002-05-24,-2.3622
2002-05-28,2.2580999999999998
2002-05-29,-1.8927
2002-05-30,-4.3408
2002-05-31,7.395
2002-06-03,-3.2864
2002-06-04,-3.7217000000000002
2002-06-05,0.0
2002-06-06,-0.8403
2002-06-07,-2.2034
2002-06-10,-4.8527000000000005
2002-06-11,-11.4754
2002-06-12,-2.2634
2002-06-13,-4.0
2002-06-14,-2.193
2002-06-17,8.7444
2002-06-18,0.4124
2002-06-19,-3.4908
2002-06-20,-4.0426
2002-06-21,-5.765
2002-06-24,-1.1764999999999999
2002-06-25,4.7619
2002-06-26,3.4091
2002-06-27,11.8681
2002-06-28,-1.5716999999999999
2002-07-01,-3.1936
2002-07-02,-3.0928
2002-07-03,-0.8511
2002-07-05,0.0148
2002-07-08,1.2726
2002-07-09,19.7034
2002-07-10,-2.3009
2002-07-11,-1.6303999999999998
2002-07-12,0.3683
2002-07-15,2.7523
2002-07-16,-3.5714
2002-07-17,0.0
2002-07-18,-7.4074
2002-07-19,0.0
2002-07-22,-5.0
2002-07-23,-8.4211
2002-07-24,2.9885
2002-07-25,-3.4961
2002-07-26,-2.8537
2002-07-29,2.122
2002-07-30,2.3519
2002-07-31,1.4806
2002-08-01,-3.7037
2002-08-02,-6.993
2002-08-05,-0.2506
2002-08-06,3.0151
2002-08-07,1.2195
2002-08-08,6.9879999999999995
2002-08-09,-2.027
2002-08-12,3.2184
2002-08-13,-2.6726
2002-08-14,0.4577
2002-08-15,-0.6834
2002-08-16,-1.3761
2002-08-19,-1.1628
2002-08-20,-1.1764999999999999
2002-08-21,0.4762
2002-08-22,-1.4218
2002-08-23,-3.3654
2002-08-26,4.7264
2002-08-27,-0.4751
2002-08-28,-0.9308
2002-08-29,-3.6377
2002-08-30,2.0
2002-09-03,-2.9412000000000003
2002-09-04,1.7677
2002-09-05,-0.7444
2002-09-06,3.75
2002-09-09,1.2048
2002-09-10,9.5238
2002-09-11,3.2609
2002-09-12,-0.2105
2002-09-13,0.0
2002-09-16,21.097
2002-09-17,2.9617
2002-09-18,-6.9374
2002-09-19,-2.5455
2002-09-20,3.5448
2002-09-23,5.4054
2002-09-24,3.2479
2002-09-25,-0.4967
2002-09-26,2.3295
2002-09-27,0.6504
2002-09-30,-0.6462
2002-10-01,-2.1138
2002-10-02,1.3289
2002-10-03,12.1311
2002-10-04,8.9181
2002-10-07,-3.3557
2002-10-08,-1.3889
2002-10-09,-2.2535
2002-10-10,-0.1441
2002-10-11,13.7085
2002-10-14,0.2538
2002-10-15,5.6962
2002-10-16,-4.5509
2002-10-17,-0.8783
2002-10-18,-2.9114
2002-10-21,5.867
2002-10-22,-7.0197
2002-10-23,0.0
2002-10-24,-1.0596
2002-10-25,6.0241
2002-10-28,5.8081
2002-10-29,2.6253
2002-10-30,-1.1628
2002-10-31,1.7647
2002-11-01,1.1561
2002-11-04,2.2857
2002-11-05,-1.6760000000000002
2002-11-06,-2.8409
2002-11-07,-5.731
2002-11-08,-1.9851
2002-11-11,-4.4304
2002-11-12,4.7682
2002-11-13,-1.3906
2002-11-14,0.2564
2002-11-15,2.9412000000000003
2002-11-18,2.3602
2002-11-19,-1.6989999999999998
2002-11-20,3.4568
2002-11-21,-3.9379
2002-11-22,-0.6211
2002-11-25,3.875
2002-11-26,10.71
2002-11-27,7.0652
2002-11-29,0.5076
2002-12-02,-2.9293
2002-12-03,-4.7867
2002-12-04,6.6667
2002-12-05,-0.1025
2002-12-06,0.8205
2002-12-09,-3.4588
2002-12-10,-1.4752
2002-12-11,2.246
2002-12-12,2.0921
2002-12-13,0.2049
2002-12-16,0.1022
2002-12-17,-1.9407999999999999
2002-12-18,-7.7083
2002-12-19,-0.9029
2002-12-20,1.3667
2002-12-23,-4.6067
2002-12-24,-1.649
2002-12-26,4.1916
2002-12-27,4.023
2002-12-30,-1.6575
2002-12-31,5.618
2003-01-02,5.3191
2003-01-03,3.0303
2003-01-06,5.8824
2003-01-07,-0.2778
2003-01-08,0.2786
2003-01-09,5.5741
2003-01-10,-0.7192
2003-01-13,1.2367
2003-01-14,-8.1152
2003-01-15,4.3685
2003-01-16,-1.1829
2003-01-17,2.2099
2003-01-21,-3.0631
2003-01-22,6.7844
2003-01-23,-3.3072
2003-01-24,0.5401
2003-01-27,-1.4324
2003-01-28,2.1798
2003-01-29,4.0
2003-01-30,-0.8547
2003-01-31,2.5862
2003-02-03,-1.2689
2003-02-04,-3.0556
2003-02-05,-3.2485
2003-02-06,-0.1815
2003-02-07,-7.4545
2003-02-10,-11.1002
2003-02-11,10.2762
2003-02-12,-3.1062
2003-02-13,-1.6545999999999998
2003-02-14,0.0
2003-02-18,-1.0515
2003-02-19,-1.9129
2003-02-20,-0.7476
2003-02-21,-0.8842
2003-02-24,-1.4317
2003-02-25,-1.5642
2003-02-26,-0.3405
2003-02-27,12.3007
2003-02-28,5.9838000000000005
2003-03-03,-3.1579
2003-03-04,2.1739
2003-03-05,-6.8665
2003-03-06,0.2077
2003-03-07,2.5907
2003-03-10,-6.0606
2003-03-11,-0.4301
2003-03-12,-4.2117
2003-03-13,7.3281
2003-03-14,2.521
2003-03-17,2.2541
2003-03-18,-1.9038
2003-03-19,2.3391
2003-03-20,-2.3855
2003-03-21,2.5460000000000003
2003-03-24,-0.2892
2003-03-25,5.0
2003-03-26,1.0476
2003-03-27,0.754
2003-03-28,-3.1805
2003-03-31,-2.5121
2003-04-01,-0.892
2003-04-02,5.0
2003-04-03,4.0
2003-04-04,1.0989
2003-04-07,1.3587
2003-04-08,-1.2511
2003-04-09,-0.724
2003-04-10,-0.1823
2003-04-11,0.1826
2003-04-14,2.5615
2003-04-15,-9.9636
2003-04-16,4.1461
2003-04-17,5.0237
2003-04-21,0.9025
2003-04-22,0.8945
2003-04-23,0.9752
2003-04-24,0.1668
2003-04-25,-1.1307
2003-04-28,1.7730000000000001
2003-04-29,7.4129
2003-04-30,9.8046
2003-05-01,0.0739
2003-05-02,0.738
2003-05-05,1.1722
2003-05-06,-2.3172
2003-05-07,-0.1483
2003-05-08,-2.0787
2003-05-09,10.0076
2003-05-12,2.2743
2003-05-13,-1.2803
2003-05-14,1.1604
2003-05-15,1.552
2003-05-16,0.0
2003-05-19,-4.6512
2003-05-20,1.115
2003-05-21,1.9297
2003-05-22,1.8256000000000001
2003-05-23,3.7185
2003-05-27,-1.4085
2003-05-28,2.9221
2003-05-29,0.0
2003-05-30,1.2618
2003-06-02,-0.3115
2003-06-03,-0.5625
2003-06-04,0.5657
2003-06-05,5.9375
2003-06-06,-4.0118
2003-06-09,-3.0731
2003-06-10,2.3462
2003-06-11,2.2305
2003-06-12,2.6061
2003-06-13,1.1223
2003-06-16,4.7897
2003-06-17,-3.7347
2003-06-18,-1.5634000000000001
2003-06-19,-1.8235000000000001
2003-06-20,2.5764
2003-06-23,-3.6215
2003-06-24,-0.1818
2003-06-25,0.85
2003-06-26,-0.4816
2003-06-27,-1.8149
2003-06-30,1.2939
2003-07-01,-0.1825
2003-07-02,3.1688
2003-07-03,14.8848
2003-07-07,4.1131
2003-07-08,5.3827
2003-07-09,0.656
2003-07-10,-4.0968
2003-07-11,2.4223
2003-07-14,4.0334
2003-07-15,-4.2825
2003-07-16,-1.5231
2003-07-17,-3.3349
2003-07-18,3.4
2003-07-21,-0.8704
2003-07-22,2.5854
2003-07-23,0.6657
2003-07-24,2.6925
2003-07-25,1.104
2003-07-28,-2.4112999999999998
2003-07-29,2.0047
2003-07-30,-0.9141
2003-07-31,1.476
2003-08-01,-3.5455
2003-08-04,-2.3091
2003-08-05,-2.219
2003-08-06,-2.7134
2003-08-07,-0.7099
2003-08-08,-3.2686
2003-08-11,0.6864
2003-08-12,5.6109
2003-08-13,3.1281
2003-08-14,1.7814
2003-08-15,-1.3718
2003-08-18,0.9592
2003-08-19,4.228
2003-08-20,0.2735
2003-08-21,2.5909
2003-08-22,1.8166
2003-08-25,-1.6971
2003-08-26,-1.7264
2003-08-27,0.1351
2003-08-28,3.4638
2003-08-29,1.2609
2003-09-02,3.2632
2003-09-03,-0.499
2003-09-04,-1.1283
2003-09-05,-0.7608
2003-09-08,1.3203
2003-09-09,-0.7566
2003-09-10,-4.0237
2003-09-11,9.444
2003-09-12,0.0
2003-09-15,1.6532
2003-09-16,6.902
2003-09-17,3.7106
2003-09-18,-0.1789
2003-09-19,-1.6129
2003-09-22,-1.3843
2003-09-23,2.8075
2003-09-24,-2.8026999999999997
2003-09-25,-2.8834999999999997
2003-09-26,-3.3498
2003-09-29,0.9453
2003-09-30,3.5505
2003-10-01,4.9359
2003-10-02,-1.1131
2003-10-03,1.6703000000000001
2003-10-06,-0.0357
2003-10-07,1.179
2003-10-08,-1.4830999999999999
2003-10-09,1.0753
2003-10-10,0.5319
2003-10-13,1.5873
2003-10-14,-1.9097
2003-10-15,-0.885
2003-10-16,0.5714
2003-10-17,-1.2784
2003-10-20,1.1511
2003-10-21,3.1294
2003-10-22,-0.3103
2003-10-23,-0.0692
2003-10-24,-0.7615
2003-10-27,2.7206
2003-10-28,2.8862
2003-10-29,3.7294
2003-10-30,0.7954
2003-10-31,-1.3889
2003-11-03,-0.4802
2003-11-04,-0.1608
2003-11-05,-3.5116
2003-11-06,-2.8381
2003-11-07,-1.3746
2003-11-10,-2.8223000000000003
2003-11-11,-0.3227
2003-11-12,2.3022
2003-11-13,0.4571
2003-11-14,-2.5551
2003-11-17,-6.2141
2003-11-18,-4.7491
2003-11-19,-0.8846
2003-11-20,3.9757
2003-11-21,-1.0144
2003-11-24,3.2716
2003-11-25,1.3359
2003-11-26,0.3766
2003-11-28,0.9756
2003-12-01,-1.152
2003-12-02,-1.391
2003-12-03,-4.0412
2003-12-04,-2.8208
2003-12-05,-2.0442
2003-12-08,-5.0501
2003-12-09,9.2308
2003-12-10,-5.4326
2003-12-11,4.8511
2003-12-12,-1.1769
2003-12-15,0.4517
2003-12-16,-4.4563
2003-12-17,1.6688
2003-12-18,3.6195
2003-12-19,-0.2437
2003-12-22,0.6107
2003-12-23,0.8499
2003-12-24,-1.9663
2003-12-26,0.8596
2003-12-29,1.2987
2003-12-30,0.2404
2003-12-31,-1.0392
2004-01-02,-0.2019
2004-01-05,0.688
2004-01-06,-0.2814
2004-01-07,2.499
2004-01-08,-2.3987
2004-01-09,3.1426
2004-01-12,-0.8203
2004-01-13,0.7483
2004-01-14,-2.2674
2004-01-15,-0.16
2004-01-16,0.1202
2004-01-20,0.2401
2004-01-21,4.2715
2004-01-22,-2.3354
2004-01-23,-1.1368
2004-01-26,0.1943
2004-01-27,-1.7769
2004-01-28,-2.1313
2004-01-29,-1.0333
2004-01-30,-3.1614
2004-02-02,-1.5893000000000002
2004-02-03,-0.7857
2004-02-04,-2.1117
2004-02-05,-3.0112
2004-02-06,3.6145
2004-02-09,-0.4919
2004-02-10,5.7528
2004-02-11,4.7599
2004-02-12,2.1501
2004-02-13,-0.5163
2004-02-17,-0.3593
2004-02-18,-0.2003
2004-02-19,-1.3649
2004-02-20,0.4884
2004-02-23,-0.6075
2004-02-24,1.9967000000000001
2004-02-25,2.9165
2004-02-26,2.9891
2004-02-27,2.0354
2004-03-01,3.4355
2004-03-02,0.0357
2004-03-03,0.0357
2004-03-04,0.8922
2004-03-05,-0.3537
2004-03-08,-1.8458999999999999
2004-03-09,-2.5316
2004-03-10,-2.1521
2004-03-11,-1.4031
2004-03-12,0.0
2004-03-15,-1.3462
2004-03-16,-2.4172000000000002
2004-03-17,2.6768
2004-03-18,1.0506
2004-03-19,0.9241
2004-03-22,-1.7551
2004-03-23,0.1553
2004-03-24,-0.7367
2004-03-25,6.0547
2004-03-26,1.4733
2004-03-29,0.2904
2004-03-30,0.5791
2004-03-31,-0.7197
2004-04-01,-1.4136
2004-04-02,2.1691
2004-04-05,-0.072
2004-04-06,-0.144
2004-04-07,1.19
2004-04-08,-1.4255
2004-04-12,7.556
2004-04-13,-3.6975
2004-04-14,2.0244
2004-04-15,0.6158
2004-04-16,0.17
2004-04-19,1.3578000000000001
2004-04-20,-2.0764
2004-04-21,-14.0903
2004-04-22,11.7834
2004-04-23,-2.4929
2004-04-26,-2.374
2004-04-27,-0.4863
2004-04-28,-2.6316
2004-04-29,-4.9421
2004-04-30,-1.5434999999999999
2004-05-03,1.3201
2004-05-04,-0.4072
2004-05-05,0.3271
2004-05-06,-0.8965
2004-05-07,-4.6053
2004-05-10,-0.431
2004-05-11,5.1082
2004-05-12,2.4712
2004-05-13,-0.0804
2004-05-14,-1.0056
2004-05-17,-3.332
2004-05-18,0.7566
2004-05-19,-0.7509
2004-05-20,0.7146
2004-05-21,2.7129
2004-05-24,0.3251
2004-05-25,11.7861
2004-05-26,-2.1739
2004-05-27,1.6296
2004-05-28,-1.6035
2004-06-01,1.4815
2004-06-02,0.6934
2004-06-03,-0.3987
2004-06-04,-2.2198
2004-06-07,2.8284000000000002
2004-06-08,0.0362
2004-06-09,-1.9537
2004-06-10,-1.3653
2004-06-14,0.636
2004-06-15,3.4572
2004-06-16,3.1261
2004-06-17,-0.2091
2004-06-18,1.1173
2004-06-21,-0.2072
2004-06-22,-5.0865
