ticker,ESQ US Equity
2017-11-16,1.7995999999999999
2017-11-17,-1.2964
2017-11-20,-2.3833
2017-11-21,3.3589
2017-11-22,4.4379
2017-11-24,-0.2833
2017-11-27,0.1136
2017-11-28,0.6243
2017-11-29,2.7073
2017-11-30,2.0319
2017-12-01,1.7223000000000002
2017-12-04,11.1111
2017-12-05,-3.4762
2017-12-06,0.2467
2017-12-07,0.9843
2017-12-08,-0.3411
2017-12-11,0.2445
2017-12-12,-1.9512
2017-12-13,-0.597
2017-12-14,-2.4024
2017-12-15,-2.5641
2017-12-18,0.5263
2017-12-19,-0.5236
2017-12-20,2.8947000000000003
2017-12-21,-1.9949
2017-12-22,-0.3132
2017-12-26,4.4503
2017-12-27,-1.0025
2017-12-28,-0.7595
2017-12-29,0.7143
2018-01-02,-4.2047
2018-01-03,1.798
2018-01-04,2.3377
2018-01-05,0.8629
2018-01-08,-0.6039
2018-01-11,-0.4557
2018-01-12,0.2035
2018-01-16,0.5584
2018-01-18,-0.3786
2018-01-19,1.3428
2018-01-22,0.0
2018-01-23,-3.75
2018-01-24,0.2597
2018-01-25,6.1917
2018-01-26,4.9524
2018-01-29,3.7531
2018-01-30,2.2077
2018-01-31,-0.2192
2018-02-01,8.7434
2018-02-02,-0.9697
2018-02-05,-9.1391
2018-02-06,3.278
2018-02-07,-4.3478
2018-02-08,0.0
2018-02-09,-1.3636
2018-02-12,1.3825
2018-02-13,0.0455
2018-02-14,-0.9541
2018-02-15,-0.2752
2018-02-16,4.3238
2018-02-20,-0.7937
2018-02-21,0.4222
2018-02-22,-0.4204
2018-02-23,2.2222
2018-02-26,-0.087
2018-02-27,-0.5222
2018-02-28,0.6124
2018-03-01,-2.0
2018-03-02,1.6415
2018-03-05,-0.6984
2018-03-06,-1.0989
2018-03-07,0.2667
2018-03-08,-0.5319
2018-03-09,-0.4902
2018-03-12,-0.9404
2018-03-13,1.8535
2018-03-14,2.308
2018-03-15,1.9523000000000001
2018-03-16,1.8298
2018-03-19,1.2119
2018-03-20,-2.1057
2018-03-21,-1.2231
2018-03-22,4.4833
2018-03-23,0.613
2018-03-26,0.3249
2018-03-27,-2.0243
2018-03-28,1.0331
2018-03-29,-0.2045
2018-04-02,2.377
2018-04-03,-1.201
2018-04-04,0.7699
2018-04-05,-1.0052
2018-04-06,-2.0715
2018-04-09,1.9494
2018-04-10,-0.3255
2018-04-11,-0.2041
2018-04-12,0.1227
2018-04-13,-0.1225
2018-04-16,-0.818
2018-04-17,0.6598
2018-04-18,1.1471
2018-04-19,-0.567
2018-04-20,-0.611
2018-04-23,0.2049
2018-04-24,1.0225
2018-04-25,-2.1862
2018-04-26,-0.5381
2018-04-27,0.7074
2018-04-30,-0.4545
2018-05-01,0.6642
2018-05-02,1.0309
2018-05-03,-1.5510000000000002
2018-05-04,0.0829
2018-05-07,0.3728
2018-05-08,0.0825
2018-05-09,-0.5773
2018-05-10,1.1613
2018-05-11,0.451
2018-05-14,-1.5918
2018-05-15,1.4932
2018-05-16,0.9399
2018-05-17,-1.417
2018-05-18,0.0411
2018-05-21,2.0115
2018-05-22,-0.2817
2018-05-23,0.8273
2018-05-24,-0.5403
2018-05-25,-0.1207
2018-05-29,1.8533
2018-05-30,-1.068
2018-05-31,4.5582
2018-06-01,0.3442
2018-06-04,-0.3811
2018-06-05,-2.4484
2018-06-06,-1.098
2018-06-07,0.119
2018-06-08,-0.9505
2018-06-11,5.078
2018-06-12,-1.5221
2018-06-13,3.4389
2018-06-14,0.4483
2018-06-15,-1.2644
2018-06-18,0.2637
2018-06-19,1.0518
2018-06-20,-0.5576
2018-06-21,-2.0187
2018-06-22,-1.4117
2018-06-25,-0.1161
2018-06-26,0.6199
2018-06-27,1.5402
2018-06-28,2.0478
2018-06-29,-1.9324
2018-07-02,0.0379
2018-07-03,0.1894
2018-07-05,-0.189
2018-07-06,1.1364
2018-07-09,-0.5993
2018-07-10,0.5652
2018-07-11,-0.562
2018-07-12,0.1884
2018-07-13,-0.865
2018-07-16,-1.6313
2018-07-17,0.2314
2018-07-18,0.0385
2018-07-19,0.1154
2018-07-20,-1.0757
2018-07-23,0.6214
2018-07-24,-0.5789
2018-07-25,-5.4736
2018-07-26,5.8316
2018-07-27,-4.9282
2018-07-30,0.8163
2018-07-31,3.4008
2018-08-01,0.8222
2018-08-02,-0.5437
2018-08-03,-1.4057
2018-08-06,0.9505
2018-08-07,0.1569
2018-08-08,-0.3134
2018-08-09,0.4322
2018-08-10,-4.6948
2018-08-13,2.8736
2018-08-14,-0.8779
2018-08-15,-1.9726
2018-08-16,2.7926
2018-08-17,0.7591
2018-08-20,-0.3569
2018-08-21,0.5571
2018-08-22,0.7123
2018-08-23,0.9823
2018-08-24,2.1401
2018-08-27,-3.0095
2018-08-28,-0.3928
2018-08-29,-0.7098
2018-08-30,0.6751
2018-08-31,2.5641
2018-09-04,-0.1538
2018-09-05,-1.9646
2018-09-06,-0.2358
2018-09-07,0.4332
2018-09-10,-0.1176
2018-09-11,0.1178
2018-09-12,-0.7451
2018-09-13,1.6199
2018-09-14,-0.9331
2018-09-17,0.0785
2018-09-18,-0.0392
2018-09-19,-0.2354
2018-09-20,0.2753
2018-09-21,-3.098
2018-09-24,-0.9308
2018-09-25,2.6961
2018-09-26,-0.2387
2018-09-27,0.0
2018-09-28,-0.4785
2018-10-01,-1.4824
2018-10-02,-1.7893
2018-10-03,-1.2836
2018-10-04,-1.2584
2018-10-05,-0.1699
2018-10-08,1.4894
2018-10-09,2.0545
2018-10-10,-0.4519
2018-10-11,0.5778
2018-10-12,0.4514
2018-10-15,-1.7974
2018-10-16,2.7454
2018-10-17,-1.2955
2018-10-18,-2.42
2018-10-19,-1.9756
2018-10-22,-2.2298
2018-10-23,1.0965
2018-10-24,0.4338
2018-10-25,0.3456
2018-10-26,4.0034
2018-10-29,-1.1589
2018-10-30,0.67
2018-10-31,-0.2496
2018-11-01,0.834
2018-11-02,-0.579
2018-11-05,-1.0399
2018-11-06,-1.0088
2018-11-07,1.9958
2018-11-08,3.2889
2018-11-09,0.9674
2018-11-12,-0.1996
2018-11-13,1.8399999999999999
2018-11-14,0.5892
2018-11-15,-1.6009
2018-11-16,-1.2302
2018-11-19,-1.5267
2018-11-20,-0.0408
2018-11-21,4.0408
2018-11-23,1.02
2018-11-26,-1.3204
2018-11-27,-0.2361
2018-11-28,0.1578
2018-11-29,0.4332
2018-11-30,-1.6471
2018-12-03,-0.3589
2018-12-04,-0.7203
2018-12-06,-3.8291
2018-12-07,1.8022
2018-12-10,2.5113
2018-12-11,-3.2129
2018-12-12,0.0
2018-12-13,-0.7884
2018-12-14,-2.2585
2018-12-17,-7.6166
2018-12-18,-0.3242
2018-12-19,-3.3457
2018-12-20,-6.3462
2018-12-21,-5.0821
2018-12-24,-0.2163
2018-12-26,6.9919
2018-12-27,1.8744
2018-12-28,6.9617
2018-12-31,0.8833
2019-01-02,-3.2258
2019-01-03,0.0
2019-01-04,1.4762
2019-01-07,0.8916
2019-01-08,3.0233
2019-01-09,-1.1287
2019-01-10,-0.7763
2019-01-11,1.7027
2019-01-14,-1.1312
2019-01-15,0.2288
2019-01-16,2.0548
2019-01-17,1.1186
2019-01-18,-0.9292
2019-01-22,1.9875
2019-01-23,-0.5912
2019-01-24,-1.5419
2019-01-25,-1.745
2019-01-28,-1.3660999999999999
2019-01-29,-1.7544
2019-01-30,4.0414
2019-01-31,-1.8519
2019-02-01,1.2425
2019-02-04,0.0455
2019-02-05,0.3635
2019-02-06,0.7243
2019-02-07,4.0449
2019-02-08,6.7387
2019-02-11,-0.9308
2019-02-12,0.0817
2019-02-13,-0.7755
2019-02-14,-2.7149
2019-02-15,1.0571
2019-02-19,-1.8828
2019-02-20,1.2793
2019-02-21,0.5474
2019-02-22,0.5025
2019-02-25,-2.4583
2019-02-26,0.1709
2019-02-27,-0.1706
2019-02-28,-2.5629999999999997
2019-03-01,0.3946
2019-03-04,0.1747
2019-03-05,-1.4385
2019-03-06,-0.8403
2019-03-07,-1.7395
2019-03-08,-2.9959
2019-03-11,1.7314
2019-03-12,-1.104
2019-03-13,-0.9767
2019-03-14,0.4697
2019-03-15,2.1505
2019-03-18,-0.1831
2019-03-19,-0.6878
2019-03-20,0.4617
2019-03-21,0.6434
2019-03-22,-1.8265
2019-03-25,0.0
2019-03-26,1.8605
2019-03-27,-1.7351999999999999
2019-03-28,4.5539
2019-03-29,1.1556
2019-04-01,0.6151
2019-04-02,-2.6201
2019-04-03,0.0
2019-04-04,0.4933
2019-04-05,-1.8295
2019-04-08,3.6364
2019-04-09,-0.8772
2019-04-10,0.4425
2019-04-11,-1.4537
2019-04-12,1.2517
2019-04-15,-1.1479
2019-04-16,1.2059
2019-04-17,-0.4413
2019-04-18,1.5070999999999999
2019-04-22,-2.5764
2019-04-23,0.3586
2019-04-24,-0.2233
2019-04-25,2.9543
2019-04-26,3.0
2019-04-29,5.4453
2019-04-30,0.6405
2019-05-01,-1.9889000000000001
2019-05-02,2.0292
2019-05-03,0.0398
2019-05-06,-1.3917
2019-05-07,-1.9355
2019-05-08,-1.9325999999999999
2019-05-09,-4.7799
2019-05-10,5.0638
2019-05-13,0.5868
2019-05-14,-1.375
2019-05-15,-1.1407
2019-05-16,-2.7778
2019-05-17,1.1429
2019-05-20,0.8257
2019-05-21,0.0
2019-05-22,-0.6466
2019-05-23,-0.6074
2019-05-24,-0.4583
2019-05-28,-1.2497
2019-05-29,0.3552
2019-05-30,0.885
2019-05-31,0.0
2019-06-03,0.8772
2019-06-04,1.087
2019-06-05,4.5591
2019-06-06,0.7816
2019-06-07,0.4694
2019-06-10,0.8735
2019-06-11,0.2819
2019-06-12,-0.6426
2019-06-13,0.8084
2019-06-14,-1.1628
2019-06-17,0.568
2019-06-18,-2.1783
2019-06-19,-0.6598
2019-06-20,0.7057
2019-06-21,1.5664
2019-06-24,-1.0958
2019-06-25,0.6155
2019-06-26,0.938
2019-06-27,0.404
2019-06-28,1.2072
2019-07-01,-1.7893
2019-07-02,-1.6194
2019-07-03,-0.1235
2019-07-05,0.3296
2019-07-08,0.616
2019-07-09,0.6939
2019-07-10,-0.2432
2019-07-11,-0.1625
2019-07-12,-1.0989
2019-07-15,0.0823
2019-07-16,1.0691
2019-07-17,-3.6208
2019-07-18,2.2372
2019-07-19,-1.3212
2019-07-22,-0.4184
2019-07-23,0.3782
2019-07-24,0.879
2019-07-25,-0.4149
2019-07-26,3.9167
2019-07-29,-0.8019
2019-07-30,4.4462
2019-07-31,-0.7353
2019-08-01,-1.8324
2019-08-02,-4.6068
2019-08-05,-4.6628
2019-08-06,4.7598
2019-08-07,-0.3335
2019-08-08,1.6311
2019-08-09,-5.5144
2019-08-12,-0.1742
2019-08-13,2.0506
2019-08-14,-3.7195
2019-08-15,0.3996
2019-08-16,8.0938
2019-08-19,-5.6874
2019-08-20,3.4707
2019-08-21,-0.4193
2019-08-22,1.0526
2019-08-23,-4.375
2019-08-26,3.5294
2019-08-27,-2.7778
2019-08-28,1.342
2019-08-29,0.5126
2019-08-30,-0.1275
2019-09-03,-3.2766
2019-09-04,-0.396
2019-09-05,-0.6184
2019-09-06,-0.4
2019-09-09,7.8983
2019-09-10,-0.7444
2019-09-11,-1.5417
2019-09-12,1.7351
2019-09-13,-0.2496
2019-09-16,-0.9174
2019-09-17,-0.4209
2019-09-18,0.803
2019-09-19,-0.4193
2019-09-20,1.0526
2019-09-23,-0.625
2019-09-24,-1.8868
2019-09-25,2.1795
2019-09-26,1.0038
2019-09-27,1.3665
2019-09-30,1.3072
2019-10-01,-3.5887000000000002
2019-10-02,-0.9201
2019-10-03,2.3639
2019-10-04,1.2371
2019-10-07,0.0407
2019-10-08,-1.0586
2019-10-09,-0.4527
2019-10-10,-1.4882
2019-10-11,0.9232
2019-10-14,-1.6216
2019-10-15,-0.4649
2019-10-16,0.0
2019-10-17,-0.5096
2019-10-18,-3.5425
2019-10-21,2.1681
2019-10-22,-0.3898
2019-10-23,1.087
2019-10-24,-1.5484
2019-10-25,5.592
2019-10-28,-0.8275
2019-10-29,1.3767
2019-10-30,0.2469
2019-10-31,-0.2463
2019-11-01,1.6461000000000001
2019-11-04,-2.4291
2019-11-05,1.1203
2019-11-06,-1.5183
2019-11-07,1.625
2019-11-08,0.41
2019-11-11,0.4492
2019-11-12,-1.3008
2019-11-13,-0.8237
2019-11-14,-1.1628
2019-11-15,1.3025
2019-11-18,1.4102000000000001
2019-11-19,0.818
2019-11-20,-1.1359
2019-11-21,-0.5334
2019-11-22,0.33
2019-11-25,0.1645
2019-11-26,-1.0673
2019-11-27,-0.5394
2019-11-29,-0.1252
2019-12-02,0.1253
2019-12-03,0.0417
2019-12-04,-0.2502
2019-12-05,0.2508
2019-12-06,4.6706
2019-12-09,-0.6773
2019-12-10,2.8881
2019-12-11,-2.5341
2019-12-12,0.0
2019-12-13,0.52
2019-12-16,-1.3132
2019-12-17,0.1613
2019-12-18,0.3623
2019-12-19,2.2864
2019-12-20,4.1176
2019-12-23,-1.7326000000000001
2019-12-24,0.4216
2019-12-26,-0.0382
2019-12-27,1.9473
2019-12-30,-1.1236
2019-12-31,-1.25
2020-01-02,-0.4219
2020-01-03,-2.1186
2020-01-06,-0.8264
2020-01-07,-1.3492
2020-01-08,1.6492
2020-01-09,1.3059
2020-01-10,0.4687
2020-01-13,0.1555
2020-01-14,-5.4736
2020-01-15,0.6571
2020-01-16,1.4687999999999999
2020-01-17,-0.4423
2020-01-21,0.2019
2020-01-22,-0.4837
2020-01-23,-3.5237
2020-01-24,-0.5038
2020-01-27,-1.8565
2020-01-28,1.3758
2020-01-29,-0.0424
2020-01-30,-0.4243
2020-01-31,-3.0677
2020-02-03,6.8132
2020-02-04,-1.07
2020-02-05,1.1647
2020-02-06,-2.1382
2020-02-07,1.3025
2020-02-10,0.1244
2020-02-11,-0.5385
2020-02-12,-0.0416
2020-02-13,0.75
2020-02-14,-0.2481
2020-02-18,-0.6219
2020-02-19,-3.0455
2020-02-20,2.4096
2020-02-21,1.0504
2020-02-24,-0.7069
2020-02-25,-4.5226
2020-02-26,1.6886
2020-02-27,0.151
2020-02-28,-1.3351
2020-03-02,-0.6547
2020-03-03,-5.0527
2020-03-04,3.1467
2020-03-05,-1.301
2020-03-06,0.5909
2020-03-09,-8.3145
2020-03-10,2.5136
2020-03-11,-6.7788
2020-03-12,-2.9912
2020-03-13,-6.9112
2020-03-16,-14.2776
2020-03-17,29.6469
2020-03-18,-24.6146
2020-03-19,14.3149
2020-03-20,-10.5546
2020-03-23,-16.2667
2020-03-24,17.914
2020-03-25,0.0675
2020-03-26,7.9622
2020-03-27,-8.125
2020-03-30,3.2653
2020-03-31,-0.8564
2020-04-01,-1.9933999999999998
2020-04-02,-0.2034
2020-04-03,-11.0054
2020-04-06,12.1374
2020-04-07,-6.6712
2020-04-08,4.2305
2020-04-09,4.9685
2020-04-13,-6.6
2020-04-14,1.4276
2020-04-15,-3.6593999999999998
2020-04-16,3.7984
2020-04-17,2.2519
2020-04-20,6.0564
2020-04-21,-0.5191
2020-04-22,-0.2609
2020-04-23,-3.4663
2020-04-24,1.5583
2020-04-27,2.9353
2020-04-28,3.6941
2020-04-29,4.0625
2020-04-30,-1.3814
2020-05-01,1.2789
2020-05-04,0.3608
2020-05-05,-4.0743
2020-05-06,-1.624
2020-05-07,-1.0794
2020-05-08,4.525
2020-05-11,1.8729
2020-05-12,-14.1049
2020-05-13,-8.3509
2020-05-14,-10.413499999999999
2020-05-15,22.9915
2020-05-18,7.6442
2020-05-19,-0.9038
2020-05-20,4.2345
2020-05-21,-0.625
2020-05-22,5.9119
2020-05-26,-0.2375
2020-05-27,1.25
2020-05-28,-0.7643
2020-05-29,1.4809999999999999
2020-06-01,-0.7589
2020-06-02,-3.3529
2020-06-03,3.4693
2020-06-04,-0.2941
2020-06-05,8.6136
2020-06-08,0.4889
2020-06-09,4.0
2020-06-10,-5.6133
2020-06-11,-12.2797
2020-06-12,2.9504
2020-06-15,1.5854
2020-06-16,4.5018
2020-06-17,-8.0988
2020-06-18,3.125
2020-06-19,0.7879
2020-06-22,-1.0222
2020-06-23,-1.3973
2020-06-24,0.3081
2020-06-25,2.887
2020-06-26,-2.6269
2020-06-29,3.0656
2020-06-30,0.5354
2020-07-01,-1.4793
2020-07-02,-2.1021
2020-07-06,-3.3742
2020-07-07,-1.5873
2020-07-08,-2.129
2020-07-09,-5.4713
2020-07-10,9.484
2020-07-13,-6.051
2020-07-14,3.2542
2020-07-15,2.8234
2020-07-16,-0.3193
2020-07-17,-4.9968
2020-07-20,4.9899000000000004
2020-07-21,0.8992
2020-07-22,-0.6365
2020-07-23,4.0359
2020-07-24,-4.5567
2020-07-27,3.2258
2020-07-28,-2.1875
2020-07-29,0.5112
2020-07-30,-0.6357
2020-07-31,-0.5118
