ticker,XSPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-22,33.3333
2015-10-26,50.0
2015-11-04,-60.0
2015-11-18,-8.3333
2016-01-06,0.0
2016-01-11,0.0
2016-02-08,0.0
2016-03-07,18.1818
2016-03-14,-15.3846
2016-03-30,0.0
2016-05-17,18.1818
2016-05-23,-7.6923
2016-05-26,0.0
2016-07-06,-10.0
2016-07-07,0.0
2016-07-08,-11.1111
2016-07-20,12.5
2016-08-09,38.8889
2016-08-10,60.0
2016-09-02,0.0
2016-09-15,0.0
2016-09-19,0.0
2016-09-27,-32.5
2016-09-28,17.037
2016-09-29,4.4304
2016-09-30,3.0303
2016-10-03,2.9412000000000003
2016-10-04,14.2857
2016-10-05,0.0
2016-10-06,-1.75
2016-10-07,-3.944
2016-10-10,13.9073
2016-10-11,-6.9767
2016-10-12,0.25
2016-10-21,2.2444
2016-10-26,5.6402
2016-10-28,-7.6479
2016-11-04,6.75
2016-11-08,10.0703
2016-11-09,-8.5106
2016-11-16,0.0
2016-11-18,-4.6512
2016-11-22,-2.439
2016-11-28,0.0
2016-12-19,-27.5
2016-12-23,37.931
2016-12-27,0.0
2016-12-29,-35.0
2016-12-30,-3.8462
2017-01-03,60.0
2017-01-05,2.5
2017-01-09,0.0
2017-01-10,0.0
2017-01-12,7.3171
2017-01-17,-4.5455
2017-01-18,4.7619
2017-01-19,0.0
2017-01-23,0.0
2017-01-24,1.1364
2017-01-26,1.0955
2017-01-27,0.0278
2017-01-30,-1.1111
2017-02-01,-4.4944
2017-02-02,-1.1764999999999999
2017-02-07,8.3333
2017-02-08,1.7582
2017-02-09,3.6717
2017-02-10,18.75
2017-02-13,-3.5965
2017-02-14,7.3703
2017-02-15,3.3898
2017-02-16,-3.2787
2017-02-17,8.2203
2017-02-21,-2.8974
2017-02-22,-5.6452
2017-02-23,21.3675
2017-02-24,-7.7465
2017-02-27,14.5038
2017-02-28,-1.3333
2017-03-01,-8.1081
2017-03-02,-17.647100000000002
2017-03-03,5.3571
2017-03-06,1.6949
2017-03-07,0.0
2017-03-08,-3.3333
2017-03-09,0.0
2017-03-10,-5.1724
2017-03-13,7.2727
2017-03-14,0.0
2017-03-15,-3.3898
2017-03-16,11.4035
2017-03-17,-4.7244
2017-03-20,-0.8264
2017-03-21,-3.3333
2017-03-22,-2.5862
2017-03-23,-0.885
2017-03-24,-5.3571
2017-03-27,-20.625
2017-03-28,9.3448
2017-03-29,5.4348
2017-03-30,-17.5258
2017-03-31,2.5
