ticker,BDPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-10,2919900.0
2014-07-11,26.0274
2014-07-14,-19.3478
2014-07-15,-12.3989
2014-07-16,-29.2308
2014-07-17,-10.0
2014-07-18,-27.5362
2014-07-21,43.3333
2014-07-22,16.7442
2014-07-23,46.6135
2014-07-24,10.3261
2014-07-25,22.9064
2014-07-28,5.2104
2014-07-29,4.7619
2014-07-30,-9.6364
2014-07-31,-23.5412
2014-08-01,10.526299999999999
2014-08-04,7.1429
2014-08-05,-9.7778
2014-08-06,-0.7389
2014-08-07,-3.2258
2014-08-08,-2.5641
2014-08-11,-7.3684
2014-08-12,-9.0909
2014-08-13,6.25
2014-08-14,15.5882
2014-08-15,-10.9415
2014-08-18,-4.2857
2014-08-19,-2.3881
2014-08-20,0.3058
2014-08-21,0.3049
2014-08-22,0.304
2014-08-25,-3.3333
2014-08-26,-2.8213
2014-08-27,0.0
2014-08-28,-0.3226
2014-08-29,-6.1489
2014-09-02,-6.8966
2014-09-03,0.0
2014-09-04,-11.1111
2014-09-05,-4.1667
2014-09-08,-2.6141
2014-09-09,4.9166
2014-09-10,-14.8936
2014-09-11,-3.0
2014-09-12,-7.2165
2014-09-15,-10.5556
2014-09-16,8.0745
2014-09-17,0.0
2014-09-18,-6.8966
2014-09-19,-1.2346
2014-09-22,-6.25
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,-6.6667
2014-09-26,-17.8571
2014-09-29,0.0
2014-09-30,14.7826
2014-10-01,31.8182
2014-10-02,-18.9655
2014-10-03,5.6738
2014-10-06,0.0
2014-10-07,-18.7919
2014-10-08,2.4793
2014-10-09,41.129
2014-10-10,-11.4286
2014-10-13,0.0
2014-10-14,0.0
2014-10-15,9.6774
2014-10-16,6.4706
2014-10-17,4.9724
2014-10-20,0.5263
2014-10-21,0.0
2014-10-22,-16.2304
2014-10-23,-11.875
2014-10-24,4.9645
2014-10-27,-4.0541
2014-10-28,0.0
2014-10-29,-0.7042
2014-10-30,13.4663
2014-10-31,-10.618
2014-11-03,2.0979
2014-11-04,-0.6849
2014-11-05,-13.1034
2014-11-06,-8.7302
2014-11-07,27.8261
2014-11-10,-14.966
2014-11-11,0.0
2014-11-12,-17.6
2014-11-13,11.6505
2014-11-14,-2.6087
2014-11-17,0.8929
2014-11-18,1.7090999999999998
2014-11-19,0.9299
2014-11-20,3.4483
2014-11-21,-11.6667
2014-11-24,-2.8302
2014-11-25,0.9709
2014-11-26,1.857
2014-11-28,0.0649
