ticker,PLIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-14,0.0
2019-08-15,-10.606
2019-08-16,0.6779
2019-08-19,1.1111
2019-08-20,-3.2967
2019-08-21,3.1818
2019-08-22,0.2203
2019-08-23,-1.7582
2019-08-26,0.0
2019-08-27,5.3690999999999995
2019-08-28,-1.6985000000000001
2019-08-29,2.5918
2019-08-30,2.1053
2019-09-03,2.0619
2019-09-04,-5.0505
2019-09-05,0.4255
2019-09-06,3.3093
2019-09-09,-1.5627
2019-09-10,-4.1667
2019-09-11,-4.3478
2019-09-12,0.0
2019-09-13,1.3636
2019-09-16,6.0538
2019-09-17,1.2685
2019-09-18,3.1315
2019-09-19,-3.2389
2019-09-20,2.5105
2019-09-23,-1.8367
2019-09-24,0.2079
2019-09-25,1.8672
2019-09-26,-4.888
2019-09-27,-2.5696
2019-09-30,1.978
2019-10-01,1.7241
2019-10-02,-3.6017
2019-10-03,-3.956
2019-10-04,2.746
2019-10-07,-1.1136
2019-10-08,-6.5315
2019-10-09,2.4096
2019-10-10,3.7647
2019-10-11,-5.8957
2019-10-14,6.506
2019-10-15,0.2262
2019-10-16,-0.6772
2019-10-17,1.1364
2019-10-18,-2.2472
2019-10-21,1.1494
2019-10-22,2.2727
2019-10-23,0.0
2019-10-24,0.8889
2019-10-25,-5.0661
2019-10-28,2.7842000000000002
2019-10-29,-1.8058999999999998
2019-10-30,3.4483
2019-10-31,-1.7778
2019-11-01,-1.81
2019-11-04,-1.6129
2019-11-05,3.5129
2019-11-06,0.2262
2019-11-07,-3.386
2019-11-08,-2.3364
2019-11-11,2.6316
2019-11-12,-4.1958
2019-11-13,-0.7299
2019-11-14,0.7353
2019-11-15,1.4574
2019-11-18,-2.1559
2019-11-19,3.6765
2019-11-20,-2.6005000000000003
2019-11-21,2.3617
2019-11-22,-0.2917
2019-11-25,-1.5457999999999998
2019-11-26,-1.4493
2019-11-27,0.2451
2019-11-29,0.2445
2019-12-02,-4.9366
2019-12-03,2.3707
2019-12-04,1.0025
2019-12-05,-0.2481
2019-12-06,0.4975
2019-12-09,-1.9802
2019-12-10,1.0101
2019-12-11,0.0
2019-12-12,-1.25
2019-12-13,-1.5190000000000001
2019-12-16,7.1979
2019-12-17,-1.6787
2019-12-18,-0.4878
2019-12-19,1.2255
2019-12-20,1.5737999999999999
2019-12-23,-2.0262000000000002
2019-12-24,-1.2165
2019-12-26,-0.2463
2019-12-27,0.2469
2019-12-30,-3.9409
2019-12-31,0.0
