ticker,ZSTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-20,-6.0
2009-10-21,-4.2553
2009-10-22,4.1667
2009-10-23,0.6667
2009-10-26,-3.1788
2009-10-27,-8.0027
2009-10-28,-10.7807
2009-10-29,0.1667
2009-10-30,-2.6622
2009-11-02,0.6816
2009-11-03,1.3604
2009-11-04,0.5025
2009-11-05,3.3333
2009-11-06,-1.6149
2009-11-09,2.7869
2009-11-10,-1.2759
2009-11-11,-0.3211
2009-11-12,-0.8083
2009-11-13,-0.0041
2009-11-16,4.9041
2009-11-17,9.0343
2009-11-18,-1.3616
2009-11-19,-2.3852
2009-11-20,-3.7092
2009-11-23,3.2357
2009-11-24,0.7463
2009-11-25,10.8148
2009-11-27,-6.9519
2009-11-30,3.1609
2009-12-01,-1.1046
2009-12-02,-0.0097
2009-12-03,0.7042
2009-12-04,1.6783000000000001
2009-12-07,10.0413
2009-12-08,2.375
2009-12-09,-1.7094
2009-12-10,-0.7469
2009-12-11,-3.628
2009-12-14,18.7013
2009-12-15,-4.9234
2009-12-16,-3.3372
2009-12-17,-0.3571
2009-12-18,-7.8853
2009-12-21,-5.4475
2009-12-22,1.0974
2009-12-23,4.0689
2009-12-24,2.2181
2009-12-28,-0.5102
2009-12-29,-2.5641
2009-12-30,14.3421
2009-12-31,0.8055
2010-01-04,11.758
2010-01-05,-1.2257
2010-01-06,-1.241
2010-01-07,5.6545
2010-01-08,6.442
2010-01-11,9.6834
2010-01-12,-3.056
2010-01-13,-4.5534
2010-01-14,-2.2936
2010-01-15,-3.0986
2010-01-19,-2.1318
2010-01-20,0.9889
2010-01-21,-8.8236
2010-01-22,-5.2675
2010-01-25,-4.8808
2010-01-26,0.7145
2010-01-27,-2.4867
2010-01-28,3.4022
2010-01-29,-5.1704
2010-02-01,2.2305
2010-02-02,-0.4848
2010-02-03,10.2314
2010-02-04,-6.8508
2010-02-05,-2.7284
2010-02-08,-2.561
2010-02-09,0.6258
2010-02-10,-1.4925
2010-02-11,8.4596
2010-02-12,3.2596
2010-02-16,3.1567
2010-02-17,-1.0929
2010-02-18,0.1105
2010-02-19,-0.6623
2010-02-22,-1.3646
2010-02-23,-5.3754
2010-02-24,-3.3333
2010-02-25,0.9852
2010-02-26,2.8049
2010-03-01,0.7117
2010-03-02,2.1201
2010-03-03,2.0761
2010-03-04,3.1624
2010-03-05,5.5874
2010-03-08,0.8299
2010-03-09,-1.5432000000000001
2010-03-10,1.9854
2010-03-11,4.2008
