ticker,FQCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-12-01,233.3333
2014-12-03,0.0
2014-12-09,0.0
2014-12-15,-10.0
2014-12-16,22.2222
2014-12-22,18.1818
2014-12-23,15.3846
2015-01-07,566.6667
2015-01-08,-50.0
2015-01-09,-30.0
2015-01-12,14.2857
2015-01-15,75.0
2015-01-16,42.8571
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,-25.0
2015-01-23,-13.3333
2015-01-26,-7.6923
2015-01-28,-15.0
2015-01-29,7.8431
2015-01-30,34.5455
2015-02-04,-10.8108
2015-02-06,-9.0909
2015-02-09,-1.6667
2015-02-10,22.0339
2015-02-11,-18.0556
2015-02-12,-6.7797
2015-02-13,21.7273
2015-02-20,-17.4757
2015-02-25,0.0
2015-02-27,-0.4525
2015-03-05,0.8182
2015-03-06,0.0
2015-03-10,0.0
2015-03-12,-0.8115
2015-03-26,-7.2727
2015-03-27,0.0
2015-04-01,7.8431
2015-04-02,-7.2727
2015-04-07,0.0
2015-04-08,7.8431
2015-04-09,0.0
2015-04-14,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-22,0.0
2015-04-28,-3.6364
2015-04-30,-1.8868
2015-05-11,-1.9231
2015-05-12,-19.6078
2015-05-15,-2.439
2015-05-28,-12.5
2015-05-29,-14.2857
2015-06-01,0.0
2015-06-03,0.0
2015-06-24,0.0
2015-07-23,-53.3333
2015-07-24,0.0
2015-07-27,-14.2857
2015-07-28,-8.3333
2015-07-29,-22.7273
2015-07-30,0.0
2015-07-31,-5.8824
2015-08-03,17.5
2015-08-04,-46.8085
2015-08-05,10.0
2015-08-06,1.8182
2015-08-07,-10.7143
2015-08-10,-30.0
2015-08-11,0.0
2015-08-12,-14.2857
2015-08-13,-30.8333
2015-08-14,-1.2048
2015-08-17,0.0
2015-08-18,36.5854
2015-08-19,-35.7143
2015-08-20,-33.3333
2015-08-21,-41.6667
2015-08-24,0.0
2015-08-25,-11.607099999999999
2015-08-26,-1.0101
2015-08-27,-24.4898
2015-08-28,8.1081
2015-08-31,-10.0
2015-09-01,-11.1111
2015-09-02,6.25
2015-09-03,-5.8824
2015-09-04,0.0
2015-09-08,0.0
2015-09-09,42.1875
2015-09-10,23.0769
2015-09-11,-51.7857
2015-09-14,77.7778
2015-09-15,0.0
2015-09-16,-36.4583
2015-09-17,31.1475
2015-09-18,0.0
2015-09-21,-20.0
2015-09-22,-7.8125
2015-09-23,-5.0847
2015-09-28,0.0
2015-09-29,-10.7143
