ticker,ADEC US Equity
2009-12-21,8.1081
2009-12-22,-4.1667
2009-12-23,0.0
2009-12-28,4.3478
2009-12-29,4.1667
2009-12-30,0.0
2009-12-31,-4.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,-8.3333
2010-01-08,18.1818
2010-01-11,15.3846
2010-01-12,0.0
2010-01-14,-29.6667
2010-01-15,65.8768
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,2.8571
2010-01-27,-2.7778
2010-01-28,-25.7143
2010-02-01,-7.6923
2010-02-02,0.0
2010-02-03,8.3333
2010-02-04,0.0
2010-02-05,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,-7.6923
2010-02-16,0.0
2010-02-17,66.6667
2010-02-22,-32.5
2010-02-23,48.1481
2010-02-24,-5.0
2010-02-25,-7.8947
2010-03-01,0.0
2010-03-02,-14.2857
2010-03-03,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-12,-13.3333
2010-03-15,0.0
2010-03-16,7.6923
2010-03-17,39.2857
2010-03-18,15.3846
2010-03-19,-31.1111
2010-03-23,9.6774
2010-03-24,-5.8824
2010-03-25,25.0
2010-03-30,-25.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-05,0.0
2010-04-06,-16.6667
2010-04-14,-60.0
2010-04-15,-30.0
2010-04-16,14.2857
2010-04-19,0.0
2010-04-20,-24.8438
2010-04-21,1.4553
2010-04-22,0.0
2010-04-23,96.7213
2010-04-26,8.3333
2010-04-28,7.6923
2010-04-29,21.4286
2010-04-30,44.1176
2010-05-03,0.0
2010-05-04,-26.5306
2010-05-05,0.0
2010-05-06,36.1111
2010-05-07,-6.1224
2010-05-10,0.0
2010-05-11,-21.7391
2010-05-12,11.1111
2010-05-13,-15.0
2010-05-17,-11.7647
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,-19.6667
2010-05-25,-0.4149
2010-05-26,0.8333
2010-06-02,-0.8264
2010-06-03,0.0
2010-06-04,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-07-06,0.0
2010-07-07,25.0
2010-07-12,-20.0
2010-07-15,-33.3333
2010-07-16,0.0
2010-07-19,-24.375
2010-07-22,0.0
2010-07-26,0.0
2010-07-28,-17.3554
2010-07-29,0.0
2010-07-30,0.0
2010-08-04,40.0
2010-08-06,-78.5714
2010-08-10,100.0
2010-08-11,16.6667
2010-08-19,-22.8571
2010-08-24,0.0
2010-08-30,11.1111
2010-09-02,0.0
2010-09-07,-3.3333
2010-09-10,3.4483
2010-09-13,-16.6667
2010-09-14,-4.0
2010-09-15,0.0
2010-09-20,25.0
2010-09-24,-20.0
2010-09-27,-16.1458
2010-09-28,0.0
2010-10-01,24.2236
2010-10-05,-12.0
2010-10-08,0.0
2010-10-13,59.0909
2010-10-14,-37.1429
2010-10-15,59.0909
2010-10-18,0.0
2010-10-19,-37.1429
2010-10-26,0.0
2010-11-01,0.0
2010-11-08,2.2727
2010-11-10,0.0
2010-11-12,-2.2222
2010-11-17,-6.25
2010-11-18,0.0
2010-11-23,0.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-13,-3.0303
2010-12-14,0.0
2010-12-17,0.0
2010-12-21,-15.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-31,5.8824
2011-01-03,0.0
2011-01-04,-5.5556
2011-01-14,0.0
2011-01-26,0.0
2011-01-28,0.0
2011-02-01,-17.647100000000002
2011-02-02,7.1429
2011-02-03,33.3333
2011-02-04,50.0
2011-02-07,83.3333
2011-02-08,-9.0909
2011-02-14,0.0
2011-03-07,-40.0
2011-03-21,-16.6667
2011-03-23,0.0
2011-03-25,-20.0
2011-04-01,0.0
2011-04-04,-25.0
2011-04-06,0.0
2011-04-11,0.0
2011-04-13,0.0
2011-04-15,-20.0
2011-04-18,-16.6667
2011-04-20,0.0
2011-04-21,0.0
2011-04-27,0.0
2011-05-02,0.0
2011-05-09,0.0
2011-05-10,0.0
2011-05-11,0.0
2011-05-12,0.0
2011-05-16,0.0
2011-05-17,0.0
2011-05-18,0.0
2011-05-24,0.0
2011-05-26,0.0
2011-06-02,0.0
2011-06-08,0.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-28,-10.0
2011-06-29,-11.1111
2011-07-01,87.5
2011-07-11,0.0
2011-08-05,-46.6667
2011-08-11,0.0
2011-08-17,87.5
2011-08-30,-46.6667
2011-09-22,0.0
2011-10-03,0.0
2011-10-24,0.0
2011-10-28,0.0
2011-11-03,-37.5
2011-11-04,40.0
2011-11-08,-28.5714
2011-11-09,40.0
2011-11-16,-28.5714
2011-12-06,-40.0
2011-12-08,0.0
2011-12-16,0.0
2011-12-21,-66.6667
2011-12-28,-37.5
2011-12-29,1500.0
2011-12-30,0.0
2012-01-17,0.0
2012-01-23,0.0
2012-01-26,-30.0
2012-01-31,42.8571
2012-02-01,-1.25
2012-02-06,1.2658
2012-02-14,-10.0
2012-02-17,11.1111
2012-02-21,0.0
2012-02-24,0.0
2012-02-27,0.0
2012-03-05,0.0
2012-03-06,0.0
2012-03-07,10.0
2012-03-16,0.0
2012-03-27,-27.2727
2012-04-03,0.0
2012-04-09,0.0
2012-04-10,62.5
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,0.0
2012-04-17,0.0
2012-04-30,0.0
2012-05-02,284.6154
2012-05-03,-40.0
2012-05-07,0.0
2012-05-09,0.0
2012-05-29,-33.3333
2012-05-31,0.0
2012-06-04,0.0
2012-06-05,-25.0
2012-06-07,-33.3333
2012-06-11,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
2012-06-27,0.0
2012-07-05,-50.0
2012-07-09,-20.0
2012-07-10,-37.5
2012-07-12,1900.0
2012-07-16,-80.0
2012-07-17,0.0
2012-07-18,50.0
2012-07-19,0.0
2012-07-20,0.0
2012-07-27,0.0
2012-08-02,33.3333
2012-08-07,0.0
2012-08-10,0.0
2012-09-10,0.0
2012-09-13,0.0
2012-10-04,0.0
2012-10-17,-35.0
2012-11-06,-91.3462
2012-11-09,0.0
2012-11-12,0.0
2012-11-20,3900.0
2012-11-21,0.0
2012-12-10,0.0
2012-12-21,0.0
2012-12-24,0.0
2012-12-28,0.0
2013-01-09,-55.5556
2013-01-16,0.0
2013-02-13,125.0
2013-02-25,0.0
2013-03-25,0.0
2013-04-01,0.0
2013-04-19,-33.3333
2013-04-22,33.3333
2013-05-09,-50.0
2013-05-15,0.0
2013-05-21,0.0
2013-05-23,100.0
2013-05-24,-12.5
2013-06-03,0.0
2013-06-04,0.0
2013-06-07,-14.2857
2013-06-11,0.0
2013-06-14,25.0
2013-07-05,-80.0
2013-07-08,-1.6667
2013-07-12,0.0
2013-07-17,0.0
2013-08-02,-5.0847
2013-08-08,0.0
2013-10-22,-55.3571
2013-10-23,-4.0
2013-10-24,66.6667
2013-11-01,300.0
2013-11-06,-65.0
2013-11-08,0.0
2013-11-12,0.0
2013-11-15,14.2857
2013-11-22,-12.5
2013-11-27,0.0
2013-12-04,-28.5714
2013-12-19,100.0
2014-01-03,0.0
2014-01-13,0.0
2014-01-16,0.0
2014-01-21,0.0
2014-01-31,0.0
2014-04-01,-98.75
2014-04-04,700.0
2015-02-23,-87.5
2015-03-09,700.0
2015-05-26,-87.5
2015-06-11,700.0
2015-06-12,231.25
2015-08-07,-69.8113
2015-10-29,0.0
2017-02-01,0.0
2017-03-30,-87.5
2017-05-26,700.0
2017-06-13,-90.0
2017-12-26,0.0
2018-01-03,0.0
2018-08-14,-99.0
2019-04-03,0.0
2019-05-14,0.0
2019-10-28,9900.0
2019-12-10,0.0
2020-01-27,0.0
2020-02-05,0.0
2020-03-05,0.0
2020-05-28,0.0
