ticker,ADEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-10,0.0
2009-07-13,6.1404
2009-07-14,3.3058
2009-07-15,-3.2
2009-07-17,-0.8264
2009-07-22,4.1667
2009-07-23,1.6
2009-07-24,-17.3228
2009-07-27,-1.9048
2009-07-28,2.9126
2009-07-29,13.2075
2009-07-30,0.0
2009-07-31,0.0
2009-08-03,1.6667
2009-08-04,-0.8197
2009-08-05,-0.8264
2009-08-06,4.1667
2009-08-07,-0.8
2009-08-10,2.4194
2009-08-11,-13.3858
2009-08-12,5.4545
2009-08-13,12.069
2009-08-14,0.7692
2009-08-17,-6.1068999999999996
2009-08-18,1.626
2009-08-19,-4.0
2009-08-20,-11.6667
2009-08-21,7.5472
2009-08-24,2.6316
2009-08-25,-1.7094
2009-08-26,-7.8261
2009-08-27,0.0
2009-08-28,3.7736
2009-09-01,0.0
2009-09-02,-7.2727
2009-09-03,-11.7647
2009-09-04,10.0
2009-09-08,-14.1414
2009-09-09,-11.7647
2009-09-15,-6.6667
2009-09-17,-24.2857
2009-09-18,6.2264
2009-09-21,0.0
2009-09-22,2.1314
2009-09-23,-2.6087
2009-09-24,7.1429
2009-09-25,0.0
2009-09-28,-6.6667
2009-10-01,7.1429
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,8.3333
2009-10-12,15.3846
2009-10-13,10.6667
2009-10-14,19.8795
2009-10-15,12.5628
2009-10-16,-16.0714
2009-10-19,-9.5745
2009-10-20,-7.4118
2009-10-21,-15.5019
2009-10-22,-3.7594
2009-10-23,1.5625
2009-10-26,-13.8462
2009-10-27,-1.7856999999999998
2009-10-28,-12.7273
2009-10-29,2.0833
2009-10-30,4.0816
2009-11-02,-1.9607999999999999
2009-11-03,4.0
2009-11-04,1.9231
2009-11-05,-5.6604
2009-11-06,-14.0
2009-11-09,-13.9535
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,2.7027
2009-11-13,0.0
2009-11-16,0.0
2009-11-17,-5.2632
2009-11-18,-11.1111
2009-11-19,3.125
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,-16.6667
2009-11-25,9.0909
2009-11-27,-12.0
2009-11-30,-17.803
2009-12-01,19.8157
2009-12-02,-11.538499999999999
2009-12-03,0.0
2009-12-04,-6.5217
2009-12-07,84.186
2009-12-08,-27.2727
2009-12-09,0.0
2009-12-10,73.6111
2009-12-11,-6.0
2009-12-14,-19.1489
2009-12-15,0.0
2009-12-16,-18.4211
2009-12-17,0.0
2009-12-18,-28.3871
