ticker,TFZI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-20,-20.0
2006-11-15,-8.3333
2006-12-05,-9.0909
2007-04-26,-2.0
2007-04-27,4.0816
2007-04-30,-6.8627
2007-05-01,1.0526
2007-05-02,-9.375
2007-05-03,14.9425
2007-05-04,-5.0
2007-05-07,-7.3684
2007-05-08,7.9545
2007-05-09,5.2632
2007-05-10,-9.0
2007-05-11,1.0989
2007-05-14,-10.8696
2007-05-15,6.0976
2007-05-16,-5.7471
2007-05-17,9.7561
2007-05-18,-16.6667
2007-05-21,0.0
2007-05-22,13.3333
2007-05-23,0.0
2007-05-24,-17.647100000000002
2007-05-25,0.0
2007-05-29,-20.0
2007-05-30,30.3571
2007-05-31,-17.8082
2007-06-01,-8.3333
2007-06-04,0.0
2007-06-05,-36.3636
2007-06-06,60.0
2007-06-08,-28.5714
2007-06-11,15.0
2007-06-13,-6.5217
2007-06-14,27.907
2007-06-15,-27.2727
2007-06-18,2.5
2007-06-19,-14.6341
2007-06-20,11.4286
2007-06-21,0.0
2007-06-22,-10.2564
2007-06-28,-28.5714
2007-06-29,-20.0
2007-07-02,0.0
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,15.0
2007-07-12,-26.087
2007-07-18,47.0588
2007-07-20,0.0
2007-07-23,20.0
2007-07-25,-33.3333
2007-07-26,-10.0
2007-07-27,-11.1111
2007-07-31,18.75
2007-08-01,0.0
2007-08-02,31.5789
2007-08-06,-28.0
2007-08-08,0.0
2007-08-09,0.0
2007-08-14,-11.1111
2007-08-15,-25.0
2007-08-16,25.0
2007-08-22,-20.0
2007-08-27,-8.3333
2007-08-28,27.2727
2007-09-04,-21.4286
2007-09-10,-9.0909
2007-09-18,30.0
2007-09-21,-23.0769
2007-09-25,0.0
2007-10-05,0.0
2007-10-11,30.0
2007-10-12,-38.4615
2007-10-17,0.0
2007-10-19,0.0
2007-10-29,-25.0
2007-10-30,0.0
2007-10-31,-16.6667
2007-11-02,0.0
2007-11-05,-20.0
2007-11-07,0.0
2007-11-09,0.0
2007-11-13,0.0
2007-11-15,-12.5
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,-14.2857
2007-11-23,0.0
2007-11-26,0.0
2007-11-27,0.0
2007-11-28,0.0
2007-11-30,-16.6667
2007-12-03,0.0
2007-12-04,-20.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-17,-25.0
2007-12-18,0.0
2007-12-20,33.3333
