ticker,HOFV US Equity
2019-04-08,-0.1953
2019-04-11,0.0
2019-04-15,0.0978
2019-04-16,0.1955
2019-04-18,0.0488
2019-04-22,-0.0488
2019-04-23,0.4878
2019-04-24,0.0
2019-04-25,-0.3136
2019-04-26,0.0711
2019-04-29,-0.2394
2019-05-01,0.0937
2019-05-02,0.0019
2019-05-03,-0.0019
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,-0.0975
2019-05-10,0.2829
2019-05-13,-0.2821
2019-05-15,0.0
2019-05-20,0.4878
2019-05-22,-0.0971
2019-05-23,0.0972
2019-05-24,-0.0971
2019-05-28,0.1458
2019-05-29,-0.1456
2019-05-30,-0.0972
2019-05-31,0.0
2019-06-04,0.0
2019-06-05,0.5554
2019-06-06,0.1248
2019-06-07,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-18,0.2899
2019-06-20,-0.3854
2019-06-21,0.1451
2019-06-25,-0.0483
2019-06-28,-0.1932
2019-07-01,0.0
2019-07-08,0.0
2019-07-15,0.1936
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-23,0.3121
2019-07-24,-0.2148
2019-07-30,0.4054
2019-07-31,-0.2307
2019-08-01,0.0675
2019-08-02,0.0481
2019-08-05,0.0
2019-08-06,0.0962
2019-08-12,0.0962
2019-08-14,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0961
2019-08-22,0.096
2019-08-23,0.0
2019-08-26,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-04,0.0
2019-09-05,-0.1918
2019-09-09,0.0
2019-09-10,-0.3842
2019-09-11,-0.2893
2019-09-12,0.3868
2019-09-16,0.3854
2019-09-17,0.2879
2019-09-20,-0.3828
2019-09-24,0.0961
2019-09-25,0.096
2019-09-26,0.4794
2019-09-27,-0.1908
2019-09-30,0.0956
2019-10-01,0.0955
2019-10-03,-0.0954
2019-10-04,0.0955
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0954
2019-10-10,0.0
2019-10-11,0.0
2019-10-15,-0.0953
2019-10-17,0.0954
2019-10-18,0.0
2019-10-21,0.001
2019-10-22,-0.001
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0524
2019-10-28,0.0429
2019-10-29,-0.0952
2019-10-30,0.0
2019-10-31,0.0
2019-11-06,0.0953
2019-11-07,-0.0952
2019-11-08,-0.1907
2019-11-12,0.0984
2019-11-13,0.0926
2019-11-14,-0.0953
2019-11-15,0.0
2019-11-18,0.3817
2019-11-19,0.0
2019-11-29,0.0
2019-12-03,0.0951
2019-12-05,-0.095
2019-12-09,0.2852
2019-12-10,0.0
2019-12-16,0.0
2019-12-17,-0.1896
2019-12-18,0.1899
2019-12-23,-0.1896
2019-12-26,0.1899
2019-12-30,0.0
2019-12-31,0.3791
2020-01-02,-0.5666
2020-01-06,0.2849
2020-01-07,0.0
2020-01-14,0.0038
2020-01-15,0.2803
2020-01-21,-0.0944
2020-01-24,0.6616
2020-01-27,0.0
2020-01-28,-0.0939
2020-01-31,-0.3759
2020-02-03,0.283
2020-02-04,0.0
2020-02-05,0.1881
2020-02-06,-1.1268
2020-02-11,1.5194999999999999
2020-02-14,-0.4303
2020-02-18,0.1588
2020-02-19,0.0235
2020-02-20,-0.9697
2020-02-24,0.3788
2020-02-25,0.2849
2020-02-26,-0.4722
2020-02-27,0.0
2020-02-28,0.189
2020-03-02,0.1887
2020-03-03,0.2825
2020-03-05,-0.0939
2020-03-06,-0.3759
2020-03-09,0.0264
2020-03-11,0.2565
2020-03-12,-1.6783000000000001
2020-03-16,0.4631
2020-03-18,0.0114
2020-03-19,-1.2018
2020-03-23,-1.4458
2020-03-24,3.6548
2020-03-27,-4.2326
2020-04-02,5.6147
2020-04-03,-0.1399
2020-04-06,-0.327
2020-04-07,0.4686
2020-04-08,-0.1866
2020-04-09,-0.2804
2020-04-13,0.656
2020-04-14,0.2793
2020-04-16,0.3138
2020-04-17,-0.498
2020-04-20,0.5005
2020-04-21,0.0
2020-04-22,1.8159999999999998
2020-04-23,2.2727
2020-04-24,-2.2222
2020-04-27,-2.0455
2020-04-28,-0.4176
2020-04-29,-0.5592
2020-05-11,2.7179
2020-05-20,0.365
2020-05-29,-0.9091
2020-06-01,0.0
2020-06-02,0.8257
2020-06-03,-1.9226999999999999
2020-06-04,0.1976
2020-06-05,1.3889
2020-06-08,-0.0009
2020-06-09,0.0009
2020-06-10,9.589
2020-06-11,-7.0833
2020-06-12,-0.4484
2020-06-15,0.9
2020-06-16,4.6438
2020-06-17,21.1604
2020-06-18,-8.0986
2020-06-19,-5.5939
2020-06-22,-3.0032
2020-06-23,-2.0921
2020-06-24,-1.2821
2020-06-25,-2.5974
2020-06-26,5.3333
2020-06-29,11.3924
2020-06-30,-2.6515
2020-07-01,-6.6148
2020-07-02,10.0941
2020-07-06,-15.6536
2020-07-07,-13.7755
2020-07-08,24.1864
2020-07-09,-12.4479
2020-07-10,-12.2449
2020-07-13,-16.8992
2020-07-14,3.5448
2020-07-15,2.8829000000000002
2020-07-16,-2.4518
2020-07-17,0.5386
2020-07-20,17.8571
2020-07-21,-8.3333
2020-07-22,-7.1074
2020-07-23,-2.1352
2020-07-24,-1.0909
2020-07-27,5.1471
2020-07-28,-2.3601
2020-07-29,-0.4476
2020-07-30,-4.6763
2020-07-31,2.6414999999999997
