ticker,HOFV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-13,0.0
2018-03-14,0.1031
2018-03-15,0.0
2018-03-20,0.5149
2018-03-21,0.1025
2018-03-26,-0.6141
2018-04-11,0.103
2018-04-12,0.0
2018-04-18,-0.1029
2018-05-04,-0.103
2018-05-10,0.1031
2018-05-11,0.0
2018-05-15,0.103
2018-05-16,0.1029
2018-05-17,-0.2055
2018-05-21,0.0
2018-05-22,0.103
2018-05-23,0.0
2018-05-24,0.0
2018-05-31,0.0
2018-06-01,0.1101
2018-06-05,-0.11
2018-06-29,0.001
2018-07-06,0.3076
2018-07-09,0.0
2018-07-10,0.2051
2018-07-11,0.7165
2018-07-13,-0.4065
2018-07-16,0.2041
2018-07-17,0.0
2018-07-19,0.0947
2018-07-20,-0.0926
2018-07-23,-0.001
2018-07-26,0.2026
2018-07-27,-0.2033
2018-07-31,-0.1018
2018-08-01,0.0
2018-08-02,-0.1019
2018-08-03,0.102
2018-08-06,0.0
2018-08-10,-0.1019
2018-08-14,0.0
2018-08-27,0.7143
2018-09-12,0.0
2018-09-14,-0.2026
2018-09-17,0.5076
2018-09-18,-0.404
2018-09-19,0.1014
2018-09-21,0.0
2018-09-25,-0.1013
2018-09-27,0.4057
2018-10-08,0.0
2018-10-15,0.0
2018-10-17,0.202
2018-10-23,-0.3024
2018-10-26,-0.2022
2018-10-30,0.304
2018-11-02,-0.3394
2018-11-05,-0.0649
2018-11-06,0.5071
2018-11-07,0.1009
2018-11-12,0.3024
2018-11-15,-0.201
2018-11-16,0.2014
2018-11-20,-0.2111
2018-11-23,0.4129
2018-11-26,0.0
2018-11-30,0.1003
2018-12-03,0.2004
2018-12-07,-0.201
2018-12-10,-0.2996
2018-12-12,0.5025
2018-12-13,-0.1
2018-12-20,-0.9009
2018-12-21,0.8081
2018-12-26,0.2004
2019-01-07,0.5
2019-01-08,0.0
2019-01-10,0.0
2019-01-11,0.0995
2019-01-15,0.0994
2019-01-18,0.4965
2019-01-24,0.0
2019-01-28,0.2964
2019-02-01,0.0
2019-02-05,0.2956
2019-02-13,0.0
2019-02-19,-0.0982
2019-02-20,0.0
2019-03-01,-0.0472
2019-03-04,0.1456
2019-03-05,0.0
2019-03-08,0.0
2019-03-11,0.4912
2019-03-12,-0.1955
2019-03-14,0.4897
2019-03-18,0.0
2019-03-19,-0.3899
2019-03-20,0.0
2019-03-21,-0.0978
2019-03-22,0.0
2019-04-02,0.0979
2019-04-04,0.0
2019-04-05,0.1957
