ticker,TCHC US Equity
2018-07-09,-3.7736
2018-07-10,0.0
2018-07-11,-21.5686
2018-07-13,2.5
2018-07-16,-2.439
2018-07-17,35.0
2018-07-19,-25.9259
2018-07-23,-12.5
2018-07-30,-14.2857
2018-08-06,-13.3333
2018-08-13,0.0
2018-08-20,246.1538
2018-08-27,-71.1111
2018-08-28,0.0
2018-08-31,146.1538
2018-09-05,-59.375
2018-09-11,0.0
2018-09-17,0.0
2018-09-20,15.3846
2018-09-21,46.6667
2018-09-24,-54.5455
2018-09-25,125.0
2018-09-26,-11.1111
2018-09-28,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-05,0.0
2018-10-11,0.0
2018-12-06,12.5
2018-12-07,13.3333
2018-12-18,-19.6078
2018-12-19,10.9756
2018-12-20,23.0769
2018-12-21,8.9286
2018-12-26,-0.0328
2018-12-27,24.6146
2018-12-28,31.5963
2018-12-31,-21.01
2019-01-07,-41.5116
2019-01-09,47.1861
2019-01-10,-33.8235
2019-01-11,44.4444
2019-01-14,0.0
2019-01-15,-30.7692
2019-01-16,22.2222
2019-01-17,0.9
2019-01-18,-9.9018
2019-01-30,18.0
2019-02-11,-35.2542
2019-02-12,0.0
2019-02-27,54.1885
2019-03-14,-40.2377
2019-03-15,23.6648
2019-03-21,3.377
2019-04-01,0.0
2019-04-15,-16.5111
2019-05-30,-6.3082
2019-06-07,-37.5
2019-06-25,37.5
2019-06-28,27.2727
2019-07-02,3.8701
2019-07-05,0.0
2019-07-12,-24.9812
2019-07-15,-3.3333
2019-07-16,24.1379
2019-07-17,-30.5556
2019-07-18,4.0
2019-07-19,3.8462
2019-07-24,-14.8148
2019-07-26,-8.6957
2019-07-29,28.5238
2019-08-01,0.0
2019-08-06,-7.7436
2019-08-08,-19.6787
2019-08-09,-4.5
2019-08-12,4.6597
2019-08-13,50.4752
2019-08-14,26.3298
2019-08-15,5.2632
2019-08-16,-5.0
2019-08-19,11.5789
2019-08-20,7.4292
2019-08-21,-1.2075
2019-08-22,20.0
2019-08-23,-7.4074
2019-08-26,1.6
2019-08-27,0.3937
2019-08-28,3.9215999999999998
2019-08-29,16.9811
2019-08-30,4.8387
2019-09-03,-20.8154
2019-09-04,-41.7136
2019-09-05,-16.6667
2019-09-06,52.0
2019-09-09,-28.947400000000002
2019-09-10,-11.1111
2019-09-11,-12.5
2019-09-12,4.7619
2019-09-13,-9.0909
2019-09-16,25.0
2019-09-17,35.0
2019-09-18,18.5481
2019-09-19,12.2219
2019-09-20,-33.1849
2019-09-23,-20.0
2019-09-24,-1.9583
2019-09-25,-27.3268
2019-09-26,-18.1579
2019-09-27,32.9046
2019-09-30,39.2473
2019-10-01,-21.7568
2019-10-02,8.5616
2019-10-03,-22.6818
2019-10-04,5.2028
2019-10-07,-16.1777
2019-10-08,-26.0
2019-10-09,17.1171
2019-10-10,-15.3846
2019-10-11,-9.0909
2019-10-14,-0.05
2019-10-15,9.955
2019-10-16,-9.4631
2019-10-17,11.402
2019-10-18,-40.4574
2019-10-21,3.0303
2019-10-22,47.0588
2019-10-23,-26.0
2019-10-24,48.6486
2019-10-25,58.1818
2019-10-28,-12.3563
2019-10-29,11.4098
2019-10-30,-19.9529
2019-10-31,-8.8235
2019-11-01,34.6774
2019-11-04,1.7964
2019-11-05,-17.647100000000002
2019-11-06,-21.4286
2019-11-07,-9.0
2019-11-08,28.8711
2019-11-11,-14.7287
2019-11-12,9.0909
2019-11-13,-8.3333
2019-11-14,9.0909
2019-11-15,-13.8333
2019-11-18,-12.9594
2019-11-19,-5.5556
2019-11-20,-5.8824
2019-11-21,0.625
2019-11-22,-6.8323
2019-11-25,0.0
2019-11-26,-14.6667
2019-11-27,25.0
2019-11-29,0.0
2019-12-02,-12.5
2019-12-03,-5.7143
2019-12-04,-15.9091
2019-12-05,26.1261
2019-12-06,-1.4285999999999999
2019-12-09,-24.3478
2019-12-10,51.341
2019-12-11,-30.2532
2019-12-12,3.4483
2019-12-13,17.8947
2019-12-16,-15.625
2019-12-17,-0.1764
2019-12-18,18.9046
2019-12-19,-33.1352
2019-12-20,-15.5556
2019-12-23,5.2632
2019-12-24,0.0
2019-12-26,-12.5
2019-12-27,-11.1429
2019-12-30,-28.135
2019-12-31,3.8031
2020-01-02,29.3103
2020-01-03,43.3333
2020-01-06,-4.6512
2020-01-07,-31.7073
2020-01-08,7.1429
2020-01-09,0.0
2020-01-10,-6.6667
2020-01-13,-3.5714
2020-01-14,-25.9259
2020-01-15,25.0
2020-01-16,-6.2
2020-01-17,-6.6098
2020-01-21,0.0
2020-01-22,-8.6758
2020-01-23,0.0
2020-01-24,5.625
2020-01-27,-5.3254
2020-01-28,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,-32.5
2020-02-04,0.0
2020-02-05,-0.7407
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,19.403
2020-02-12,-6.25
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,-33.3333
2020-02-19,-1.0
2020-02-20,1.0101
2020-02-21,-30.0
2020-02-26,42.8571
2020-02-27,-31.8
2020-02-28,24.6334
2020-03-02,-16.4706
2020-03-03,12.6761
2020-03-04,0.0
2020-03-05,6.25
2020-03-06,0.0
2020-03-09,-17.647100000000002
2020-03-10,-7.1429
2020-03-11,11.538499999999999
2020-03-12,10.3448
2020-03-13,0.0
2020-03-16,-37.5
2020-03-17,50.0
2020-03-20,-29.3333
2020-03-24,-16.9811
2020-03-25,-13.6364
2020-03-26,28.947400000000002
2020-03-27,-55.102
2020-03-30,-4.5455
2020-04-02,4.7619
2020-04-03,0.0
2020-04-06,36.3636
2020-04-07,23.3333
2020-04-08,-5.4054
2020-04-09,-14.2857
2020-04-14,80.0
2020-04-15,-7.4074
2020-04-16,-40.0
2020-04-17,10.0
2020-04-20,21.2121
2020-04-21,-17.5
2020-04-22,93.9394
2020-04-23,-45.3125
2020-04-24,-22.8571
2020-04-27,-33.3333
2020-04-28,-0.5556
2020-04-29,-21.7877
2020-04-30,0.0
2020-05-01,-21.4286
2020-05-04,0.0
2020-05-05,-36.3636
2020-05-06,-7.1429
2020-05-07,-7.6923
2020-05-08,0.0
2020-05-11,83.3333
2020-05-12,-36.3636
2020-05-13,0.0
2020-05-14,-14.2857
2020-05-15,16.6667
2020-05-18,-14.2857
2020-05-19,-33.3333
2020-05-20,25.0
2020-05-21,0.0
2020-05-22,-30.0
2020-05-26,-14.2857
2020-05-27,66.6667
2020-05-28,40.0
2020-05-29,-14.2857
2020-06-01,33.3333
2020-06-02,200.0
2020-06-03,-58.3333
2020-06-04,0.0
2020-06-05,-10.0
2020-06-08,-22.2222
2020-06-09,-28.5714
2020-06-10,20.0
2020-06-11,0.0
2020-06-12,-8.3333
2020-06-15,-9.0909
2020-06-16,20.0
2020-06-17,16.6667
2020-06-18,-28.5714
2020-06-19,40.0
2020-06-22,0.0
2020-06-23,32.8571
2020-06-24,18.2796
2020-06-25,-9.0909
2020-06-26,-20.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,-12.5
2020-07-02,-7.1429
2020-07-06,23.0769
2020-07-07,-12.5
2020-07-08,14.2857
2020-07-09,-12.5
2020-07-10,14.2857
2020-07-13,6.25
2020-07-14,-17.647100000000002
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,-14.2857
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,16.6667
2020-07-23,-14.2857
2020-07-24,-16.6667
2020-07-27,20.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
