ticker,TCHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-01,33.3333
2017-03-03,257.1429
2017-03-07,50.0
2017-03-10,-26.6667
2017-03-30,4.5455
2017-05-23,30.4348
2017-05-24,-33.3333
2017-06-13,0.0
2017-06-14,5.0
2017-06-15,0.0
2017-08-18,23.8095
2017-09-19,20.0
2017-09-20,11.538499999999999
2017-09-21,3.4483
2017-09-22,2.7778
2017-09-25,16.5946
2017-09-27,1.9935
2017-10-02,0.0
2017-10-04,-13.6364
2017-10-05,18.4211
2017-10-06,2.2222
2017-10-09,47.8261
2017-10-10,1.4706000000000001
2017-10-11,8.6957
2017-10-12,6.6667
2017-10-13,-8.75
2017-10-16,-1.3699
2017-10-20,38.8889
2017-10-23,20.0
2017-10-26,-46.0
2017-10-27,42.7469
2017-10-30,-25.4054
2017-10-31,0.0
2017-11-01,4.3478
2017-11-02,0.0
2017-11-20,-40.2778
2017-11-21,-18.6047
2017-11-27,-64.0
2017-11-28,60.3175
2017-11-30,-35.6436
2017-12-01,40.1262
2017-12-04,-6.6775
2017-12-06,-5.8824
2017-12-07,18.625
2017-12-08,-26.2276
2017-12-11,-4.2994
2017-12-13,19.2537
2017-12-14,-24.8936
2017-12-15,-8.3486
2017-12-18,0.0
2017-12-20,0.0
2017-12-27,18.1818
2017-12-29,-0.0154
2018-01-03,-15.3716
2018-01-08,17.2727
2018-01-09,0.0
2018-01-16,0.0
2018-01-29,-6.9767
2018-02-01,0.0
2018-02-02,0.0
2018-02-06,0.0
2018-02-07,7.5
2018-02-12,41.8605
2018-02-20,66.1202
2018-02-21,31.5789
2018-02-22,-25.0
2018-02-27,-33.3333
2018-02-28,9.0
2018-03-01,-8.2569
2018-03-02,15.0
2018-03-12,-47.8261
2018-03-13,0.0
2018-03-22,8.3333
2018-03-23,53.830799999999996
2018-04-03,40.014
2018-04-04,3.5714
2018-04-06,-0.6897
2018-04-11,-29.8542
2018-04-12,-48.51
2018-04-13,63.4301
2018-04-16,47.0588
2018-04-19,8.0
2018-04-25,0.0
2018-04-30,-25.9259
2018-05-01,0.0
2018-05-02,0.0
2018-05-04,10.0
2018-05-08,-25.4545
2018-05-09,-0.122
2018-05-10,0.0
2018-05-14,-9.6459
2018-05-15,-2.7027
2018-05-16,38.8611
2018-05-17,-27.9856
2018-05-18,51.3889
2018-05-25,0.0
2018-06-25,-44.9541
2018-06-26,-8.3333
2018-06-28,0.0
2018-06-29,30.9091
2018-07-05,-26.3889
2018-07-06,0.0
