ticker,PQG US Equity
2018-02-21,1.0482
2018-02-22,-0.4149
2018-02-23,0.8333
2018-02-26,-1.7218
2018-02-27,-1.0512
2018-02-28,-5.0992
2018-03-01,-1.194
2018-03-02,-0.9063
2018-03-05,0.9909
2018-03-06,2.3396
2018-03-07,1.4748999999999999
2018-03-08,0.218
2018-03-09,2.6831
2018-03-12,1.0593
2018-03-13,-2.2362
2018-03-14,0.0715
2018-03-15,-2.3571
2018-03-16,2.1946
2018-03-19,-1.2169
2018-03-20,-1.8841
2018-03-21,5.3914
2018-03-22,-1.7519
2018-03-23,-2.6391
2018-03-26,3.2234
2018-03-27,-2.555
2018-03-28,-0.5098
2018-03-29,2.2694
2018-04-02,-1.1453
2018-04-03,1.9550999999999998
2018-04-04,0.5682
2018-04-05,1.9774
2018-04-06,-4.4321
2018-04-09,-0.3623
2018-04-10,2.0364
2018-04-11,1.4255
2018-04-12,-0.3514
2018-04-13,-0.7757
2018-04-16,2.1322
2018-04-17,1.3918
2018-04-18,0.4804
2018-04-19,1.1612
2018-04-20,-0.6077
2018-04-23,-1.9022000000000001
2018-04-24,-1.3158
2018-04-25,0.8421
2018-04-26,0.9743
2018-04-27,-1.3784
2018-04-30,-2.8651
2018-05-01,1.5108000000000001
2018-05-02,1.0631
2018-05-03,-1.8233000000000001
2018-05-04,0.4286
2018-05-07,1.3514
2018-05-08,1.0526
2018-05-09,-1.25
2018-05-10,-1.7581
2018-05-11,-0.859
2018-05-14,0.722
2018-05-15,0.9319
2018-05-16,2.983
2018-05-17,6.6207
2018-05-18,0.9056
2018-05-21,2.8205
2018-05-22,-0.8105
2018-05-23,1.1942
2018-05-24,-0.3106
2018-05-25,0.1869
2018-05-29,3.4826
2018-05-30,2.4038
2018-05-31,-3.6385
2018-06-01,2.7406
2018-06-04,2.2525
2018-06-05,1.2753999999999999
2018-06-06,0.9731
2018-06-07,-0.8503
2018-06-08,1.8868
2018-06-11,0.4489
2018-06-12,-1.3966
2018-06-13,-0.8499
2018-06-14,-0.0571
2018-06-15,0.972
2018-06-18,-0.0566
2018-06-19,-2.0963
2018-06-20,0.9259
2018-06-21,0.4014
2018-06-22,2.3415
2018-06-25,-2.2879
2018-06-26,0.9138
2018-06-27,1.0187
2018-06-28,0.8403
2018-06-29,0.0
2018-07-02,-1.7222
2018-07-03,0.0
2018-07-05,2.3742
2018-07-06,1.7118
2018-07-09,0.38
2018-07-10,-2.3797
2018-07-11,-1.6066
2018-07-12,-0.2815
2018-07-13,1.5246
2018-07-16,-1.1123
2018-07-17,-0.1687
2018-07-18,0.507
2018-07-19,-0.7287
2018-07-20,-0.5647
2018-07-23,0.0568
2018-07-24,0.0568
2018-07-25,-0.1702
2018-07-26,1.8182
2018-07-27,-1.3393
2018-07-30,0.1131
2018-07-31,1.8079
2018-08-01,-1.7203
2018-08-02,-1.1858
2018-08-03,0.0571
2018-08-06,0.3427
2018-08-07,-0.1138
2018-08-08,0.4558
2018-08-09,1.418
2018-08-10,-1.1745
2018-08-13,-1.811
2018-08-14,1.4986
2018-08-15,-0.3975
2018-08-16,1.2543
2018-08-17,0.6194
2018-08-20,-0.2238
2018-08-21,-0.1122
2018-08-22,-0.8984
2018-08-23,-2.2096
2018-08-24,3.0127
2018-08-27,-0.1125
2018-08-28,0.6194
2018-08-29,-0.1679
2018-08-30,0.3363
2018-08-31,-0.5587
2018-09-04,-2.4157
2018-09-05,0.1151
2018-09-06,-0.6901
2018-09-07,1.2739
2018-09-10,1.4866
2018-09-11,0.7887
2018-09-12,-1.1179000000000001
2018-09-13,0.2261
2018-09-14,0.1692
2018-09-17,0.2252
2018-09-18,0.2809
2018-09-19,-0.6162
2018-09-20,0.3382
2018-09-21,-0.3933
2018-09-24,0.282
2018-09-25,-0.5062
2018-09-26,-1.0175
2018-09-27,-2.1131
2018-09-28,1.9253
2018-10-01,1.5455
2018-10-02,0.7892
2018-10-03,0.1119
2018-10-04,-4.1341
2018-10-05,1.8065
2018-10-08,-0.1145
2018-10-09,-3.6676
2018-10-10,-7.436
2018-10-11,0.2571
2018-10-12,0.7051
2018-10-15,2.1642
2018-10-16,3.8629
2018-10-17,-1.6197
2018-10-18,-1.8902
2018-10-19,-0.2486
2018-10-22,0.1246
2018-10-23,-0.7467
2018-10-24,-4.5141
2018-10-25,1.2475
2018-10-26,-2.0752
2018-10-29,-0.4636
2018-10-30,1.8629
2018-10-31,4.8334
2018-11-01,0.0
2018-11-02,1.7445
2018-11-05,-3.1231
2018-11-06,-1.201
2018-11-07,3.135
2018-11-08,-4.7146
2018-11-09,-1.9531
2018-11-12,0.4648
2018-11-13,0.2644
2018-11-14,0.6592
2018-11-15,1.8991
2018-11-16,-0.5784
2018-11-19,-2.2624
2018-11-20,-3.6376
2018-11-21,1.2354
2018-11-23,-1.2203
2018-11-26,-1.2354
2018-11-27,-0.417
2018-11-28,2.7216
2018-11-29,1.019
2018-11-30,3.228
2018-12-03,1.5635
2018-12-04,-5.7729
2018-12-06,0.7488
2018-12-07,-2.7027
2018-12-10,0.0
2018-12-11,0.625
2018-12-12,0.207
2018-12-13,-0.6887
2018-12-14,-0.9015
2018-12-17,-2.8691
2018-12-18,3.098
2018-12-19,-3.8435
2018-12-20,-0.2907
2018-12-21,0.0
2018-12-24,-1.1662
2018-12-26,3.0236
2018-12-27,7.4445
2018-12-28,0.7995
2018-12-31,-2.115
2019-01-02,-1.2154
2019-01-03,-2.8708
2019-01-04,3.9409
2019-01-07,-0.6093
2019-01-08,0.8856
2019-01-09,0.2701
2019-01-10,1.1448
2019-01-11,-1.5312999999999999
2019-01-14,-2.096
2019-01-15,-1.7955999999999999
2019-01-16,0.211
2019-01-17,3.1579
2019-01-18,1.4966
2019-01-22,0.134
2019-01-23,-3.079
2019-01-24,2.0028
2019-01-25,0.0
2019-01-28,0.2031
2019-01-29,-0.2027
2019-01-30,1.3541
2019-01-31,0.5344
2019-02-01,0.7973
2019-02-04,-0.791
2019-02-05,1.5282
2019-02-06,0.3927
2019-02-07,-1.369
2019-02-08,0.4627
2019-02-11,1.7105000000000001
2019-02-12,-0.3234
2019-02-13,1.9468
2019-02-14,-0.7638
2019-02-15,2.3092
2019-02-19,3.8245
2019-02-20,0.6039
2019-02-21,0.3601
2019-02-22,-2.512
2019-02-25,2.6994
2019-02-26,-2.9271000000000003
2019-02-27,0.4308
2019-02-28,0.3676
2019-03-01,-0.3663
2019-03-04,-1.0417
2019-03-05,0.0619
2019-03-06,-3.3416
2019-03-07,-0.5122
2019-03-08,-1.6731
2019-03-11,2.0288
2019-03-12,-1.0904
2019-03-13,1.751
2019-03-14,-1.6571
2019-03-15,-1.0369
2019-03-18,0.1965
2019-03-19,0.5229
2019-03-20,-0.1951
2019-03-21,0.1954
2019-03-22,-1.8205
2019-03-25,-0.8609
2019-03-26,0.8016
2019-03-27,1.5905
2019-03-28,-0.2609
2019-03-29,-0.7848
2019-04-01,1.1865999999999999
2019-04-02,-1.0423
2019-04-03,0.0658
2019-04-04,-0.3947
2019-04-05,0.5284
2019-04-08,2.0368
2019-04-09,4.443
2019-04-10,-0.9864
2019-04-11,0.2491
2019-04-12,1.3665
2019-04-15,-1.1029
2019-04-16,0.3098
2019-04-17,0.6794
2019-04-18,-0.9202
2019-04-22,-2.1053
2019-04-23,1.518
2019-04-24,-0.5607
2019-04-25,-2.6316
2019-04-26,-0.1287
2019-04-29,1.6108
2019-04-30,0.2536
2019-05-01,-1.7078
2019-05-02,-0.8366
2019-05-03,3.8936
2019-05-06,-1.3117
2019-05-07,-2.4051
2019-05-08,3.1128
2019-05-09,-1.9497
2019-05-10,1.9243000000000001
2019-05-13,-2.2026
2019-05-14,0.2574
2019-05-15,0.0642
2019-05-16,1.796
2019-05-17,0.7561
2019-05-20,-1.8136
2019-05-21,1.5287
2019-05-22,-1.0038
2019-05-23,-2.725
2019-05-24,0.3257
2019-05-28,-1.1688
2019-05-29,0.7227
2019-05-30,-0.1957
2019-05-31,-0.9804
2019-06-03,0.7261
2019-06-04,4.3906
2019-06-05,-0.1255
2019-06-06,-0.2514
2019-06-07,-0.8192
2019-06-10,0.1906
2019-06-11,0.1902
2019-06-12,0.6962
2019-06-13,-0.3771
2019-06-14,-1.6404
2019-06-17,0.0
2019-06-18,1.0263
2019-06-19,0.8889
2019-06-20,0.8811
2019-06-21,-0.7486
2019-06-24,0.1886
2019-06-25,0.5646
2019-06-26,-1.1229
2019-06-27,0.3155
2019-06-28,-0.3145
2019-07-01,2.9022
2019-07-02,0.6744
2019-07-03,0.3654
2019-07-05,0.0607
2019-07-08,0.1213
2019-07-09,-1.2114
2019-07-10,-2.5751
2019-07-11,-1.6362
2019-07-12,1.7274
2019-07-15,0.5031
2019-07-16,0.0626
2019-07-17,-2.0638
2019-07-18,-0.1277
2019-07-19,1.1509
2019-07-22,-1.5171000000000001
2019-07-23,1.4121000000000001
2019-07-24,1.4557
2019-07-25,-2.0586
2019-07-26,0.5096
2019-07-29,-0.8238
2019-07-30,1.4058
2019-07-31,-1.7643
2019-08-01,-4.0411
2019-08-02,-1.738
2019-08-05,-3.9455999999999998
2019-08-06,-1.3456000000000001
2019-08-07,-3.6612
2019-08-08,8.6438
2019-08-09,-1.0974
2019-08-12,1.1096
2019-08-13,1.5089000000000001
2019-08-14,-4.4595
2019-08-15,-0.8487
2019-08-16,2.7104
2019-08-19,2.0833
2019-08-20,-1.7006999999999999
2019-08-21,1.5225
2019-08-22,-1.0225
2019-08-23,-3.3058
2019-08-26,1.6381999999999999
2019-08-27,-1.4716
2019-08-28,1.2802
2019-08-29,0.8427
2019-08-30,-0.4875
2019-09-03,-1.1197
2019-09-04,1.557
2019-09-05,1.9512
2019-09-06,0.1367
2019-09-09,3.413
2019-09-10,2.7723
2019-09-11,3.3398
2019-09-12,-0.3729
2019-09-13,1.4971999999999999
2019-09-16,-0.5532
2019-09-17,-0.4326
2019-09-18,0.3724
2019-09-19,-1.1132
2019-09-20,-0.6879
2019-09-23,-0.4408
2019-09-24,-0.4428
2019-09-25,1.3977
2019-09-26,-0.3759
2019-09-27,-0.566
2019-09-30,0.8223
2019-10-01,-1.6311
2019-10-02,-1.4031
2019-10-03,0.1294
2019-10-04,0.5168
2019-10-07,-0.964
2019-10-08,-2.8552999999999997
2019-10-09,0.1336
2019-10-10,1.2008
2019-10-11,3.8893
2019-10-14,0.2538
2019-10-15,0.8861
2019-10-16,-1.0038
2019-10-17,0.4436
2019-10-18,0.3785
2019-10-21,0.5657
2019-10-22,-0.3125
2019-10-23,0.2508
2019-10-24,-0.1251
2019-10-25,0.814
2019-10-28,0.9317
2019-10-29,0.4308
2019-10-30,0.4902
2019-10-31,0.4268
2019-11-01,-0.6072
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.5498
2019-11-07,1.5796000000000001
2019-11-08,-0.5383
2019-11-11,-0.3007
2019-11-12,0.4825
2019-11-13,-1.8607
2019-11-14,-0.7339
2019-11-15,-0.4313
2019-11-18,-3.8985
2019-11-19,-0.4507
2019-11-20,-0.0647
2019-11-21,-1.4887000000000001
2019-11-22,0.3942
2019-11-25,1.2435
2019-11-26,0.0646
2019-11-27,1.292
2019-11-29,1.148
2019-12-02,-0.7566
2019-12-03,-1.2706
2019-12-04,-0.2574
2019-12-05,0.7097
2019-12-06,0.1281
2019-12-09,0.064
2019-12-10,-0.3197
2019-12-11,0.9622
2019-12-12,1.7154
2019-12-13,-0.0625
2019-12-16,1.8125
2019-12-17,-0.798
2019-12-18,2.9703
2019-12-19,2.2236
2019-12-20,0.0588
2019-12-23,-0.1763
2019-12-24,0.4709
2019-12-26,-0.2343
2019-12-27,-0.1174
2019-12-30,0.9994
2019-12-31,0.0
2020-01-02,-1.979
2020-01-03,-1.0095
2020-01-06,-0.06
2020-01-07,-0.8403
2020-01-08,-0.908
2020-01-09,-0.733
2020-01-10,-0.5538
2020-01-13,2.4134
2020-01-14,0.3021
2020-01-15,-0.241
2020-01-16,0.5435
2020-01-17,0.2402
2020-01-21,-2.3367
2020-01-22,-1.227
2020-01-23,0.3106
2020-01-24,-0.805
2020-01-27,-0.9988
2020-01-28,-0.6305
2020-01-29,-1.4594
2020-01-30,0.0644
2020-01-31,-1.4801
2020-02-03,3.7231
2020-02-04,2.0151
2020-02-05,1.5432000000000001
2020-02-06,-0.1216
2020-02-07,-1.2781
2020-02-10,-1.6646
2020-02-11,-2.9467
2020-02-12,-1.3566
2020-02-13,-1.1788
2020-02-14,0.729
2020-02-18,0.0
2020-02-19,-0.1974
2020-02-20,0.0
2020-02-21,0.4614
2020-02-24,-4.5931999999999995
2020-02-25,-5.227
2020-02-26,1.3062
2020-02-27,-6.5903
2020-02-28,1.7638
2020-03-02,-2.4868
2020-03-03,-5.1777
2020-03-04,0.2445
2020-03-05,-5.2846
2020-03-06,-0.6867
2020-03-09,-14.4339
2020-03-10,0.0
2020-03-11,-0.404
2020-03-12,-11.2576
2020-03-13,10.0571
2020-03-16,-1.9729999999999999
2020-03-17,5.4025
2020-03-18,-8.4422
2020-03-19,14.1603
2020-03-20,-9.4231
2020-03-23,1.38
2020-03-24,13.822
2020-03-25,1.196
2020-03-26,7.1818
2020-03-27,-8.7362
2020-03-30,-1.0223
2020-03-31,2.3474
2020-04-01,-2.0183
2020-04-02,1.779
2020-04-03,-6.5317
2020-04-06,8.7598
2020-04-07,-2.7149
2020-04-08,2.3256
2020-04-09,4.5455
2020-04-13,-2.4348
2020-04-14,0.713
2020-04-15,-11.1504
2020-04-16,-8.167300000000001
2020-04-17,10.5206
2020-04-20,-2.0608
2020-04-21,-2.7054
2020-04-22,0.206
2020-04-23,4.3165
2020-04-24,5.5172
2020-04-27,3.3613
2020-04-28,0.542
2020-04-29,8.3558
2020-04-30,-2.8192
2020-05-01,-5.3754
2020-05-04,-0.0902
2020-05-05,0.0903
2020-05-06,-1.1722
2020-05-07,0.2737
2020-05-08,5.3685
2020-05-11,-3.7133000000000003
2020-05-12,-5.1121
2020-05-13,-2.1739
2020-05-14,1.7391
2020-05-15,2.944
2020-05-18,4.1513
2020-05-19,-2.2143
2020-05-20,6.1594
2020-05-21,-0.3413
2020-05-22,-0.1712
2020-05-26,4.1166
2020-05-27,4.3657
2020-05-28,-2.5257
2020-05-29,1.6194
2020-06-01,0.3187
2020-06-02,3.5743
2020-06-03,2.5307
2020-06-04,-0.8227
2020-06-05,8.2956
2020-06-08,2.6462
2020-06-09,-4.0027
2020-06-10,-4.6643
2020-06-11,-8.8213
2020-06-12,4.7966999999999995
2020-06-15,0.7758
2020-06-16,0.2309
2020-06-17,-3.2258
2020-06-18,0.4762
2020-06-19,2.6856
2020-06-22,-1.3077
2020-06-23,0.8574
2020-06-24,-3.5549
2020-06-25,3.3654
2020-06-26,-2.0155
2020-06-29,4.3513
2020-06-30,0.3791
2020-07-01,-1.435
2020-07-02,1.8391
2020-07-06,1.0534
2020-07-07,-2.6061
2020-07-08,-1.4526
2020-07-09,-2.1722
2020-07-10,2.1412
2020-07-13,0.0
2020-07-14,0.9317
2020-07-15,1.6154
2020-07-16,3.028
2020-07-17,0.5143
2020-07-20,-2.4854
2020-07-21,2.2489
2020-07-22,-0.3666
2020-07-23,0.1472
2020-07-24,-0.8082
2020-07-27,1.1111
2020-07-28,-3.5164999999999997
2020-07-29,1.4426999999999999
2020-07-30,-5.9132
2020-07-31,-2.3866
