ticker,MRJT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-26,5.0
2015-10-27,-4.7619
2015-10-28,5.0
2015-10-29,0.0
2015-10-30,-4.2857
2015-11-02,0.0
2015-11-03,-5.4726
2015-11-04,0.0
2015-11-05,-7.8947
2015-11-06,11.4286
2015-11-09,-1.5385
2015-11-10,-21.875
2015-11-11,6.6667
2015-11-12,0.0
2015-11-13,-6.25
2015-11-16,6.0
2015-11-17,0.6289
2015-11-18,0.0
2015-11-19,-11.875
2015-11-23,12.766
2015-11-24,-8.805
2015-11-25,10.3448
2015-11-27,-11.875
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,-0.7092
2015-12-04,2.8571
2015-12-08,0.0
2015-12-09,0.0
2015-12-11,0.0
2015-12-14,0.6944
2015-12-15,0.0
2015-12-16,0.0
2015-12-23,-20.6897
2015-12-30,17.3913
2015-12-31,0.0
2016-01-05,-1.4815
2016-01-06,-1.5038
2016-01-07,-2.2901
2016-01-14,-0.7813
2016-01-19,2.3622
2016-01-22,3.8462
2016-01-25,1.4815
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.7299
2016-01-29,1.4493
2016-02-01,0.7143
2016-02-02,0.7092
2016-02-03,0.7042
2016-02-04,2.0979
2016-02-05,2.7397
2016-02-08,1.3333
2016-02-09,-0.6579
2016-02-10,0.6623
2016-02-11,5.9211
2016-02-12,-3.7267
2016-02-16,5.8065
2016-02-17,-5.4878
2016-02-18,-3.871
2016-02-19,0.6711
2016-02-22,2.6667
2016-02-23,-1.2987
2016-02-24,0.6579
2016-02-25,0.6536
2016-02-26,-1.9481000000000002
2016-02-29,1.3245
2016-03-01,-7.8431
2016-03-02,-2.8369
2016-03-03,0.0
2016-03-04,0.7299
2016-03-07,5.7971
2016-03-08,2.0548
2016-03-09,2.6846
2016-03-10,-0.6536
2016-03-11,-6.5789
2016-03-15,-0.7042
2016-03-18,9.9291
2016-03-21,2.5806
2016-03-22,0.6289
2016-03-23,-0.625
2016-03-24,-8.1761
2016-03-28,7.5342
2016-03-29,1.2739
2016-03-30,9.434
2016-03-31,0.5747
2016-04-01,5.5429
2016-04-04,1.7867
2016-04-05,5.8511
2016-04-06,2.5126
2016-04-07,2.451
2016-04-08,2.8708
2016-04-11,1.3953
2016-04-12,3.211
2016-04-13,0.4444
2016-04-14,-2.2124
2016-04-15,6.3347999999999995
2016-04-18,-19.1489
2016-04-19,-66.8421
2016-04-20,-41.2698
2016-04-21,-7.0777
2016-04-22,-9.3983
