ticker,MRJT US Equity
2016-04-25,-24.5586
2016-04-26,-2.1277
2016-04-27,2.9076
2016-04-28,-10.8529
2016-04-29,6.6350999999999996
2016-05-02,-4.6667
2016-05-03,9.5571
2016-05-04,-17.0213
2016-05-05,-12.3077
2016-05-06,0.0
2016-05-09,-6.4327
2016-05-10,-5.3125
2016-05-11,-7.5908
2016-05-12,0.0
2016-05-13,-4.6875
2016-05-17,0.0
2016-05-18,-2.5761
2016-05-19,7.6923
2016-05-23,-14.2857
2016-05-24,0.0
2016-05-26,4.1667
2016-05-27,-12.0
2016-05-31,-9.0909
2016-06-01,0.0
2016-06-03,-49.0
2016-06-06,52.9412
2016-06-07,-34.4551
2016-06-08,19.3154
2016-06-09,-40.9836
2016-06-10,25.0
2016-06-13,5.5556
2016-06-14,-26.3158
2016-06-15,0.0
2016-06-16,4.2857
2016-06-17,0.0
2016-06-21,0.0
2016-06-22,-15.0685
2016-06-23,3.2258
2016-06-24,0.0
2016-06-27,-12.5
2016-06-28,10.267900000000001
2016-06-30,-64.3725
2016-07-01,141.4773
2016-07-05,12.9412
2016-07-06,-10.0
2016-07-07,-40.7407
2016-07-08,-6.25
2016-07-12,80.0
2016-07-14,-3.7037
2016-07-20,-15.3846
2016-07-21,0.0
2016-07-25,-22.7273
2016-07-26,0.0
2016-07-28,-23.5294
2016-07-29,69.2308
2016-08-01,0.0
2016-08-03,13.6364
2016-08-04,-20.0
2016-08-05,0.0
2016-08-17,-25.0
2016-08-18,0.0
2016-08-22,0.0
2016-08-29,0.0
2016-09-12,30.8333
2016-09-13,-23.5669
2016-09-14,13.3333
2016-09-26,-11.7647
2016-10-18,64.1667
2016-10-19,-18.7817
2016-10-25,-25.0
2016-10-27,0.0
2016-11-02,33.3333
2016-11-03,0.0
2016-11-09,-25.0
2016-11-10,-33.3333
2016-11-11,0.0
2016-11-14,-28.75
2016-11-15,0.0
2016-11-16,-1.7544
2016-11-22,14.2857
2016-11-23,-12.5
2016-12-08,-57.1429
2016-12-14,0.0
2016-12-19,-33.3333
2016-12-21,0.0
2016-12-28,-25.0
2016-12-29,433.3333
2017-01-03,-25.0
2017-01-09,1.0417
2017-01-10,-1.0309
2017-01-11,150.0
2017-01-13,-16.6667
2017-01-18,20.0
2017-01-23,0.0
2017-01-25,6.6667
2017-01-30,0.0
2017-02-06,-37.5
2017-02-07,30.0
2017-02-08,23.0769
2017-02-14,18.75
2017-02-15,-21.0526
2017-02-21,33.3333
2017-02-23,0.0
2017-02-24,-50.0
2017-02-27,-10.0
2017-03-01,11.1111
2017-03-02,-10.0
2017-03-03,-22.2222
2017-03-06,-28.5714
2017-03-07,-33.75
2017-03-08,-5.6604
2017-03-09,-4.0
2017-03-13,4.1667
2017-03-15,2.0
2017-03-16,0.0
2017-03-17,152.9412
2017-03-20,-0.7752
2017-03-21,0.0
2017-03-22,-25.0
2017-03-23,6.25
2017-03-24,-5.8824
2017-03-27,-16.6667
2017-04-03,0.0
2017-04-05,-33.75
2017-04-07,50.9434
2017-04-19,-33.75
2017-04-28,50.9434
2017-05-04,0.0
2017-05-08,0.0
2017-05-09,-17.5
2017-05-10,-63.6364
2017-05-11,33.3333
2017-05-12,0.0
2017-05-22,0.0
2017-05-23,-25.0
2017-05-25,-8.3333
2017-05-31,-4.5455
2017-06-01,38.0952
2017-06-09,-39.3103
2017-07-05,63.6364
2017-07-07,5.5556
2017-07-21,-21.0526
2017-07-24,0.0
2017-07-25,100.0
2017-07-27,-3.3333
2017-08-01,-44.8276
2017-08-09,25.0
2017-08-11,45.0
2017-08-14,124.1379
2017-08-15,47.6923
2017-08-16,-58.3333
2017-08-17,-12.5
2017-08-18,14.2857
2017-08-21,0.0
2017-08-23,0.0
2017-09-01,-27.5
2017-09-13,0.0
2017-09-15,37.931
2017-09-21,-42.5
2017-09-22,52.1739
2017-09-25,0.0
2017-09-26,68.5714
2017-09-27,0.0
2017-10-05,-64.4068
2017-10-18,0.0
2017-10-19,4.7619
2017-10-27,4.5455
2017-11-09,-4.3478
2017-11-10,0.0
2017-11-20,-4.5455
2017-11-27,84.7619
2017-11-28,0.5155
2017-12-01,-41.5385
2017-12-04,5.2632
2017-12-06,0.0
2017-12-15,-12.5
2017-12-18,0.0
2017-12-19,-23.8095
2017-12-21,87.5
2017-12-22,-33.3333
2017-12-28,0.0
2018-01-04,400.0
2018-01-05,-10.0
2018-01-08,-28.6667
2018-01-09,16.822400000000002
2018-01-10,-13.4667
2018-01-11,0.1541
2018-01-17,27.6923
2018-01-18,14.4578
2018-01-19,-15.7895
2018-01-22,-13.25
2018-01-23,15.2738
2018-01-26,-1.25
2018-01-29,1.2658
2018-01-30,-3.75
2018-01-31,-6.4935
2018-02-01,-2.7778
2018-02-02,-16.7714
2018-02-07,33.8826
2018-02-08,-8.9744
2018-02-09,0.0
2018-02-12,-6.338
2018-02-14,-12.782
2018-02-15,10.3448
2018-02-20,0.0
2018-02-27,-7.8125
2018-03-06,22.0339
2018-03-09,-2.7778
2018-03-13,0.0
2018-03-21,-14.2857
2018-03-27,-33.3333
2018-03-28,-3.25
2018-04-04,52.4548
2018-04-05,-1.6949
2018-04-06,-8.6207
2018-04-10,0.0
2018-04-17,-11.3208
2018-04-18,-21.2766
2018-04-20,8.1081
2018-04-24,-29.75
2018-04-26,88.6121
2018-04-27,-37.7358
2018-04-30,0.0
2018-05-03,0.0
2018-05-09,48.4848
2018-05-16,-20.4082
2018-05-21,0.0
2018-05-23,-5.7692
2018-05-31,6.1224
2018-06-04,0.0
2018-06-13,10.2564
2018-06-14,0.0
2018-06-18,0.0
2018-06-21,2.3256
2018-06-29,-6.8182
2018-07-13,-9.7561
2018-07-30,-2.7027
2018-08-03,0.0
2018-08-08,-10.5556
2018-08-09,-37.8882
2018-08-22,-40.0
2018-08-31,9.1667
2018-09-11,15.2672
2018-09-24,5.9603
2018-09-27,0.0
2018-10-01,62.5
2018-10-09,-3.8462
2018-10-16,-36.0
2018-10-18,25.0
2018-10-31,-20.0
2018-11-06,0.0
2018-11-28,-25.0
2018-11-30,0.0
2018-12-11,0.0
2018-12-14,150.0
2018-12-17,-2.0
2018-12-18,2.0408
2018-12-20,-3.3333
2018-12-24,-34.4828
2018-12-31,0.0
2019-01-18,0.0
2019-02-05,0.0
2019-02-06,42.1053
2019-02-21,-29.6296
2019-02-27,-26.3158
2019-02-28,85.7143
2019-03-19,-42.3077
2019-03-20,86.6667
2019-03-21,-46.4286
2019-03-29,86.6667
2019-04-04,-2.3214
2019-04-08,-56.1243
2019-04-17,0.0
2019-05-14,0.8333
2019-06-04,65.2893
2019-06-06,75.0
2019-06-10,146.8571
2019-06-12,-71.0648
2019-06-25,20.0
2019-06-26,0.0
2019-08-01,100.0
2019-08-09,-17.3333
2019-08-19,-1.2097
2019-08-28,77.551
2019-09-11,-3.4483
2019-09-20,0.0
2019-09-25,-57.1429
2019-09-27,52.7778
2019-09-30,-1.8182
2019-10-03,0.0
2019-10-04,-25.9259
2019-10-14,0.0
2019-11-11,170.0
2019-11-12,-25.9259
2019-11-13,-37.5
2019-11-14,-4.0
2019-11-18,34.375
2019-11-22,-6.9767
2019-11-27,-6.3333
2019-12-09,-9.2527
2019-12-10,-37.2549
2019-12-16,-3.125
2019-12-23,0.0
2019-12-26,45.1613
2019-12-30,-31.1111
2019-12-31,0.0
2020-01-07,-3.2258
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-2.0
2020-01-22,-3.0612
2020-01-24,5.2632
2020-01-27,-10.0
2020-01-29,-11.1111
2020-02-05,25.0
2020-02-07,0.0
2020-02-11,0.0
2020-02-24,-13.3333
2020-02-27,-7.6923
2020-02-28,-4.1667
2020-03-04,-4.3478
2020-03-09,0.0
2020-03-10,-4.5455
2020-03-11,9.5238
2020-03-13,-21.7391
2020-03-17,0.0
2020-03-19,-11.1111
2020-03-20,6.25
2020-03-24,5.8824
2020-03-26,94.4444
2020-03-31,-0.5714
2020-04-01,0.5747
2020-04-02,0.0
2020-04-08,-42.8571
2020-04-15,45.0
2020-04-16,55.1724
2020-04-20,3.8889
2020-04-21,-29.4118
2020-04-23,48.4848
2020-04-24,-18.3673
2020-05-01,62.5
2020-05-04,-23.0769
2020-05-05,-24.0
2020-05-08,3.1579
2020-05-13,24.3622
2020-05-14,-20.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-03,71.7949
2020-06-04,-44.7761
2020-06-05,-2.7027
2020-06-08,-8.3333
2020-06-09,90.9091
2020-06-10,-19.0476
2020-06-11,17.647100000000002
2020-06-16,0.0
2020-06-17,-5.0
2020-06-18,-5.7018
2020-06-24,-20.0
2020-06-30,62.7907
2020-07-01,12.857099999999999
2020-07-07,-11.3924
2020-07-08,0.0
2020-07-09,12.857099999999999
2020-07-13,-1.8987
2020-07-14,0.6452
2020-07-17,16.6667
2020-07-20,38.4615
2020-07-21,7.1429
2020-07-23,-44.4444
2020-07-24,60.0
2020-07-27,8.3333
2020-07-29,-38.4615
2020-07-30,0.0
