ticker,UNSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-21,0.0
2009-10-08,240.0
2009-10-12,0.0
2009-10-20,13.7255
2010-04-01,-1.7241
2010-04-09,-3.5088
2010-06-21,-3.6364
2010-06-22,-71.6981
2010-06-23,253.3333
2010-06-24,-2.2641999999999998
2010-06-25,-3.4749
2010-07-07,0.0
2010-08-10,-10.0
2010-11-17,-2.2222
2010-11-22,0.0
2011-01-19,-87.9545
2011-01-26,730.1887
2011-03-23,-9.0909
2011-11-04,-75.0
2011-12-29,-88.0
2015-10-26,-58.3333
2016-02-22,2000.0
2016-06-06,-80.9524
2016-06-15,-95.0
2016-07-28,4900.0
2016-11-11,0.0
2016-11-16,0.0
2017-02-13,-99.625
2017-04-18,26566.6667
2017-04-19,0.0
2017-06-06,0.0
2017-08-25,0.0
2017-09-06,-78.0
2017-10-13,35.4545
2017-11-28,235.5705
2017-11-29,-22.4
2017-12-07,28.866
2017-12-18,0.0
2017-12-19,-17.848
2017-12-21,21.7256
2017-12-22,-17.848
2018-01-04,0.0584
2018-01-08,21.6545
2018-01-09,0.0
2018-01-22,0.0
2018-01-24,-60.0
2018-01-25,400.0
2018-01-26,0.0
2018-01-29,-16.1
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,10.8462
2018-02-02,-9.7849
2018-02-05,19.1895
2018-02-09,-40.0
2018-02-16,0.0
2018-02-20,66.6667
2018-03-13,-70.0
2018-03-22,33.3333
2018-03-27,125.0
2018-03-28,66.6667
2018-03-29,-76.6667
2018-04-02,42.8571
2018-04-03,-4.0
2018-04-06,4.1667
2018-04-11,-30.0
2018-04-17,42.8571
2018-04-20,0.0
2018-04-24,-40.0
2018-05-10,0.0
2018-05-14,0.0
2018-05-18,0.0
2018-06-08,233.3333
2018-06-11,87.0
2018-06-14,-36.3636
2018-06-18,-74.7899
2018-06-19,231.6667
2018-06-20,-69.8492
2018-06-21,16.6667
2018-06-22,-14.2857
2018-06-26,23.3333
2018-07-09,170.2703
2018-07-10,0.0
2018-07-18,-60.0
2018-07-19,100.0
2018-07-20,-56.0
2018-07-24,263.6364
2018-07-25,-60.9375
2018-07-26,100.0
2018-07-27,-20.0
2018-07-30,0.0
2018-07-31,-12.5
2018-08-01,-28.5714
2018-08-03,37.6
2018-08-13,-56.3953
2018-09-25,-33.3333
2018-09-28,243.5
2018-10-15,-1.6012
2018-10-16,-11.3905
2018-10-17,-3.5058
2018-10-18,-1.3841
2018-10-22,-31.5789
2018-10-23,0.0
