ticker,UNSS US Equity
2018-10-24,0.0
2018-12-04,-22.8205
2018-12-18,23.2558
2018-12-19,-19.1375
2018-12-24,-31.6667
2019-02-06,21.9512
2019-02-11,-20.0
2019-02-22,50.0
2019-03-12,-16.6667
2019-03-13,300.0
2019-03-14,0.0
2019-03-19,-42.5
2019-03-20,-39.1304
2019-03-21,157.1429
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,-45.5556
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,-15.102
2019-04-02,44.2308
2019-04-03,-31.6667
2019-04-04,2.439
2019-04-05,0.0
2019-04-08,2.3810000000000002
2019-04-09,35.814
2019-04-10,11.3014
2019-04-11,1.5385
2019-04-12,2.4242
2019-04-15,-3.8462
2019-04-16,-13.8462
2019-04-17,0.0
2019-04-18,-10.7143
2019-04-22,-10.0
2019-04-23,-11.1111
2019-04-24,-12.5
2019-04-25,-14.2857
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,3.3333
2019-05-02,6.4516
2019-05-03,-5.1515
2019-05-06,-0.4792
2019-05-07,-8.5072
2019-05-08,-22.807
2019-05-09,13.6364
2019-05-10,-12.0
2019-05-13,18.1818
2019-05-14,-19.2308
2019-05-15,-7.1429
2019-05-16,-7.6923
2019-05-17,21.6667
2019-05-20,-14.1553
2019-05-21,-12.234
2019-05-22,20.7273
2019-05-23,7.4297
2019-05-24,-25.2336
2019-05-28,-6.25
2019-05-29,10.0
2019-05-30,-3.0303
2019-05-31,-5.0
2019-06-03,11.6447
2019-06-04,-8.6623
2019-06-05,-12.2581
2019-06-06,13.9706
2019-06-07,-5.6452
2019-06-10,-11.7949
2019-06-11,-14.7287
2019-06-12,36.3636
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,-1.6
2019-06-18,19.9187
2019-06-19,10.1695
2019-06-20,-6.5641
2019-06-21,13.6114
2019-06-24,14.4928
2019-06-25,-18.6076
2019-06-26,-14.4635
2019-06-27,9.0303
2019-06-28,7.2818
2019-07-01,-9.3264
2019-07-02,-14.2857
2019-07-03,-14.6667
2019-07-05,-13.2813
2019-07-08,-31.5315
2019-07-09,1.2631999999999999
2019-07-10,-27.2349
2019-07-11,1.7856999999999998
2019-07-12,40.3509
2019-07-15,-18.25
2019-07-16,7.7982
2019-07-17,-3.5461
2019-07-18,2.2059
2019-07-19,-2.1583
2019-07-22,-14.7059
2019-07-23,0.0
2019-07-24,-6.8966
2019-07-25,0.0
2019-07-26,-7.4074
2019-07-29,4.0
2019-07-30,0.0
2019-07-31,5.7692
2019-08-01,-9.0909
2019-08-02,0.0
2019-08-05,-36.0
2019-08-06,25.0
2019-08-07,-19.3
2019-08-08,-0.8674
2019-08-09,-9.375
2019-08-12,58.6207
2019-08-13,-10.8696
2019-08-14,-17.0732
2019-08-15,14.7059
2019-08-16,-46.1538
2019-08-19,-23.8095
2019-08-20,50.0
2019-08-21,-45.8333
2019-08-22,15.3846
2019-08-23,-20.0
2019-08-26,-8.3333
2019-08-27,18.1818
2019-08-28,-15.3846
2019-08-29,0.0
2019-08-30,27.2727
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,-10.7143
2019-09-06,4.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,-7.6923
2019-09-12,-8.3333
2019-09-13,36.3636
2019-09-16,0.0
2019-09-17,-13.3333
2019-09-19,0.0
2019-09-20,0.7692
2019-09-23,-0.7634
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,7.6923
2019-09-30,0.0
2019-10-01,-17.8571
2019-10-02,-4.3478
2019-10-03,0.0
2019-10-04,27.2727
2019-10-07,0.0
2019-10-08,-28.5714
2019-10-09,40.0
2019-10-10,-17.1429
2019-10-11,20.6897
2019-10-14,0.0
2019-10-15,-21.4286
2019-10-16,27.2727
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-21.4286
2019-10-22,9.0909
2019-10-23,283.3333
2019-10-24,-26.087
2019-10-25,23.5294
2019-10-28,52.381
2019-10-29,-1.5625
2019-10-30,-20.634900000000002
2019-10-31,-28.0
2019-11-01,38.8889
2019-11-04,-20.0
2019-11-05,-10.0
2019-11-06,25.0
2019-11-07,-22.2222
2019-11-08,0.0
2019-11-11,14.2857
2019-11-12,37.5
2019-11-13,12.7273
2019-11-14,-4.8387
2019-11-15,16.9492
2019-11-18,15.942
2019-11-19,-20.625
2019-11-20,10.2362
2019-11-21,-7.1429
2019-11-22,-22.3077
2019-11-25,-8.9109
2019-11-26,47.8261
2019-11-27,-22.352899999999998
2019-11-29,19.3182
2019-12-02,-20.634900000000002
2019-12-03,60.0
2019-12-04,52.5
2019-12-05,76.2295
2019-12-06,-13.4884
2019-12-09,55.914
2019-12-10,0.1724
2019-12-11,-11.6007
2019-12-12,-12.3832
2019-12-13,-13.8667
2019-12-16,-28.7926
2019-12-17,50.3623
2019-12-18,49.3976
2019-12-19,-15.3226
2019-12-20,2.8571
2019-12-23,-14.4444
2019-12-24,-0.4329
2019-12-26,17.3913
2019-12-27,0.0
2019-12-30,-1.8519
2019-12-31,31.3208
2020-01-02,-16.3793
2020-01-03,3.0928
2020-01-06,-3.3333
2020-01-07,-1.7241
2020-01-08,1.7544
2020-01-09,-14.8276
2020-01-10,-23.8866
2020-01-13,-0.5319
2020-01-14,-3.7433
2020-01-15,-2.7778
2020-01-16,5.1429
2020-01-17,7.337
2020-01-21,-13.4177
2020-01-22,4.6784
2020-01-23,-7.8212
2020-01-24,-14.5455
2020-01-27,-0.7092
2020-01-28,-18.5714
2020-01-29,-3.5088
2020-01-30,9.5455
2020-01-31,-4.5643
2020-02-03,-8.6957
2020-02-04,4.7619
2020-02-05,27.2727
2020-02-06,-10.7143
2020-02-07,4.0
2020-02-10,-7.6923
2020-02-11,0.0
2020-02-12,-13.85
2020-02-13,44.6121
2020-02-14,-33.1104
2020-02-18,37.0
2020-02-19,-27.0073
2020-02-20,-10.0
2020-02-21,11.1111
2020-02-24,29.0
2020-02-25,0.0
2020-02-26,-20.155
2020-02-27,-7.767
2020-02-28,0.0
2020-03-02,26.3158
2020-03-03,-16.6667
2020-03-04,5.0
2020-03-05,-4.7619
2020-03-06,16.5
2020-03-09,-6.4378
2020-03-10,-8.2569
2020-03-11,-50.9
2020-03-12,42.5662
2020-03-13,26.4286
2020-03-16,-26.5537
2020-03-17,10.7692
2020-03-18,4.1667
2020-03-19,20.0
2020-03-20,0.0
2020-03-24,-14.7778
2020-03-25,-19.1656
2020-03-26,17.7419
2020-03-27,4.1096
2020-03-30,18.4211
2020-03-31,-3.3333
2020-04-02,-6.8966
2020-04-03,2.4691
2020-04-06,8.4337
2020-04-08,0.0
2020-04-09,-0.2222
2020-04-13,33.6303
2020-04-14,-9.375
2020-04-15,-17.2414
2020-04-16,22.2222
2020-04-17,9.0909
2020-04-20,-22.9167
2020-04-21,-2.7027
2020-04-22,-13.6111
2020-04-23,2.8939
2020-04-24,-15.0
2020-04-27,-4.4118
2020-04-28,7.6923
2020-04-29,35.7143
2020-04-30,-6.3158
2020-05-01,-7.8652
2020-05-04,-29.2683
2020-05-05,37.931
2020-05-06,-1.25
2020-05-08,-1.2658
2020-05-11,1.2821
2020-05-12,-5.6962
2020-05-13,-18.7919
2020-05-14,17.3554
2020-05-15,-29.5775
2020-05-18,56.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,17.3077
2020-05-22,20.2186
2020-05-26,-27.2727
2020-05-27,-6.25
2020-05-28,-15.3333
2020-05-29,10.2362
2020-06-01,-1.4285999999999999
2020-06-02,2.8986
2020-06-03,60.5634
2020-06-04,0.8772
2020-06-05,0.0
2020-06-08,13.0435
2020-06-09,14.6154
2020-06-10,6.7114
2020-06-11,-11.9497
2020-06-12,6.4286
2020-06-15,-6.0403
2020-06-16,0.7143
2020-06-17,22.695
2020-06-18,-14.7399
2020-06-19,15.2542
2020-06-22,-1.1764999999999999
2020-06-23,-21.4286
2020-06-24,0.7576
2020-06-25,-16.5414
2020-06-26,25.2252
2020-06-29,0.0
2020-06-30,28.0576
2020-07-01,-5.8989
2020-07-02,6.2687
2020-07-06,-21.3483
2020-07-07,-19.2857
2020-07-08,0.0
2020-07-09,16.8142
2020-07-10,0.7576
2020-07-13,-15.7895
2020-07-14,12.5
2020-07-15,18.254
2020-07-16,-24.8322
2020-07-17,16.0714
2020-07-20,15.3846
2020-07-21,-20.0
2020-07-22,-0.4167
2020-07-23,-16.318
2020-07-24,10.0
2020-07-27,-9.0909
2020-07-28,-11.0
2020-07-29,-10.1124
2020-07-30,12.5
2020-07-31,2.7778
