ticker,BRNW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-04,27.2727
2009-03-16,0.0
2009-06-18,42.8571
2009-06-24,-25.0
2009-06-25,-4.0
2009-11-19,-30.5556
2009-12-11,-10.0
2009-12-14,66.6667
2009-12-17,-33.3333
2009-12-21,0.0
2010-01-08,-10.0
2010-01-15,0.0
2010-02-03,38.8889
2010-02-11,-60.0
2010-02-23,140.0
2010-02-24,-16.6667
2010-02-25,80.0
2010-02-26,-27.7778
2010-05-14,-61.5385
2010-05-17,60.0
2010-05-18,6.25
2010-05-24,-29.4118
2010-05-27,0.0
2010-06-02,0.0
2010-06-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-23,-33.3333
2010-07-27,0.0
2010-07-30,25.0
2010-08-06,0.0
2010-09-29,-30.0
2010-10-27,-71.4286
2010-11-10,0.0
2010-11-12,0.0
2010-11-30,-50.0
2011-01-21,0.0
2011-01-26,0.0
2011-04-01,40.0
2011-04-05,-28.5714
2011-04-18,40.0
2011-04-20,42.8571
2011-10-31,0.0
2011-11-01,1.25
2012-02-23,-1.2346
2012-04-17,400.0
2012-04-25,0.0
2012-04-26,0.0
2012-05-01,-20.0
2012-05-07,-50.0
2012-05-08,0.0
2012-05-29,100.0
2012-06-04,25.0
2012-06-05,40.0
2012-06-25,28.5714
2012-06-27,-16.6667
2012-06-28,13.3333
2012-07-05,0.0
2012-07-06,-5.8824
2012-08-07,-25.0
2012-09-14,-50.0
2012-10-15,0.0
2012-11-30,-33.3333
2013-09-04,0.0
2014-04-03,50.0
2014-04-15,99.5833
2014-05-15,-18.6848
2014-05-16,2.6958
2014-05-19,12.0
2014-05-20,7.1429
2014-05-21,16.6667
2014-05-22,0.0
2014-05-23,2.8571
2014-05-27,25.0
2014-05-28,-1.1111
2014-05-29,-46.0674
2014-05-30,6.25
2014-06-02,-1.9607999999999999
2014-06-03,-4.25
2014-06-04,-16.4491
2014-06-05,-19.6875
2014-06-06,24.5136
2014-06-09,24.6875
2014-06-10,-19.7995
2014-06-11,-12.5
2014-06-12,0.0
2014-06-13,-8.5714
2014-06-16,0.0
2014-06-18,18.75
2014-06-19,-10.526299999999999
2014-06-20,-17.647100000000002
2014-06-23,-3.5714
2014-06-24,0.0
2014-06-25,11.1111
2014-06-27,28.3333
2014-06-30,1.2987
2014-07-01,-39.7436
2014-07-02,-25.5319
2014-07-03,42.8571
2014-07-07,-28.75
2014-07-08,-21.4035
2014-07-09,-21.4286
2014-07-10,-18.1818
