ticker,ATRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,2.3529
2000-01-10,-8.046
2000-01-12,1.25
2000-01-13,6.7901
2000-01-14,2.8902
2000-01-18,-1.1236
2000-01-19,2.2727
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,3.3333
2000-01-25,-5.914
2000-01-27,2.8571
2000-01-28,-3.3333
2000-01-31,-8.046
2000-02-01,11.25
2000-02-03,-5.618
2000-02-04,5.9524
2000-02-07,-5.618
2000-02-08,-4.1667
2000-02-09,5.5901
2000-02-10,1.1764999999999999
2000-02-11,4.6512
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-1.1111
2000-02-17,-1.1236
2000-02-18,5.6818
2000-02-23,0.0
2000-02-24,-8.6022
2000-02-25,0.0
2000-02-28,1.1764999999999999
2000-02-29,6.9767
2000-03-01,0.0
2000-03-02,-2.1739
2000-03-03,-4.4444
2000-03-06,0.0
2000-03-07,3.4884
2000-03-08,-1.1236
2000-03-09,0.0
2000-03-10,2.2727
2000-03-14,-1.1111
2000-03-15,3.9326
2000-03-16,3.7838000000000003
2000-03-17,11.4583
2000-03-20,-7.4766
2000-03-21,0.0
2000-03-23,-2.0202
2000-03-27,-1.0309
2000-03-28,-1.0417
2000-03-29,-6.3158
2000-03-30,1.1236
2000-04-05,-4.4444
2000-04-06,3.4884
2000-04-07,0.0
2000-04-10,11.236
2000-04-11,0.0
2000-04-12,-9.0909
2000-04-13,0.0
2000-04-14,-1.1111
2000-04-17,3.3708
2000-04-18,-3.2609
2000-04-24,0.0
2000-04-25,11.236
2000-04-27,-2.5253
2000-04-28,0.0
2000-05-02,-5.6995000000000005
2000-05-05,3.2967
2000-05-08,2.1277
2000-05-09,-1.0417
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.5263
2000-05-15,0.5236
2000-05-16,0.0
2000-05-17,-1.0417
2000-05-18,0.0
2000-05-22,1.5789
2000-05-23,-3.6269
2000-05-24,3.7634
2000-06-02,1.0363
2000-06-05,3.0769
2000-06-07,0.4975
2000-06-12,-2.4752
2000-06-13,5.0761
2000-06-14,-3.8647
2000-06-15,-3.0151
2000-06-16,0.5181
2000-06-19,0.0
2000-06-21,2.5773
2000-06-22,-2.5126
2000-06-27,1.0309
2000-06-28,1.0204
2000-06-30,0.0
2000-07-03,-2.0202
2000-07-06,1.5464
2000-07-07,0.0
2000-07-11,-0.5076
2000-07-12,-1.0204
