ticker,CCLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-14,90.9091
2009-05-04,0.0
2009-05-11,-2.8571
2009-05-12,2.9412000000000003
2009-05-18,-2.8571
2009-05-19,-46.0784
2009-05-27,54.5455
2009-05-28,0.0
2009-05-29,-9.4118
2009-06-02,5.1948
2009-06-03,0.0
2009-06-04,-7.4074
2009-06-05,26.6667
2009-06-08,-4.2105
2009-06-09,3.2967
2009-06-10,-20.2128
2009-06-11,-33.3333
2009-06-12,-4.0
2009-06-15,-33.3333
2009-06-17,-6.25
2009-06-19,50.0
2009-06-24,-46.6667
2009-06-26,0.0
2009-06-29,-54.1667
2009-06-30,-36.3636
2009-07-01,-41.4286
2009-07-02,21.6463
2009-07-06,-19.7995
2009-07-07,2.5
2009-07-08,-51.2195
2009-07-09,-5.0
2009-07-10,0.0
2009-07-13,-10.526299999999999
2009-07-14,11.7647
2009-07-15,0.0
2009-07-17,-19.0789
2009-07-20,0.813
2009-07-22,148.3871
2009-07-23,-22.0779
2009-07-24,0.0
2009-07-27,-33.3333
2009-07-28,5.0
2009-07-30,35.7143
2009-07-31,-12.2807
2009-08-03,0.0
2009-08-05,0.0
2009-08-07,-20.0
2009-08-10,0.0
2009-08-12,-25.0
2009-08-17,-33.3333
2009-08-18,10.0
2009-08-21,-9.0909
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,150.0
2009-08-27,56.0
2009-08-28,2.5641
2009-08-31,0.0
2009-09-01,-37.5
2009-09-02,-12.0
2009-09-03,9.0909
2009-09-04,25.0
2009-09-08,10.0
2009-09-09,-15.1515
2009-09-10,-17.8571
2009-09-11,-4.3478
2009-09-14,9.0909
2009-09-15,-16.6667
2009-09-16,5.0
2009-09-17,-9.5238
2009-09-18,31.5789
2009-09-21,0.0
2009-09-22,-4.0
2009-09-23,-20.8333
2009-09-24,0.0
2009-09-25,23.6842
2009-09-28,-2.1277
2009-09-29,-13.0435
2009-09-30,12.5
2009-10-01,-4.4444
2009-10-05,-16.2791
2009-10-06,0.0
2009-10-07,0.0
2009-10-09,-5.5556
2009-10-12,32.3529
2009-10-13,-11.1111
2009-10-14,0.0
2009-10-15,10.0
2009-10-20,-18.1818
2009-10-21,22.2222
2009-10-23,-20.4545
2009-10-26,0.0
2009-10-27,14.2857
2009-10-28,-12.5
2009-10-29,-2.8571
2009-11-02,0.0
2009-11-03,-11.0294
2009-11-04,12.3967
2009-11-05,0.0
2009-11-06,17.647100000000002
2009-11-10,-32.5
2009-11-11,43.5185
