ticker,NVIV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-01,11.1111
2010-11-02,-33.3333
2010-11-03,47.5
2010-11-04,1.6949
2010-11-05,0.0
2010-11-08,-8.3333
2010-11-09,0.0
2010-11-11,-8.7273
2010-11-12,1.5936
2010-11-15,-1.9607999999999999
2010-11-16,-16.8
2010-11-17,0.9615
2010-11-18,7.1429
2010-11-19,-2.2222
2010-11-22,-5.0
2010-11-23,-37.799
2010-11-24,26.9231
2010-11-26,26.6667
2010-11-29,-4.3062000000000005
2010-11-30,2.5
2010-12-01,4.878
2010-12-02,0.9302
2010-12-03,2.3041
2010-12-06,0.0
2010-12-07,1.3514
2010-12-08,-2.2222
2010-12-09,0.4545
2010-12-10,2.2624
2010-12-13,-6.1947
2010-12-14,-0.9434
2010-12-15,-3.8095
2010-12-16,-0.495
2010-12-17,1.99
2010-12-20,1.4634
2010-12-21,5.7692
2010-12-22,0.9091
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,1.3514
2011-01-03,-12.8889
2011-01-04,2.0408
2011-01-05,-5.0
2011-01-06,2.6316
2011-01-07,0.0
2011-01-10,2.5641
2011-01-11,-2.5
2011-01-12,2.5641
2011-01-13,-2.5
2011-01-14,5.1282
2011-01-18,-4.878
2011-01-19,-2.4359
2011-01-20,-15.3745
2011-01-21,8.6957
2011-01-24,0.0
2011-01-25,14.857099999999999
2011-01-26,-20.398
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,10.0
2011-02-01,0.0
2011-02-02,2.2727
2011-02-03,2.7778
2011-02-04,-5.4054
2011-02-07,0.0
2011-02-08,-5.7143
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,3.0303
2011-02-15,8.8235
2011-02-16,4.8649000000000004
2011-02-17,-4.6392
2011-02-18,2.7027
2011-02-22,-1.0526
2011-02-23,-1.5957
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,3.7838000000000003
2011-03-01,0.0
2011-03-02,-2.6042
2011-03-03,1.6042999999999998
2011-03-04,-1.5789
2011-03-07,-1.0695000000000001
2011-03-08,2.7027
2011-03-09,-6.8421
2011-03-10,-9.6045
2011-03-11,0.0
2011-03-14,-6.25
2011-03-15,-20.0
2011-03-16,8.3333
2011-03-17,-3.8462
2011-03-18,-8.0
2011-03-21,8.6957
2011-03-22,-12.0
2011-03-23,0.0
2011-03-24,-8.1818
2011-03-25,-23.7624
2011-03-28,7.7922
