ticker,ISLV US Equity
2010-10-06,-30.0
2010-10-13,57.1429
2010-10-14,0.0
2010-10-15,-27.2727
2010-10-25,50.0
2010-10-28,0.0
2010-11-09,33.3333
2010-11-10,25.0
2010-11-11,10.0
2010-11-15,13.6364
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-30,28.0
2010-12-01,25.0
2010-12-02,37.5
2010-12-03,9.0909
2010-12-06,1.6667
2010-12-07,1.6393
2010-12-09,-16.129
2010-12-10,5.7692
2010-12-14,3.6364
2010-12-15,-3.5088
2010-12-16,0.0
2010-12-17,9.0909
2010-12-20,0.0
2010-12-22,8.3333
2010-12-28,0.0
2011-01-04,-15.3846
2011-01-05,18.1818
2011-01-06,-15.3846
2011-01-07,9.0909
2011-01-12,-8.3333
2011-01-14,7.2727
2011-01-19,-13.5593
2011-01-20,-11.7647
2011-01-21,31.1111
2011-02-11,-6.7797
2011-02-14,-9.0909
2011-02-17,0.0
2011-02-18,20.0
2011-02-22,6.6667
2011-02-23,0.7813
2011-02-24,-20.9302
2011-02-25,1.9607999999999999
2011-02-28,-1.9231
2011-03-01,-21.5686
2011-03-02,27.5
2011-03-08,-41.1765
2011-03-09,0.0
2011-03-10,50.0
2011-03-11,8.8889
2011-03-15,31.6327
2011-03-18,0.7752
2011-03-23,0.0
2011-03-24,0.0
2011-03-28,0.0
2011-03-29,-15.3846
2011-03-30,18.1818
2011-03-31,0.0
2011-04-04,0.0
2011-04-06,0.0
2011-04-11,0.0
2011-04-15,0.0
2011-04-19,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-06,0.0
2011-05-09,0.0
2011-05-10,0.0
2011-05-20,0.0
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,-46.1538
2011-05-27,85.7143
2011-06-02,-46.1538
2011-06-10,-14.2857
2011-06-13,0.0
2011-06-16,0.0
2011-07-01,-16.6667
2011-08-05,0.0
2011-08-19,0.0
2011-08-26,0.0
2011-08-29,0.0
2011-08-31,-16.0
2011-09-08,-9.5238
2011-09-09,-21.0526
2011-09-23,33.3333
2011-09-26,0.0
2011-09-27,0.0
2011-10-12,0.0
2011-10-18,0.0
2011-10-26,-40.0
2011-11-09,8.3333
2011-11-11,-23.0769
2011-11-21,100.0
2011-12-06,0.0
2011-12-07,25.0
2011-12-16,20.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-10,33.3333
2012-01-12,0.0
2012-01-18,-12.5
2012-01-24,-14.2857
2012-01-30,0.0
2012-02-03,-33.3333
2012-02-14,0.0
2012-02-15,0.0
2012-02-16,0.0
2012-02-23,0.0
2012-03-14,5.0
2012-03-23,-4.7619
2012-03-30,0.0
2012-04-05,5.0
2012-04-24,-4.7619
2012-05-04,0.0
2012-07-03,50.0
2012-07-09,30.0
2012-07-16,15.3846
2012-07-24,-22.2222
2012-07-26,42.8571
2012-08-03,0.0
2012-08-10,10.0
2012-08-14,-9.0909
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,10.0
2012-08-20,-9.0909
2012-08-24,0.0
2012-08-28,10.0
2012-08-29,-9.0909
2012-08-30,0.0
2012-08-31,18.0
2012-09-04,1.6949
2012-09-05,0.0
2012-09-10,1.6667
2012-09-11,6.5574
2012-09-12,0.0
2012-09-14,0.0
2012-09-18,0.0
2012-09-19,-7.6923
2012-09-20,8.3333
2012-09-21,-32.3077
2012-09-24,2.2727
2012-09-27,4.4444
2012-09-28,-14.8936
2012-10-01,37.5
2012-10-02,-36.3636
2012-10-04,0.0
2012-10-10,0.0
2012-10-15,0.0
2012-10-17,-14.2857
2012-10-31,0.0
2012-11-21,10.0
2012-11-23,21.2121
2012-11-26,12.5
2012-11-29,11.1111
2012-12-03,0.0
2012-12-04,0.0
2012-12-06,-8.0
2012-12-12,0.0
2012-12-17,-23.913
2012-12-18,0.0
2012-12-19,31.4286
2012-12-20,0.0
2012-12-24,0.0
2012-12-27,-13.0435
2012-12-28,-2.5
2013-01-02,2.5641
2013-01-16,0.0
2013-01-30,0.0
2013-01-31,0.0
2013-02-07,-12.5
2013-02-20,0.0
2013-02-22,0.0
2013-02-25,20.0
2013-02-27,0.0
2013-02-28,-9.5238
2013-03-05,10.526299999999999
2013-03-08,0.0
2013-03-18,-16.6667
2013-03-28,0.6071
2013-04-04,13.596
2013-04-08,0.0
2013-04-11,0.0
2013-04-22,12.5
2013-04-25,0.0
2013-04-26,0.0
2013-05-01,0.0
2013-05-24,-11.1111
2013-05-28,-20.0
2013-05-29,21.875
2013-05-31,15.3846
2013-06-06,-28.8889
2013-06-07,40.625
2013-06-13,-11.1111
2013-06-14,10.0
2013-06-21,0.0
2013-07-02,-13.6364
2013-07-10,0.0
2013-07-29,0.0
2013-08-01,31.5789
2013-08-05,0.0
2013-08-12,0.0
2013-08-26,0.0
2013-08-29,-10.0
2013-08-30,11.1111
2013-09-06,-2.0
2013-09-12,0.0
2013-10-01,-2.0408
2013-10-07,-6.25
2013-10-22,-11.1111
2013-11-06,0.0
2013-11-14,-34.25
2013-11-15,21.673000000000002
2013-11-20,25.0
2013-12-09,0.0
2013-12-13,0.0
2014-01-10,0.0
2014-01-30,-10.0
2014-02-03,0.0
2014-02-13,0.0
2014-02-26,0.0
2014-03-11,-8.3333
2014-03-12,9.0909
2014-03-21,0.0
2014-04-02,11.1111
2014-04-03,0.0
2014-04-14,-20.0
2014-04-15,0.0
2014-04-16,25.0
2014-05-12,-15.0
2014-05-13,0.0
2014-05-15,-11.7647
2014-05-29,-16.6667
2014-05-30,-20.0
2014-06-02,0.0
2014-06-03,0.0
2014-07-07,0.0
2014-07-29,0.0
2014-07-30,0.0
2014-08-06,0.0
2014-08-07,19.5
2014-08-12,4.6025
2014-08-28,-40.0
2014-08-29,66.6667
2014-09-17,-32.0
2014-09-19,0.0
2014-09-22,-0.0735
2014-09-29,-11.6998
2014-09-30,13.3333
2014-10-07,-29.4118
2014-10-22,0.0
2014-11-18,-31.25
2014-11-19,0.0
2014-11-24,-15.1515
2014-11-25,-10.0
2014-11-26,86.5079
2014-12-05,-44.6809
2014-12-22,-3.0769
2014-12-26,-44.4444
2014-12-31,28.9286
2015-02-03,99.446
2015-02-05,-60.0
2015-02-13,0.0
2015-02-18,-13.8889
2015-02-24,0.0
2015-02-26,1.0081
2015-03-13,-0.998
2015-03-23,0.0
2015-04-08,0.0
2015-04-24,0.0
2015-05-18,0.0
2015-06-08,0.0
2015-07-23,0.0
2015-08-05,0.0
2015-10-08,-3.2258
2015-10-09,0.0
2015-10-12,-33.3333
2015-10-14,-45.0
2015-11-05,9.0909
2015-11-11,0.0
2015-12-09,0.0
2015-12-17,-83.3333
2015-12-22,0.0
2015-12-28,0.0
2016-01-13,0.0
2016-02-25,225.0
2016-02-29,-23.0769
2016-03-01,30.0
2016-03-03,-7.6923
2016-03-04,-16.6667
2016-04-20,10.0
2016-04-22,23.8636
2016-04-29,92.6606
2016-05-10,-48.0952
2016-05-11,96.3303
2016-05-17,-62.6168
2016-06-07,172.5
2016-06-20,-26.6055
2016-06-29,-40.0
2016-07-06,-36.4583
2016-08-02,0.0
2016-08-04,0.0
2016-08-10,9.8361
2016-08-11,-40.2985
2016-08-26,0.0
2016-09-22,0.0
2016-09-28,0.0
2016-10-18,220.0
2016-10-19,0.0
2016-10-20,48.4375
2016-10-24,5.2632
2016-11-02,-20.0
2016-11-07,41.25
2016-11-14,-56.1947
2016-11-17,13.1313
2016-11-21,0.0
2016-11-30,-52.6786
2016-12-07,154.717
2017-01-10,12.592600000000001
2017-01-30,5.2632
2017-02-01,38.75
2017-05-09,-27.9279
2017-05-12,50.0
2017-07-11,-25.3067
2017-09-13,32.9882
2017-09-14,0.0
2017-10-23,-32.2148
2017-11-09,0.0
2018-01-10,0.0
2018-02-01,0.0
2018-02-20,0.0
2018-03-29,48.5149
2018-04-13,6.6667
2018-04-23,0.0
2018-05-10,-18.625
2018-05-16,-0.1536
2018-05-17,0.0
2018-06-26,15.3846
2018-06-29,-8.3333
2018-07-05,9.0909
2018-07-06,-13.3333
2018-08-10,0.0
2018-08-16,17.3077
2018-08-17,4.918
2018-08-20,6.25
2018-08-27,-5.8824
2018-09-20,1.875
2018-10-05,2.454
2018-10-17,1.7964
2018-10-24,0.0
2018-10-25,-2.9412000000000003
2018-12-27,-3.0303
2018-12-28,5.625
2019-01-03,-5.3254
2019-01-31,-18.75
2019-03-19,-3.8462
2019-03-20,0.0
2019-03-28,-2.0
2019-04-24,22.449
2019-05-23,-20.0
2019-06-24,24.1667
2019-06-25,0.0
2019-07-01,-19.4631
2019-07-05,25.0
2019-07-09,-20.0
2019-07-10,0.0
2019-07-12,0.0
2019-07-23,-9.1667
2019-08-09,0.9174
2019-08-14,0.0
2019-08-22,-0.9091
2019-09-09,0.0
2019-09-13,0.0
2019-09-27,-8.2569
2019-10-08,-20.0
2019-10-09,25.0
2019-10-15,-30.0
2019-10-25,-21.4286
2019-10-31,-7.2727
2019-11-05,17.647100000000002
2019-11-14,-25.0
2019-12-04,0.2222
2019-12-12,4.102
2020-02-05,112.9925
2020-02-20,10.0
2020-02-28,-36.3636
2020-03-05,100.0
2020-03-11,0.0
2020-03-16,21.4286
2020-03-17,0.5882
2020-03-18,192.3977
2020-03-19,40.0
2020-03-20,-30.0
2020-03-23,-48.9796
2020-03-24,40.0
2020-03-25,-7.1429
2020-03-26,7.6923
2020-03-27,14.2857
2020-04-02,-25.0
2020-04-09,6.6667
2020-04-15,9.375
2020-04-17,-14.2857
2020-04-27,-21.6667
2020-04-28,0.0
2020-05-01,-52.3404
2020-05-04,96.4286
2020-05-05,25.4545
2020-05-11,8.6957
2020-05-15,-17.3333
2020-05-26,0.8065
2020-06-01,20.0
2020-06-02,66.6667
2020-06-03,-20.0
2020-06-04,-60.0
2020-06-09,50.0
2020-06-15,-36.0417
2020-06-16,4.2345
2020-06-18,-6.25
2020-06-25,100.0
2020-06-26,-23.3333
2020-06-29,-26.7391
2020-06-30,-22.8487
2020-07-01,23.0769
2020-07-06,43.75
2020-07-07,-13.087
2020-07-09,-24.4622
2020-07-14,45.6954
2020-07-16,-11.1364
2020-07-20,27.8772
2020-07-22,20.4
2020-07-23,6.3123000000000005
2020-07-24,0.0
2020-07-27,-21.875
2020-07-28,8.0
2020-07-29,29.2593
2020-07-30,-28.3668
