ticker,NM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-07,2.8571
2005-01-10,-0.1852
2005-01-11,0.1855
2005-01-12,-2.7778
2005-01-13,2.8571
2005-01-18,-0.9259
2005-01-19,2.8037
2005-01-20,-1.4545
2005-01-21,1.2915
2005-01-24,-0.7286
2005-01-25,0.0
2005-01-26,-1.8349
2005-01-27,0.9346
2005-01-31,3.7037
2005-02-01,-1.7856999999999998
2005-02-02,-1.8182
2005-02-03,3.7037
2005-02-04,0.0
2005-02-07,2.6786
2005-02-08,0.0
2005-02-09,2.6087
2005-02-10,0.0
2005-02-11,1.8643999999999998
2005-02-14,-0.4992
2005-02-15,-2.1739
2005-02-16,-2.5641
2005-02-17,1.5789
2005-02-18,-0.6908
2005-02-22,0.8696
2005-02-23,1.7241
2005-02-24,1.6949
2005-02-25,-0.8333
2005-02-28,0.3361
2005-03-01,5.6951
2005-03-02,6.0222
2005-03-03,0.0
2005-03-04,-0.299
2005-03-07,-3.2984
2005-03-08,-3.876
2005-03-09,0.6452
2005-03-10,-1.4423
2005-03-11,-1.4634
2005-03-14,-4.2904
2005-03-15,3.4483
2005-03-16,-0.8333
2005-03-17,-0.3361
2005-03-18,0.3373
2005-03-21,0.6723
2005-03-22,2.6711
2005-03-23,-0.813
2005-03-24,0.0
2005-03-28,-2.459
2005-03-29,-0.1681
2005-03-31,2.1886
2005-04-01,-1.1532
2005-04-04,1.6667
2005-04-05,-1.6393
2005-04-06,-0.5
2005-04-07,0.5025
2005-04-08,1.6667
2005-04-11,-0.8197
2005-04-12,-0.4959
2005-04-13,0.0
2005-04-14,-1.3289
2005-04-15,-2.3569
2005-04-18,-0.8621
2005-04-19,3.1304
2005-04-20,1.1804000000000001
2005-04-21,1.6667
2005-04-22,0.8197
2005-04-25,-1.626
2005-04-26,0.0
2005-04-27,-0.6612
2005-04-28,-2.1631
2005-04-29,2.0408
2005-05-02,-2.0
2005-05-03,-2.2109
2005-05-04,1.7391
2005-05-05,0.0
2005-05-06,0.3419
2005-05-09,0.5111
2005-05-10,0.0
2005-05-11,-1.6949
2005-05-12,-1.3793
2005-05-13,0.5245
2005-05-16,-2.6087
2005-05-17,1.4285999999999999
2005-05-18,0.8803
2005-05-19,-1.5707
2005-05-20,1.9504000000000001
2005-05-23,-0.8696
2005-05-24,-0.8772
2005-05-25,-0.354
2005-05-26,1.2433
2005-05-27,1.7544
2005-05-31,-0.5172
2005-06-01,-0.3466
2005-06-02,0.0
2005-06-03,-0.1739
