ticker,WDFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.2147
2000-01-04,-0.6024
2000-01-05,-1.1758
2000-01-06,-1.5575999999999999
2000-01-07,1.2658
2000-01-10,-0.3125
2000-01-11,-0.627
2000-01-12,0.0
2000-01-13,0.9464
2000-01-14,1.25
2000-01-18,0.0
2000-01-19,-6.1728
2000-01-20,2.6316
2000-01-21,-5.1282
2000-01-24,0.0
2000-01-25,2.7027
2000-01-26,0.0
2000-01-27,-1.3158
2000-01-28,0.6667
2000-01-31,-0.6623
2000-02-01,-1.3333
2000-02-02,-0.3378
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,-2.3729
2000-02-08,1.9097
2000-02-09,-0.5111
2000-02-10,0.3425
2000-02-11,-3.0717
2000-02-14,-1.0563
2000-02-15,0.7117
2000-02-16,-0.3534
2000-02-17,5.3191
2000-02-18,0.6734
2000-02-22,-1.6722000000000001
2000-02-23,0.0
2000-02-24,-1.3605
2000-02-25,2.4138
2000-02-28,0.0
2000-02-29,-0.3367
2000-03-01,0.6757
2000-03-02,-3.3557
2000-03-03,-1.0417
2000-03-06,1.0526
2000-03-07,-0.6944
2000-03-08,5.9441
2000-03-09,-0.9901
2000-03-10,-2.6667
2000-03-13,2.3973
2000-03-14,-0.1672
2000-03-15,0.1675
2000-03-16,3.6789
2000-03-17,-2.5806
2000-03-20,0.3311
2000-03-21,-0.9901
2000-03-22,1.3333
2000-03-23,3.2895
2000-03-24,1.2739
2000-03-27,-1.8868
2000-03-28,-2.2436
2000-03-29,8.1967
2000-03-30,3.0303
2000-03-31,-1.1764999999999999
2000-04-03,0.5952
2000-04-04,-2.3669000000000002
2000-04-05,0.0
2000-04-06,1.2121
2000-04-07,0.5988
2000-04-10,1.2262
2000-04-11,-1.194
2000-04-12,-0.3021
2000-04-13,0.0
2000-04-14,-4.8485
2000-04-17,-5.0955
2000-04-18,5.3690999999999995
2000-04-19,-1.9108
2000-04-20,0.6494
2000-04-24,0.0
2000-04-25,0.3226
2000-04-26,2.2508
2000-04-27,0.3145
2000-04-28,0.0
2000-05-01,0.3135
2000-05-02,0.0
2000-05-03,-0.625
2000-05-04,-0.6289
2000-05-05,3.1646
2000-05-08,-1.227
2000-05-09,-0.9317
2000-05-10,-2.8213
2000-05-11,0.9677
2000-05-12,-4.1534
2000-05-15,4.0
2000-05-16,2.5641
2000-05-17,0.0
2000-05-18,-1.5625
2000-05-19,-0.1587
2000-05-22,-3.3386
2000-05-23,-0.3289
