ticker,FFDF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.5455
2000-01-04,-8.6957
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,9.5238
2000-01-14,-6.5217
2000-01-19,4.6512
2000-01-21,-6.6667
2000-01-24,4.7619
2000-01-25,-4.5455
2000-01-26,-2.3810000000000002
2000-01-27,-1.6098
2000-02-02,12.5
2000-02-03,-3.3333
2000-02-10,-8.908
2000-02-15,-0.9464
2000-02-18,8.2803
2000-02-23,0.0
2000-02-25,0.0
2000-02-28,0.0
2000-03-01,0.0
2000-03-02,-5.8824
2000-03-03,0.0
2000-03-06,-1.25
2000-03-07,6.3291
2000-03-08,-5.9524
2000-03-09,-4.4304
2000-03-10,-1.9868000000000001
2000-03-13,1.3514
2000-03-14,-1.3333
2000-03-17,8.1081
2000-03-20,-8.75
2000-03-23,2.0548
2000-04-03,6.0403
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,-12.6582
2000-04-11,10.1449
2000-04-12,-2.6316
2000-04-13,-4.0541
2000-04-14,-0.7042
2000-04-17,9.2199
2000-04-24,-6.4935
2000-04-25,0.0
2000-05-04,5.1598
2000-05-09,-4.0
2000-05-11,8.3333
2000-05-15,-5.1282
2000-05-16,0.0
2000-05-17,5.4054
2000-05-18,-8.9744
2000-05-22,9.8592
2000-05-24,-3.8462
2000-06-02,-1.3333
2000-06-05,5.4054
2000-06-06,-3.8462
2000-06-09,0.0
2000-06-12,-1.3333
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,0.0
2000-06-20,2.7027
2000-06-22,-2.6316
2000-06-23,0.0
2000-06-27,0.0
2000-06-28,2.7027
2000-06-30,0.0
2000-07-03,-5.2632
2000-07-13,1.3889
2000-07-18,-2.7397
2000-07-19,1.4085
2000-07-28,0.9534
2000-07-31,2.7778
2000-08-01,0.0
2000-08-02,0.0
2000-08-03,0.0
2000-08-04,0.0
2000-08-07,1.3514
2000-08-08,5.3333
2000-08-10,-5.0633
2000-08-14,2.6667
2000-08-16,2.5974
2000-08-17,-1.2658
2000-08-21,0.0
2000-08-22,1.2821
2000-08-23,-1.2658
2000-08-25,0.0
2000-09-01,2.5641
2000-09-05,2.5
2000-09-06,1.2195
2000-09-07,3.6145
2000-09-08,-3.4884
2000-09-14,-4.8193
2000-09-20,-2.5316
2000-09-21,1.2987
2000-09-27,-1.2821
2000-09-29,-2.5974
2000-10-03,-2.6667
