ticker,HJGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-01,0.0
2009-04-02,0.0
2009-04-07,0.0
2009-04-09,11.1111
2009-04-13,5.0
2009-04-15,-9.5238
2009-04-17,15.7895
2009-04-21,-18.1818
2009-04-29,0.0
2009-04-30,27.7778
2009-05-04,0.0
2009-05-07,-13.0435
2009-05-08,0.0
2009-05-13,-5.0
2009-05-14,0.0
2009-05-18,0.0
2009-05-28,-2.6316
2009-05-29,13.5135
2009-06-01,-4.7619
2009-06-03,-5.0
2009-06-09,15.7895
2009-06-11,-4.5455
2009-06-15,-4.7619
2009-06-16,-1.5
2009-06-23,-3.5533
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,-0.0789
2009-06-29,15.881
2009-06-30,13.6364
2009-07-01,-0.314
2009-07-02,-0.4875
2009-07-06,0.0
2009-07-07,8.871
2009-07-08,3.7037
2009-07-15,-3.5714
2009-07-20,0.0
2009-07-23,11.1111
2009-07-24,0.0
2009-07-27,0.0
2009-07-28,-3.3333
2009-07-29,-6.8966
2009-07-31,22.2222
2009-08-03,-12.1212
2009-08-04,6.8966
2009-08-05,3.2258
2009-08-07,-3.125
2009-08-11,3.2258
2009-08-12,-3.125
2009-08-17,-0.0484
2009-08-19,-3.179
2009-08-20,0.0
2009-08-24,0.0
2009-08-26,3.3333
2009-08-28,-3.2258
2009-08-31,16.6667
2009-09-01,2.8571
2009-09-03,0.0
2009-09-08,11.1111
2009-09-09,-5.0
2009-09-10,0.0
2009-09-14,-5.5921
2009-09-15,11.4983
2009-09-16,-5.0
2009-09-17,5.2632
2009-09-18,-5.0
2009-09-21,0.0
2009-09-23,2.6316
2009-09-24,0.0
2009-09-30,0.0
2009-10-06,-1.9231
2009-10-08,-0.6536
2009-10-12,0.0
2009-10-16,5.2632
2009-10-30,0.0
2009-11-06,-5.0
2009-11-30,5.2632
2009-12-01,-12.5
2009-12-03,14.2857
2009-12-04,-2.5
2009-12-08,0.0
2009-12-29,0.0
2009-12-31,0.0
2010-01-25,-1.2821
2010-01-29,-1.2987
2010-02-01,-0.6579
2010-02-03,-39.0728
2010-02-08,64.1304
2010-02-09,-39.0728
2010-02-24,64.1304
2010-02-26,-7.2848
2010-03-29,-0.7143
2010-03-30,0.0
2010-03-31,0.0
2010-04-14,-2.1583
2010-04-16,-85.2647
2010-04-20,24.7505
2010-04-28,440.0
2010-04-30,0.0
2010-05-03,-34.8148
2010-05-07,-54.5455
2010-05-10,-22.0
2010-05-14,316.6667
