ticker,HJGP US Equity
2010-05-19,1.5385
2010-05-28,-4.5455
2010-06-02,0.0
2010-06-03,-1.5873
2010-06-15,0.0
2010-06-16,0.0
2010-06-30,-9.6774
2010-07-01,-10.7143
2010-07-13,-12.0
2010-07-28,-31.8182
2010-07-29,33.3333
2010-07-30,55.0
2010-08-17,-19.3548
2010-08-18,-20.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-25,15.0
2010-08-26,-13.0435
2010-08-30,5.0
2010-08-31,48.8095
2010-09-09,-20.0
2010-09-13,-20.0
2010-09-29,35.0
2010-09-30,7.4074
2010-10-08,-37.931
2010-10-28,0.0
2010-10-29,77.7778
2010-11-29,-50.7813
2010-11-30,122.2222
2010-12-31,0.0
2011-01-07,-57.8571
2011-01-28,-72.8814
2011-01-31,775.0
2011-02-08,-87.8571
2011-02-18,246.8235
2011-02-28,-5.0204
2011-03-07,-42.8571
2011-03-08,-12.5
2011-03-17,14.2857
2011-03-22,-25.0
2011-03-24,-25.0
2011-03-28,-33.3333
2011-03-29,-33.3333
2011-03-31,-49.5
2011-04-01,-20.7921
2011-04-04,-30.0
2011-04-05,25.0
2011-04-06,-14.2857
2011-04-07,-33.3333
2011-04-08,0.0
2011-04-11,-25.0
2011-04-12,0.0
2011-04-14,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-25,0.0
2011-04-29,0.0
2011-05-03,-33.3333
2011-05-05,50.0
2011-05-06,0.0
2011-05-20,236.6667
2011-05-27,0.0
2011-06-17,-74.2574
2011-06-20,-3.8462
2011-06-21,-8.0
2011-06-23,-8.6957
2011-06-28,-4.7619
2011-07-20,0.0
2011-07-29,0.0
2011-08-05,155.0
2011-08-10,-60.7843
2011-08-23,0.0
2011-09-09,0.0
2011-10-10,0.0
2011-10-12,0.0
2011-10-21,0.0
2011-10-25,0.0
2011-11-07,0.0
2011-11-22,0.0
2011-11-30,-50.0
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,10.0
2011-12-30,-36.3636
2012-01-19,28.5714
2012-01-20,-33.3333
2012-02-16,0.0
2012-02-17,0.0
2012-02-28,0.0
2012-02-29,0.0
2012-03-01,0.0
2012-03-13,0.0
2012-03-19,-50.0
2012-03-20,0.0
2012-03-21,-33.3333
2012-03-22,-25.0
2012-03-23,-33.3333
2012-05-23,0.0
2012-05-24,0.0
2012-06-01,0.0
2012-07-24,-40.0
2012-09-13,0.0
2012-09-21,0.0
2012-10-03,233.3333
2012-10-08,0.0
2012-10-17,100.0
2012-11-05,-75.0
2012-11-09,0.0
2012-11-16,0.0
2012-11-23,0.0
2012-12-18,0.0
2012-12-31,0.0
2013-02-13,0.0
2013-02-28,0.0
2013-03-06,0.0
2013-04-02,-50.0
2013-04-10,100.0
2013-04-12,100.0
2013-05-28,50.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,0.0
2013-06-27,33.3333
2013-07-01,0.0
2013-07-11,0.0
2013-07-16,0.0
2013-07-29,-50.0
2013-10-28,-50.0
2013-10-30,0.0
2013-11-01,0.0
2013-11-04,0.0
2013-11-22,0.0
2013-11-27,0.0
2013-12-04,0.0
2013-12-12,0.0
2013-12-20,0.0
2014-01-10,0.0
2014-02-03,100.0
2014-05-14,-60.0
2014-05-27,12.5
2014-07-09,455.5556
2014-07-10,0.0
2014-07-14,-85.0
2014-08-13,1233.3333
2014-09-09,-90.0
2014-09-15,200.0
2014-11-03,-33.3333
2014-11-13,-50.0
2015-01-14,100.0
2015-01-21,0.0
2015-01-22,50.0
2015-01-28,33.3333
2015-01-29,0.0
2015-02-02,-25.0
2015-02-03,66.6667
2015-02-05,0.0
2015-02-11,-20.0
2015-02-18,49.6875
2015-02-20,-33.1942
2015-02-25,25.0
2015-03-02,-20.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-19,0.0
2015-03-25,-25.0
2015-03-27,-14.5833
2015-04-08,0.0
2015-04-09,0.0
2015-04-17,-6.3415
2015-04-23,0.0
2015-05-08,0.0
2015-06-17,4.1667
2015-06-18,-4.0
2015-06-22,0.0
2015-07-31,0.0
2015-09-30,0.0
2015-10-05,25.0
2015-10-27,-16.6667
2015-12-17,-40.0
2016-01-28,66.6667
2016-01-29,-15.5
2016-03-07,-5.3254
2016-03-17,-50.0
2016-03-30,100.0
2016-05-20,-50.0
2016-07-28,301.25
2016-09-12,-82.243
2016-09-14,601.7544
2016-10-20,-84.625
2017-01-05,8.9431
2017-01-26,497.0149
2017-02-24,0.0
2017-04-04,-82.375
2017-04-17,4.2553
2017-05-03,-8.8435
2017-06-02,50.7463
2017-06-08,180.396
2017-06-09,41.2429
2017-06-22,-40.0
2017-08-17,-33.3333
2017-08-22,25.0
2017-10-12,20.0
2017-10-25,33.3333
2017-10-27,25.0
2017-11-02,-5.0
2017-12-15,14.2105
2017-12-26,10.5991
2018-01-23,-9.5833
2018-02-05,-14.1935
2018-03-13,-24.812
2018-03-14,-50.0
2018-03-16,100.0
2018-03-20,14.2857
2018-04-05,-25.0
2018-04-17,0.0
2018-04-24,0.3333
2018-05-21,-0.3322
2018-06-25,333.3333
2018-06-26,-15.3846
2018-07-12,0.0
2018-07-23,0.0
2018-07-30,-9.0909
2018-08-07,0.0
2018-08-20,0.0
2018-09-12,7.5
2018-09-17,-16.2791
2018-09-18,0.0
2018-09-20,33.3333
2018-09-21,-31.4167
2018-09-24,0.0
2018-09-25,82.26
2018-09-27,-45.0667
2018-09-28,0.2427
2018-10-03,81.5981
2018-10-05,-26.0
2018-10-09,89.1892
2018-10-10,-49.8571
2018-10-23,9.6771
2018-10-29,85.2974
2018-10-31,-50.7477
2018-11-01,87.6091
2018-11-02,-41.9743
2018-11-07,-12.6721
2018-11-12,-29.4511
2018-11-21,147.5598
2018-11-23,2.7429
2018-12-06,10.1224
2018-12-12,-68.83840000000001
2018-12-14,194.9757
2019-01-14,-5.4945
2019-01-29,-88.3547
2019-02-04,399.2511
2019-02-19,65.0
2019-03-01,0.0
2019-03-04,-3.0303
2019-03-06,-3.125
2019-03-26,0.0
2019-04-29,-0.6452
2019-06-06,-22.0779
2019-07-19,-9.1667
2019-08-09,-6.422
2019-08-12,0.0
2019-08-27,-78.3431
2019-11-13,393.4359
2019-11-14,-44.9541
2019-11-20,-50.0
2019-11-26,0.0
2019-11-27,150.0
2019-12-05,-60.0
2019-12-27,33.3333
2020-01-15,-25.0
2020-03-05,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,83.3333
2020-03-23,-45.4545
2020-03-31,0.6667
2020-05-04,0.0
2020-05-05,-0.6623
2020-06-03,-16.6667
2020-06-08,0.0
2020-07-01,88.0
2020-07-08,6.383
2020-07-15,-50.0
2020-07-23,-11.68
