ticker,CNBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-07-31,0.0
2001-08-31,0.0
2002-05-14,12.1222
2002-06-03,0.0
2002-07-30,0.0
2003-01-02,0.2103
2003-04-21,16.2907
2003-05-02,0.0
2003-06-03,0.0
2003-06-20,4.9628
2003-07-03,-0.7092
2003-07-11,-4.0476
2003-08-04,7.6923
2003-08-05,0.0
2004-06-16,2.8525
2004-09-09,0.0
2004-09-10,0.0
2005-03-07,-5.1257
2005-03-15,17.1429
2005-04-01,-0.8293
2005-04-04,2.0659
2005-04-13,-2.0241
2005-06-03,0.0
2005-06-06,0.0
2005-11-30,5.755
2006-04-07,0.3302
2007-04-09,-6.9352
2007-04-19,23.2877
2007-07-25,-1.0489
2008-05-09,-1.1858
2008-05-16,22.2953
2008-06-05,-1.0591
2008-12-30,-6.6364
2009-02-18,0.0
2009-04-30,11.3389
2009-05-11,-1.8759000000000001
2009-05-15,0.9804
2010-01-27,-24.7573
2010-02-01,32.9032
2010-02-02,-10.1942
2010-02-11,11.8919
2010-03-25,8.3527
2010-04-19,0.0
2010-05-03,0.0
2010-05-11,0.0
2010-06-24,0.0
2011-03-28,23.8646
2011-04-08,0.0
2011-09-27,-13.284
2011-10-19,25.565
2011-11-16,-7.88
2011-11-21,0.0
2012-02-23,8.5541
2012-03-01,-12.0
2012-04-02,14.5
2012-04-24,0.4367
2012-05-09,0.0
2012-06-29,0.0
2012-07-02,0.0
2012-08-01,0.0
2012-09-13,0.0
2012-09-14,-4.3478
2012-09-18,5.0909
2012-11-28,-6.7907
2012-11-29,0.0
2012-11-30,3.2483
2012-12-11,3.3708
2013-03-22,13.6826
2013-04-04,0.0
2013-04-23,-9.9706
2013-05-01,9.8131
2013-05-02,1.1489
2013-06-11,0.0
2013-06-25,0.0
2013-06-27,-0.0841
2013-08-01,0.0
2013-08-09,0.0
2013-09-06,0.0
2013-10-16,-0.0421
2013-10-18,0.0421
2013-11-01,-0.0421
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,0.0
2014-01-08,0.0842
2014-07-29,18.5185
2014-09-30,-0.5859
2014-10-09,0.3929
2015-01-30,-0.3757
2015-03-11,-9.2481
2015-03-25,24.2857
2015-04-28,-15.7088
2015-04-30,18.1818
2015-05-01,-0.9615
2015-05-12,-6.7961
2015-05-27,8.125
2015-06-02,-2.6975
2015-07-28,4.4752
2015-08-18,-0.6823
2015-09-11,0.1908
2015-10-21,-0.9524
2015-10-29,0.0
2016-04-27,11.0154
2016-05-04,-0.2287
2016-05-06,0.0
2016-05-19,0.2674
2016-06-09,2.8571
2016-06-21,-5.5556
2016-06-22,2.7058999999999997
2016-07-07,-12.1802
2016-07-08,13.8696
2016-07-15,0.5727
2016-09-12,-0.5315
2016-09-13,0.0
2016-09-27,-0.1527
2016-09-29,0.0
2016-10-13,0.1911
2016-10-28,0.1526
2016-11-07,-0.2286
2017-07-25,17.6021
2017-07-27,-3.5714
2017-08-14,0.0
2017-08-15,0.0
2017-08-30,0.0
2017-08-31,3.7037
2017-09-01,0.0
2017-09-27,-0.0714
2017-10-03,0.0715
2017-10-05,3.5714
2017-10-10,-3.4483
2017-10-18,0.0
2017-11-14,-1.7856999999999998
2017-12-07,-5.4545
2017-12-15,-2.6923
2017-12-28,6.7194
2017-12-29,0.0
2018-01-02,1.8519
2018-01-03,4.0
2018-01-30,0.0
2018-01-31,-1.8519
2018-02-07,-0.9434
2018-02-15,4.7619
2018-02-16,0.0
2018-02-21,-3.6364
2018-02-26,3.7736
2018-02-27,0.0
2018-02-28,0.0
2018-03-14,0.0
2018-03-16,0.0
2018-03-21,0.0
2018-04-24,-3.6364
2018-05-08,-3.0189
2018-05-14,3.1128
2018-05-29,-1.8868
2018-06-21,0.9615
2018-08-02,-2.0952
2018-08-03,0.3891
2018-09-21,1.7442
2018-10-09,0.0
2018-11-20,-2.0571
2019-03-01,-16.6997
2019-03-04,14.2857
2019-03-05,-4.1667
2019-03-06,1.7391
2019-03-07,0.4274
2019-03-14,1.6596
2019-04-08,-1.5901999999999998
2019-04-30,14.2488
2019-05-03,-3.1646
2019-05-06,3.8062
2019-05-28,0.0
2019-07-23,-1.6296
2019-07-24,-0.2259
2019-08-05,0.1887
2019-08-29,-0.1883
2019-09-03,-5.6604
2019-09-16,-5.7996
2019-09-25,-2.3359
2019-09-27,3.9130000000000003
2019-10-15,-7.3218
2019-10-16,8.1259
2019-10-23,-7.6409
2019-11-08,0.5425
2019-12-13,15.1079
2019-12-16,-2.3438
2019-12-20,-8.88
2019-12-24,9.7454
2020-01-02,0.0
2020-01-07,-9.1959
2020-01-21,13.4877
2020-01-29,-9.7239
2020-02-03,-0.0443
2020-02-04,0.0004
2020-03-06,-2.1734
2020-03-09,-6.3463
2020-03-16,-1.9845000000000002
2020-04-07,-20.9872
2020-04-08,43.7491
2020-04-09,-4.3478
2020-04-13,0.0
2020-04-15,-2.2727
2020-04-21,-2.3256
2020-04-22,0.0
2020-04-28,-23.809
2020-05-28,31.2492
2020-06-18,-19.0476
2020-06-19,0.0
2020-06-24,17.647100000000002
2020-07-09,-3.75
2020-07-29,2.5974
