ticker,SVTE US Equity
2015-08-19,25.0
2015-08-20,40.0
2015-08-21,-42.8571
2015-08-24,50.0
2015-08-25,-25.0
2015-08-26,44.4444
2015-08-27,-38.4615
2015-08-28,-20.0
2015-08-31,-20.3125
2015-09-01,1.4706000000000001
2015-09-02,-14.4928
2015-09-04,1.6949
2015-09-08,6.6667
2015-09-09,25.0
2015-09-14,100.0
2015-09-16,-50.0
2015-09-17,-11.6667
2015-09-18,9.434
2015-09-21,55.1724
2015-09-22,-20.8333
2015-09-23,-1.4035
2015-09-24,27.5801
2015-09-25,-10.7392
2015-09-28,-9.6875
2015-09-29,0.0
2015-09-30,-0.346
2015-10-02,-7.4653
2015-10-09,5.0657
2015-10-15,20.0
2015-10-16,0.0
2015-10-22,18.3036
2015-10-23,-3.3962
2015-10-27,-29.1667
2015-10-28,-11.3971
2015-10-29,58.7137
2015-11-03,-0.3922
2015-11-04,-37.0079
2015-11-06,58.75
2015-11-12,-47.5066
2015-11-13,40.0
2015-11-16,0.0
2015-11-17,-28.5714
2015-11-18,-2.0
2015-11-19,-35.9694
2015-11-20,59.3625
2015-11-23,-32.0
2015-11-24,5.8824
2015-11-25,53.125
2015-11-30,-45.5782
2015-12-02,33.3333
2015-12-04,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,18.4375
2015-12-14,-57.7836
2015-12-15,25.0
2015-12-16,-20.0
2015-12-18,-26.875
2015-12-21,23.0769
2015-12-22,11.1111
2015-12-23,-10.0
2015-12-30,5.5556
2015-12-31,-7.2368
2016-01-06,13.4752
2016-01-07,0.0
2016-01-08,10.0
2016-01-11,1.1364
2016-01-15,-8.9888
2016-01-20,-1.2346
2016-01-21,-8.75
2016-01-26,-1.3699
2016-01-28,-34.7222
2016-01-29,-12.766
2016-02-01,-2.439
2016-02-02,-3.75
2016-02-05,-16.8831
2016-02-08,34.375
2016-02-09,2.3256
2016-02-10,136.3636
2016-02-11,-23.0769
2016-02-12,-20.0
2016-02-16,-2.3438
2016-02-17,15.2
2016-02-18,-31.25
2016-02-19,5.0505
2016-02-22,-5.7692
2016-02-23,-2.0408
2016-02-24,21.875
2016-02-25,-5.9829
2016-02-26,16.3636
2016-02-29,25.0
2016-03-01,-21.25
2016-03-02,6.3492
2016-03-03,-10.4478
2016-03-04,-9.1667
2016-03-07,41.2844
2016-03-08,-7.7922
2016-03-09,1.4085
2016-03-10,-26.3889
2016-03-11,28.3019
2016-03-14,-1.4706000000000001
2016-03-15,-10.4478
2016-03-16,-9.1667
2016-03-17,24.7706
2016-03-18,-7.3529
2016-03-21,6.3492
2016-03-22,-14.9254
2016-03-23,2.6316
2016-03-24,20.5128
2016-03-28,17.7305
2016-03-29,1.2048
2016-03-30,-19.0476
2016-03-31,-13.2353
2016-04-01,27.1186
2016-04-04,-14.6667
2016-04-05,-1.5625
2016-04-06,-6.3492
2016-04-07,-0.8475
2016-04-08,11.9658
2016-04-11,-2.2901
2016-04-12,0.0
2016-04-13,-4.6875
2016-04-14,-3.2787
2016-04-15,42.3729
2016-04-18,19.0476
2016-04-19,-16.0
2016-04-20,-33.3333
2016-04-21,11.607099999999999
2016-04-22,-1.6
2016-04-25,-4.878
2016-04-26,-2.5641
2016-04-27,9.6491
2016-04-28,20.0
2016-04-29,-10.6667
2016-05-02,-14.9254
2016-05-03,0.8772
2016-05-04,-2.6087
2016-05-05,7.1429
2016-05-06,-5.0
2016-05-09,0.0
2016-05-10,-4.386
2016-05-11,7.3394
2016-05-12,5.1282
2016-05-13,-8.9431
2016-05-16,-2.6786
2016-05-17,0.0
2016-05-18,10.0917
2016-05-19,-6.6667
2016-05-20,-9.8214
2016-05-23,5.9406
2016-05-24,-17.757
2016-05-25,-3.4091
2016-05-26,9.4118
2016-05-27,-13.9785
2016-05-31,7.5
2016-06-01,-6.9767
2016-06-02,17.5
2016-06-03,8.5106
2016-06-06,-11.7647
2016-06-07,12.2222
2016-06-08,-10.8911
2016-06-09,6.6667
2016-06-10,5.2083
2016-06-13,0.0
2016-06-14,0.9901
2016-06-15,0.0
2016-06-16,-1.9607999999999999
2016-06-17,-2.0
2016-06-20,0.0
2016-06-21,9.1837
2016-06-22,-12.1495
2016-06-23,-17.0213
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,-3.8462
2016-06-30,2.6667
2016-07-01,-2.5974
2016-07-05,-25.3333
2016-07-06,19.6429
2016-07-07,58.209
2016-07-08,-4.717
2016-07-11,0.0
2016-07-12,-35.6436
2016-07-13,10.7692
2016-07-14,-11.1111
2016-07-15,9.375
2016-07-19,-15.7143
2016-07-20,62.7119
2016-07-21,-16.6667
2016-07-22,-3.75
2016-07-25,-24.6753
2016-07-26,-3.4483
2016-07-27,-5.3571
2016-07-28,-3.7736
2016-07-29,21.5686
2016-08-01,-9.6774
2016-08-02,3.5714
2016-08-03,-8.6207
2016-08-04,15.0943
2016-08-05,-13.1148
2016-08-08,1.8868
2016-08-09,-29.6296
2016-08-10,-7.8947
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,20.0
2016-08-16,-16.6667
2016-08-17,28.5714
2016-08-18,-17.7778
2016-08-19,0.0
2016-08-22,8.1081
2016-08-23,-15.0
2016-08-24,17.647100000000002
2016-08-25,-20.0
2016-08-26,0.0
2016-08-29,-6.25
2016-08-30,-13.3333
2016-08-31,-7.6923
2016-09-01,20.8333
2016-09-02,20.6897
2016-09-06,0.0
2016-09-07,-17.1429
2016-09-08,10.3448
2016-09-09,0.0
2016-09-12,6.25
2016-09-13,17.647100000000002
2016-09-14,25.0
2016-09-15,8.0
2016-09-16,-20.3704
2016-09-19,-6.9767
2016-09-20,12.5
2016-09-21,-6.6667
2016-09-22,2.3810000000000002
2016-09-23,-6.9767
2016-09-26,0.0
2016-09-27,20.0
2016-09-28,0.0
2016-09-29,10.4167
2016-09-30,9.434
2016-10-03,0.0
2016-10-04,-20.6897
2016-10-05,15.2174
2016-10-06,-7.5472
2016-10-07,-12.2449
2016-10-10,-6.9767
2016-10-11,7.5
2016-10-12,-6.9767
2016-10-13,-12.5
2016-10-14,0.0
2016-10-17,-8.5714
2016-10-18,9.375
2016-10-19,20.0
2016-10-20,0.0
2016-10-21,-4.7619
2016-10-24,-7.5
2016-10-25,-18.9189
2016-10-26,13.3333
2016-10-27,-5.8824
2016-10-28,0.0
2016-10-31,15.625
2016-11-01,0.0
2016-11-02,-13.5135
2016-11-03,-6.25
2016-11-04,13.3333
2016-11-07,-8.8235
2016-11-08,19.3548
2016-11-09,-13.5135
2016-11-10,40.625
2016-11-11,-6.6667
2016-11-14,9.5238
2016-11-15,15.2174
2016-11-16,11.3208
2016-11-17,-32.2034
2016-11-18,-5.0
2016-11-21,39.4737
2016-11-22,11.3208
2016-11-23,-5.0847
2016-11-25,3.5714
2016-11-28,27.5862
2016-11-29,-37.8378
2016-11-30,-13.0435
2016-12-01,-15.0
2016-12-02,8.8235
2016-12-05,2.7027
2016-12-06,-10.526299999999999
2016-12-07,11.7647
2016-12-08,10.526299999999999
2016-12-09,9.5238
2016-12-12,4.3478
2016-12-13,22.9167
2016-12-14,-10.1695
2016-12-15,-30.1887
2016-12-16,-8.1081
2016-12-19,-11.7647
2016-12-20,-10.0
2016-12-21,0.0
2016-12-22,-18.5185
2016-12-23,0.0
2016-12-27,-4.5455
2016-12-28,28.5714
2016-12-29,0.0
2016-12-30,-3.7037
2017-01-03,3.8462
2017-01-04,-3.7037
2017-01-05,-7.6923
2017-01-06,20.8333
2017-01-09,3.4483
2017-01-10,0.0
2017-01-11,-3.3333
2017-01-12,-17.2414
2017-01-13,8.3333
2017-01-17,-19.2308
2017-01-18,-9.5238
2017-01-19,-5.2632
2017-01-20,-11.1111
2017-01-23,-12.5
2017-01-24,-7.1429
2017-01-25,38.4615
2017-01-26,-27.7778
2017-01-27,23.0769
2017-01-30,12.5
2017-01-31,5.5556
2017-02-01,0.0
2017-02-02,-5.2632
2017-02-03,-11.1111
2017-02-06,-12.5
2017-02-07,0.0
2017-02-08,-7.1429
2017-02-09,23.0769
2017-02-10,-18.75
2017-02-13,7.6923
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-21,-21.4286
2017-02-22,0.0
2017-02-23,18.1818
2017-02-24,-15.3846
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-06,18.1818
2017-03-07,0.0
2017-03-08,-23.0769
2017-03-09,10.0
2017-03-10,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-20,18.1818
2017-03-21,0.0
2017-03-22,-7.6923
2017-03-23,8.3333
2017-03-24,-15.3846
2017-03-28,18.1818
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,-15.3846
2017-04-06,0.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-11,18.1818
2017-04-12,0.0
2017-04-13,-7.6923
2017-04-17,-33.3333
2017-04-18,0.0
2017-04-19,25.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,-20.0
2017-04-25,0.0
2017-04-26,-25.0
2017-04-27,33.3333
2017-04-28,-25.0
2017-05-01,0.0
2017-05-02,33.3333
2017-05-03,0.0
2017-05-04,-25.0
2017-05-05,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-12,0.0
2017-05-16,0.0
2017-05-17,33.3333
2017-05-18,-25.0
2017-05-19,0.0
2017-05-23,-16.6667
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,-40.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,66.6667
2017-06-02,0.0
2017-06-05,0.0
2017-06-06,-36.0
2017-06-07,50.0
2017-06-08,66.6667
2017-06-09,200.0
2017-06-12,-40.0
2017-06-13,55.5556
2017-06-14,-36.4286
2017-06-15,-32.5843
2017-06-16,16.6667
2017-06-19,-14.2857
2017-06-20,-16.6667
2017-06-21,-20.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,-25.0
2017-06-30,33.3333
2017-07-03,0.0
2017-07-05,-12.5
2017-07-06,-14.2857
2017-07-07,-16.6667
2017-07-10,20.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,-16.6667
2017-07-14,20.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,-33.3333
2017-07-21,50.0
2017-07-24,-33.3333
2017-07-25,0.0
2017-07-26,50.0
2017-07-27,0.0
2017-07-28,0.0
2017-07-31,0.0
2017-08-01,-33.3333
2017-08-02,50.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,-33.3333
2017-08-08,50.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,-33.3333
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,-50.0
2017-08-23,100.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-06,-50.0
2017-09-07,0.0
2017-09-08,100.0
2017-09-11,-50.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-05,100.0
2017-10-06,0.0
2017-10-09,-50.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-26,0.0
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,100.0
2017-11-06,-50.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,100.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,-50.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,100.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,50.0
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,63.3333
2017-12-06,-18.3673
2017-12-07,-50.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,-50.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,-99.0
2018-02-07,9900.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-18,0.0
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-06-01,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-07,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-07-02,0.0
2018-07-12,0.0
2018-07-17,0.0
2018-07-24,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-14,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-14,0.0
2018-09-17,0.0
2018-09-19,0.0
2018-09-25,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-08,0.0
2018-10-12,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-22,0.0
2018-10-26,0.0
2018-11-02,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-09,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-21,0.0
2018-11-23,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-14,-99.0
2018-12-17,9900.0
2018-12-20,0.0
2018-12-21,0.0
2019-01-16,-99.0
2019-01-17,0.0
2019-01-18,9900.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-02-05,0.0
2019-02-11,0.0
2019-02-13,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-18,0.0
2019-03-26,0.0
2019-03-28,0.0
2019-04-04,-99.0
2019-04-05,9900.0
2019-04-10,0.0
2019-04-15,0.0
2019-04-23,0.0
2019-04-26,0.0
2019-05-14,-99.0
2019-05-16,0.0
2019-05-17,9900.0
2019-05-20,0.0
2019-06-03,0.0
2019-06-05,-99.0
2019-06-06,9900.0
2019-06-10,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,-99.0
2019-06-25,9900.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-07-01,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,-99.0
2019-07-22,9900.0
2019-07-23,0.0
2019-07-25,-99.0
2019-07-29,9900.0
2019-08-01,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-12,-99.0
2019-08-13,0.0
2019-08-14,4899.9999
2019-08-15,100.0
2019-08-20,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-27,0.0
2019-08-29,0.0
2019-09-04,0.0
2019-09-17,-99.0
2019-09-18,9900.0
2019-10-07,-99.0
2019-10-08,9900.0
2019-10-09,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-21,-99.0
2019-10-22,0.0
2019-10-29,9900.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-22,-99.0
2019-11-25,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,9900.0
2019-12-13,-99.0
2019-12-16,0.0
2019-12-17,9900.0
2019-12-18,0.0
2019-12-23,0.0
2019-12-26,-99.0
2019-12-27,9900.0
2019-12-30,-99.0
2020-01-06,9900.0
2020-01-07,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-16,0.0
2020-01-22,0.0
2020-01-24,-99.0
2020-01-27,9900.0
2020-01-28,0.0
2020-01-30,-99.0
2020-01-31,9900.0
2020-02-03,0.0
2020-02-10,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-19,0.0
2020-02-20,-99.0
2020-02-24,9900.0
2020-03-02,0.0
2020-03-09,0.0
2020-03-13,0.0
2020-03-17,-99.0
2020-03-18,9900.0
2020-03-23,0.0
2020-03-30,-65.0
2020-04-02,185.7143
2020-04-03,0.0
2020-04-13,0.0
2020-04-15,0.0
2020-04-16,-99.0
2020-04-20,9900.0
2020-04-21,-99.0
2020-04-22,9900.0
2020-04-24,0.0
2020-04-30,0.0
2020-05-01,-99.0
2020-05-04,9900.0
2020-05-05,0.0
2020-05-07,0.0
2020-05-11,0.0
2020-05-18,0.0
2020-05-26,-99.0
2020-05-27,9900.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,-99.0
2020-06-03,9900.0
2020-06-04,-99.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-19,9900.0
2020-06-25,0.0
2020-07-01,-99.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,9900.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-17,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,-99.0
2020-07-24,0.0
2020-07-28,0.0
2020-07-29,9900.0
2020-07-30,-99.0
