ticker,ROCK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6042999999999998
2000-01-04,0.0
2000-01-05,1.087
2000-01-06,-4.3011
2000-01-07,2.2472
2000-01-10,-0.8242
2000-01-11,-4.7091
2000-01-12,-9.3023
2000-01-13,1.9231
2000-01-14,0.6289
2000-01-18,0.0
2000-01-19,-1.5625
2000-01-20,0.3175
2000-01-21,-1.2658
2000-01-24,-0.9615
2000-01-25,-1.2945
2000-01-26,-0.3279
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-3.9474
2000-02-01,-4.7945
2000-02-02,-5.2158
2000-02-03,7.0209
2000-02-04,0.0887
2000-02-07,2.0372
2000-02-08,-5.5556
2000-02-09,0.3676
2000-02-10,-1.0989
2000-02-11,-0.7407
2000-02-14,-7.4627
2000-02-15,2.0161
2000-02-16,4.3478
2000-02-17,7.5758
2000-02-18,-4.2254
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,-0.3676
2000-02-25,-4.059
2000-02-28,3.8462
2000-02-29,0.0
2000-03-01,-1.4815
2000-03-02,-0.7519
2000-03-03,-2.2727
2000-03-06,0.0
2000-03-07,-3.876
2000-03-08,-4.8387
2000-03-09,2.1186
2000-03-10,2.4896
2000-03-13,-2.834
2000-03-14,4.5833
2000-03-15,-1.0359
2000-03-16,7.2581
2000-03-17,1.1278
2000-03-20,1.1152
2000-03-21,-2.9412000000000003
2000-03-22,-3.0303
2000-03-23,5.0781
2000-03-24,-1.1152
2000-03-27,0.7519
2000-03-28,-2.5187
2000-03-29,-3.9234
2000-03-30,1.992
2000-04-03,2.7344
2000-04-04,-2.2814
2000-04-05,3.5019
2000-04-06,5.2632
2000-04-07,4.2857
2000-04-10,3.0822
2000-04-11,-6.9767
2000-04-12,2.8571
2000-04-13,-0.1736
2000-04-14,-5.3913
2000-04-17,-1.8382
2000-04-18,3.3708
2000-04-19,-1.4493
2000-04-20,0.0
2000-04-24,2.2059
2000-04-25,-1.0791
2000-04-26,-1.0909
2000-04-27,2.9412000000000003
2000-04-28,-1.4285999999999999
2000-05-01,0.0
2000-05-02,-4.3478
2000-05-03,6.0606
2000-05-04,-5.7143
2000-05-05,3.0303
2000-05-08,-4.4118
2000-05-09,0.0
2000-05-10,-1.5385
2000-05-11,1.5625
2000-05-12,-2.3077
2000-05-15,-3.1496
2000-05-16,1.626
2000-05-17,2.4
2000-05-18,5.4688
2000-05-19,-8.1481
2000-05-22,5.6452
2000-05-23,-3.8167999999999997
2000-05-24,0.7937
