ticker,STGGQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-25,-0.0999
2013-10-28,0.1
2013-10-29,0.0999
2013-10-30,0.0
2013-10-31,0.0998
2013-11-01,0.0
2013-11-04,0.0
2013-11-05,0.2991
2013-11-06,-0.1006
2013-11-07,-0.2973
2013-11-08,-0.0998
2013-11-11,0.3996
2013-11-12,0.9938
2013-11-13,-0.92
2013-11-14,0.0348
2013-11-15,-0.0994
2013-11-18,-0.199
2013-11-19,0.4985
2013-11-20,3.7698
2013-11-21,-3.9196999999999997
2013-11-22,0.0995
2013-11-25,0.0
2013-11-27,-0.0994
2013-11-29,0.0995
2013-12-02,0.0994
2013-12-03,-0.1986
2013-12-04,0.199
2013-12-05,0.3972
2013-12-06,-0.2967
2013-12-09,-0.0992
2013-12-10,-0.2979
2013-12-11,0.0
2013-12-12,0.0
2013-12-13,-0.3984
2013-12-16,0.2
2013-12-17,0.3992
2013-12-18,-0.3976
2013-12-19,0.2994
2013-12-20,0.0
2013-12-23,-0.2985
2013-12-24,0.0
2013-12-26,-0.1996
2013-12-27,0.2
2013-12-30,0.2994
2013-12-31,0.0
2014-01-02,0.0995
2014-01-07,0.2982
2014-01-08,0.0
2014-01-09,-0.2973
2014-01-10,0.2982
2014-01-15,-0.0712
2014-01-16,-0.2263
2014-01-17,0.0994
2014-01-23,0.2992
2014-01-24,-0.2438
2014-01-27,-0.1377
2014-01-28,0.4808
2014-01-29,-0.4946
2014-01-30,0.2982
2014-01-31,-0.2961
2014-02-04,-0.0012
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-11,0.3976
2014-02-12,-0.1002
2014-02-14,0.0
2014-02-18,-0.2961
2014-02-19,0.2982
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,0.4194
2014-02-25,-0.4164
2014-02-26,-0.0012
2014-02-27,0.4955
2014-02-28,-0.3945
2014-03-03,0.0
2014-03-04,0.4938
2014-03-05,-0.5899
2014-03-06,0.3964
2014-03-07,-0.0987
2014-03-10,-0.0988
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,0.0989
2014-03-14,0.0
2014-03-17,0.0988
2014-03-18,-0.1974
2014-03-19,0.0989
2014-03-20,0.4941
2014-03-21,-0.295
2014-03-24,0.0986
2014-03-25,0.197
2014-03-26,-0.4916
2014-03-27,-0.0988
2014-03-28,0.5935
2014-03-31,-0.4916
2014-04-01,0.0988
2014-04-02,0.3949
2014-04-03,-0.4916
2014-04-04,0.0
2014-04-08,0.0988
