ticker,CHNGQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-07,20.0
2004-05-11,-32.6667
2004-06-04,0.0
2004-08-18,-30.495
2004-09-01,49.5726
2004-12-02,280.9524
2004-12-03,-37.25
2004-12-06,39.4422
2004-12-07,7.1429
2004-12-10,59.7333
2004-12-23,1.0017
2005-01-03,0.0
2005-01-04,-0.8264
2005-01-05,0.0
2005-01-06,0.8333
2005-01-07,32.2314
2005-01-11,-6.25
2005-01-12,-6.6667
2005-01-14,0.7143
2005-01-24,2.8369
2005-01-31,-58.6207
2005-02-04,-16.6667
2005-02-08,0.0
2005-02-14,0.0
2005-02-15,20.0
2005-02-16,-33.3333
2005-02-18,0.0
2005-02-22,-12.5
2005-03-03,-14.2857
2005-03-04,-16.6667
2005-03-21,0.0
2005-03-22,8.0
2005-04-18,-3.7037
2005-05-25,-19.2308
2005-05-31,0.0
2005-06-01,-28.5714
2005-06-02,-32.0
2005-06-03,96.0784
2005-06-08,500.0
2005-06-21,0.0
2005-06-24,-8.3333
2005-06-27,0.0
2005-07-27,27.2727
2005-08-04,-57.1429
2005-10-31,-25.3333
2005-11-03,0.0
2005-11-17,391.0714
2005-11-21,-80.8182
2005-11-22,-0.4739
2005-12-07,328.5714
2005-12-12,11.6667
2005-12-15,24.3781
2005-12-19,-12.0
2005-12-20,27.2727
2005-12-21,2.8571
2005-12-22,0.0
2005-12-23,1.3889
2005-12-27,-1.3699
2005-12-28,0.0
2005-12-29,-2.7778
2005-12-30,-5.7143
2006-01-03,5.4545
2006-01-04,-2.2989
2006-01-05,5.8824
2006-01-06,0.0
2006-01-09,-2.7778
2006-01-10,4.2857
2006-01-11,1.3699
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,1.3514
2006-01-18,1.3333
2006-01-19,1.3158
2006-01-20,1.2987
2006-01-23,0.0
2006-01-24,3.8462
2006-01-25,29.6296
2006-01-26,-4.7619
2006-01-27,0.0
2006-01-30,10.6
2006-01-31,-2.3508
2006-02-01,1.6667
2006-02-02,-4.4627
2006-02-03,-0.858
2006-02-06,3.4615
2006-02-07,-7.0632
2006-02-08,1.0
2006-02-09,7.9208
2006-02-10,-3.6696999999999997
2006-02-13,2.8571
2006-02-14,-5.9259
2006-02-15,4.5276
2006-02-16,-3.0132
2006-02-17,-3.6893000000000002
2006-02-21,2.0161
2006-02-22,3.7549
2006-02-23,-6.4762
2006-02-24,-0.8147
2006-02-27,0.616
2006-02-28,-3.0612
2006-03-01,-9.473700000000001
