ticker,GWTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-12,-88.5714
2010-01-14,150.0
2010-01-19,10.0
2010-01-22,0.0
2010-01-25,0.0
2010-01-28,0.0
2010-02-04,-9.0909
2010-02-16,0.0
2010-03-02,0.0
2010-03-11,10.0
2010-03-30,-40.9091
2010-04-06,-23.0769
2010-07-23,-20.0
2010-08-19,-12.5
2010-08-25,-42.8571
2010-10-25,50.0
2010-11-03,1.6667
2010-11-04,0.0
2010-12-09,-1.6393
2011-01-10,0.0
2011-01-27,0.0
2011-03-22,0.0
2011-03-28,66.6667
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-06,-30.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-21,0.0
2011-04-25,-14.2857
2011-04-26,16.6667
2011-04-29,-1.4285999999999999
2011-05-02,1.4493
2011-05-03,0.0
2011-05-04,0.0
2011-05-09,28.5714
2011-05-26,22.2222
2011-05-27,127.2727
2011-05-31,0.0
2011-06-02,0.0
2011-06-03,92.0
2011-06-06,0.0
2011-06-07,-37.5
2011-06-08,53.3333
2011-06-09,-2.1739
2011-06-10,-11.1111
2011-06-13,10.0
2011-06-14,-20.4545
2011-06-15,8.5714
2011-06-16,-7.8947
2011-06-17,8.5714
2011-06-20,-7.8947
2011-06-21,8.5714
2011-06-22,-5.2632
2011-06-23,-2.7778
2011-06-27,-15.7143
2011-06-28,-1.6949
2011-06-29,6.8966
2011-06-30,-12.9032
2011-07-01,3.7037
2011-07-05,10.7143
2011-07-06,0.0
2011-07-08,-6.4516
2011-07-11,-44.8276
2011-07-12,12.5
2011-07-13,30.5556
2011-07-14,-14.8936
2011-07-18,5.0
2011-07-19,0.0
2011-07-20,11.9048
2011-07-22,0.0
2011-07-25,0.0
2011-07-28,-14.8936
2011-07-29,0.0
2011-08-02,17.5
2011-08-03,0.0
2011-08-04,-6.383
2011-08-05,0.0
2011-08-08,0.0
2011-08-10,6.8182
2011-08-11,-6.383
2011-08-12,6.8182
2011-08-15,0.0
2011-08-17,0.0
2011-08-18,-4.2553
2011-08-19,-2.2222
2011-08-22,4.5455
2011-08-23,0.0
2011-08-24,-4.3478
2011-08-25,9.0909
2011-08-26,-2.0833
2011-08-29,-2.1277
2011-08-30,13.0435
2011-08-31,11.538499999999999
2011-09-01,0.0
2011-09-02,0.0
2011-09-07,0.0
2011-09-08,0.0
