ticker,BVERS US Equity
2010-11-22,-1.7856999999999998
2010-11-24,1.8182
2010-11-30,0.0
2010-12-02,-1.4285999999999999
2010-12-03,-1.3768
2010-12-23,-2.7903000000000002
2010-12-30,0.3879
2011-01-06,0.4637
2011-01-07,-0.7692
2011-01-12,-0.0775
2011-01-31,-3.0256
2011-02-01,4.0
2011-02-02,1.9231
2011-02-08,9.434
2011-02-14,-8.6207
2011-03-01,0.0755
2011-03-04,-1.9607999999999999
2011-03-11,-1.9231
2011-04-05,-1.1858
2011-04-06,0.0
2011-04-11,3.2
2011-04-18,-4.6512
2011-04-21,1.626
2011-04-26,0.0
2011-04-28,2.0
2011-04-29,-4.549
2011-05-04,0.2465
2011-05-18,2.459
2011-05-25,-1.6
2011-06-02,5.6911000000000005
2011-06-08,-3.8462
2011-06-09,-2.0
2011-06-10,0.0
2011-07-07,3.5923
2011-07-08,0.8065
2011-07-12,-2.4
2011-07-21,0.0
2011-07-25,1.6393
2011-08-01,0.0
2011-08-04,-1.6129
2011-08-08,0.4098
2011-08-11,-2.449
2011-08-22,1.6736
2011-08-23,0.0
2011-09-12,0.0
2011-09-20,0.823
2011-09-21,1.6327
2011-11-08,-3.3195
2011-12-30,-0.3543
2012-01-17,-2.0444
2012-01-18,4.3557
2012-01-19,30.4348
2012-01-20,-23.3333
2012-01-31,-2.433
2012-02-01,4.7218
2012-02-14,-4.3353
2012-03-27,1.5206
2012-03-28,1.6844000000000001
2012-03-30,1.7347000000000001
2012-04-23,0.0051
2012-04-27,-1.7109999999999999
2012-05-03,0.8661
2012-05-21,12.069
2012-05-24,0.0
2012-06-01,-9.6885
2012-06-15,4.3397
2012-06-20,-4.8971
2012-06-21,-1.9750999999999999
2012-06-26,7.7273
2012-07-20,-2.9536
2012-07-24,0.1739
2012-08-15,-2.3438
2012-08-30,-5.3218
2012-09-04,-0.0009
2012-09-07,3.2747
2012-09-11,-3.1709
2012-09-14,3.2747
2012-09-17,0.0
2012-09-26,8.082699999999999
2012-10-26,-4.3478
2012-11-13,0.0
2012-12-17,-4.3636
2013-01-09,7.003
2013-01-16,2.3032
2013-01-18,0.0
2013-01-22,0.0
2013-01-24,-0.9009
2013-07-17,12.7432
2013-07-19,5.6946
2013-08-02,-3.2637
2013-08-07,5.4835
2013-09-09,3.2
2013-09-10,-6.1984
2013-09-26,6.8339
2013-09-30,0.0
2013-11-05,31.2
2014-01-02,-19.2928
2014-02-04,1.8447
2014-02-06,3.7736
2014-03-26,3.5503
2014-05-06,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,-5.0
2014-05-30,4.1353
2014-06-03,-3.2491
2014-06-04,-0.3731
2014-06-05,0.0
2014-06-09,1.1985000000000001
2014-06-10,-0.4441
2014-06-11,-0.3717
2014-06-12,0.3731
2014-06-13,0.0
2014-06-16,0.0743
2014-06-20,3.2135
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-06-30,-0.0741
2014-07-01,-1.3338
2014-07-02,-0.0767
2014-07-29,-0.9782
2014-07-30,-0.076
2014-07-31,0.0
2014-08-04,0.7605
2014-08-13,-0.7547
2014-08-26,-0.3042
2014-09-24,1.9455
2014-09-25,0.0
2014-10-06,-1.5267
2014-10-07,0.0
2014-10-08,0.0775
2014-10-09,-1.9365
2014-10-14,-1.2638
2014-10-16,-14.0
2014-11-11,4.6512
2014-11-12,0.8889
2014-11-20,4.8458
2014-11-25,0.8403
2014-12-04,-4.1667
2014-12-09,0.0
2014-12-11,3.4783
2014-12-16,-3.3613
2014-12-18,9.1304
2014-12-22,-4.1667
2014-12-30,4.3478
2014-12-31,0.0
2015-01-14,0.0
2015-01-23,10.4167
2015-02-11,-5.6604
2015-02-24,12.0
2015-03-30,-3.6364
2015-03-31,0.0
2015-05-04,-7.1698
2015-05-05,0.0
2015-05-06,5.5276
2015-05-07,-0.6156
2015-05-11,-1.5504
2015-05-13,-0.3937
2015-05-18,-3.1621
2015-05-19,0.0
2015-05-20,4.0
2015-07-23,-10.7544
2015-07-29,3.4173
2015-08-13,7.3913
2015-08-17,-17.004
2015-09-09,4.878
2015-09-28,-2.6591
2015-09-29,0.0
2015-10-01,-1.9512
2015-10-02,-0.4975
2015-10-05,0.0
2015-10-07,-2.501
2015-10-13,0.001
2015-10-15,-2.4615
2015-10-16,2.5237
2015-10-22,-0.5128
2015-10-26,0.5155
2015-11-06,-1.0256
2015-11-09,-0.5171
2015-11-10,-0.001
2015-11-11,0.5208
2015-11-17,1.0363
2015-11-20,-0.5128
2015-12-01,-2.0619
2015-12-07,-0.5263
2015-12-08,0.0
2015-12-15,3.7037
2015-12-21,-5.102
2015-12-22,0.8065
2016-01-07,-4.1096
2016-01-08,0.0
2016-01-15,-2.8571
2016-01-21,-5.2941
2016-02-09,-2.4845
2016-02-24,0.0
2016-03-23,-15.8031
2016-03-24,4.9231
2016-04-04,0.0
2016-05-06,0.0
2016-05-16,-3.9589
2016-05-23,1.5267
2016-05-31,3.4211
2016-06-01,0.0364
2016-06-14,0.0
2016-06-16,0.0
2016-06-22,3.4884
2016-06-24,-3.6231999999999998
2016-06-27,0.3008
2016-07-05,0.0
2016-07-12,0.0
2016-07-15,0.2999
2016-08-03,15.8445
2016-08-04,-12.2581
2016-08-17,1.4706000000000001
2016-08-18,1.4493
2016-08-19,0.0
2016-08-23,0.0
2016-08-29,3.5714
2016-09-27,3.4483
2016-09-30,0.0
2016-10-05,0.0
2016-11-14,0.838
2016-11-18,9.8826
2016-11-30,126.125
2016-12-01,-55.7767
2016-12-23,10.0917
2017-01-03,18.9286
2017-01-13,0.0
2017-03-09,-9.9099
2017-03-21,-13.8889
2017-04-27,-8.1081
2017-05-03,-2.2059
2017-05-04,4.5113
2017-05-10,2.446
2017-05-11,3.2303
2017-05-12,22.4476
2017-05-26,-8.8879
2017-06-08,9.7549
2017-07-21,-17.5338
2017-08-02,5.2632
2017-08-08,16.6667
2017-08-11,0.0
2017-08-21,-7.6571
2017-08-22,-7.1782
2017-08-23,0.6
2017-08-24,0.0
2017-08-28,5.8966
2017-08-31,-0.005
2017-09-06,0.0
2017-09-11,-2.9977
2017-09-13,3.2245
2017-09-14,0.0013
2017-09-18,3.125
2017-09-29,6.868
2017-10-03,0.1235
2017-10-05,5.296
2017-10-12,0.5905
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,5.8824
2017-10-23,0.0011
2017-10-26,11.1111
2017-10-27,0.0
2017-11-14,0.0
2017-11-16,-0.001
2017-11-20,-6.9991
2017-11-21,-7.9022
2017-12-04,5.1943
2017-12-07,10.9867
2017-12-11,-2.499
2017-12-12,-7.6923
2017-12-13,11.1089
2017-12-19,5.0021
2017-12-29,7.6923
2018-01-02,0.0
2018-01-17,-2.3810000000000002
2018-01-18,7.3161
2018-02-16,2.2727
2018-03-14,0.0009
2018-03-16,0.7111
2018-04-18,2.2718
2018-04-20,0.0
2018-04-23,0.0009
2018-05-04,-0.8889
2018-05-07,-0.0009
2018-05-09,1.7936999999999999
2018-05-22,-1.7612
2018-06-11,-1.3453
2018-06-13,3.1818
2018-06-14,0.0
2018-06-21,6.6688
2018-07-10,0.0
2018-07-31,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-07,13.0534
2018-08-10,-12.3078
2018-08-16,0.0
2018-08-20,3.0702
2018-08-21,-2.1268
2018-08-22,2.1722
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,1.7022
2018-08-30,-2.9272
2018-09-04,2.931
2018-09-12,0.4188
2018-09-26,6.6144
2018-09-27,-5.0612
2018-09-28,0.0
2018-10-01,3.1814
2018-10-04,0.0
2018-10-23,-3.2983000000000002
2018-10-24,-4.4312000000000005
2018-10-25,0.541
2018-10-26,4.4834
2018-10-29,0.0
2018-10-31,-1.2867
2018-11-07,-0.4348
2018-11-13,1.7459
2018-11-27,0.0
2018-12-03,0.0
2018-12-10,0.43
2018-12-12,0.7692
2018-12-13,-0.0848
2018-12-14,-0.0857
2018-12-17,0.0
2018-12-24,-0.9892
2019-01-11,6.9991
2019-01-14,0.0
2019-01-17,1.955
2019-01-18,-0.1675
2019-01-22,0.1678
2019-01-24,-0.5
2019-01-28,0.0829
2019-02-07,-0.3339
2019-02-12,4.9538
2019-02-15,0.0
2019-02-19,-0.0008
2019-02-20,0.0
2019-02-21,0.0
2019-02-25,-3.6792
2019-02-27,3.4053
2019-03-01,0.8032
2019-03-07,1.1952
2019-03-08,2.6772
2019-03-12,4.2937
2019-04-02,3.5257
2019-04-03,-0.0007
2019-04-04,-3.7743
2019-04-15,3.9223
2019-04-16,0.0
2019-04-29,-0.0733
2019-05-03,-1.8519
2019-05-07,1.2068
2019-05-09,-0.5958
2019-05-10,0.5994
2019-05-13,0.0
2019-05-23,0.6719
2019-05-28,-0.0007
2019-05-30,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-07,-0.1481
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,0.0
2019-06-20,0.0
2019-06-24,-0.3117
2019-06-27,-0.0016
2019-06-28,-8.8398
2019-07-03,6.3821
2019-07-11,-0.4008
2019-07-15,-2.8097
2019-07-23,1.2397
2019-07-26,0.4082
2019-07-29,0.0
2019-07-30,-0.0008
2019-07-31,-0.4057
2019-08-07,-0.0008
2019-08-23,0.0
2019-08-28,0.409
2019-09-05,1.626
2019-09-18,6.2112
2019-09-20,5.4503
2019-09-24,-1.7856999999999998
2019-09-30,0.7634
2019-10-11,9.1636
2019-10-18,-0.1381
2019-11-05,-0.0007
2019-11-08,-0.9701
2019-11-11,0.9789
2019-11-12,0.0
2019-11-25,-6.1816
2019-11-29,2.7407
2019-12-17,6.8572
2020-01-10,-2.5823
2020-01-13,2.8557
2020-01-15,-0.0007
2020-01-17,-2.4285
2020-01-23,-1.7793999999999999
2020-01-24,-5.4348
2020-01-28,1.5326
2020-02-18,5.6596
2020-02-19,0.0
2020-02-20,0.0
2020-02-26,-1.4285999999999999
2020-02-27,-3.9848
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,1.283
2020-03-04,0.0
2020-03-06,-1.2668
2020-03-09,-1.1320999999999999
2020-03-11,-8.3977
2020-03-12,0.0
2020-03-16,-4.1659
2020-03-20,3.6036
2020-03-30,-0.9565
2020-03-31,0.0
2020-04-01,-0.7902
2020-04-02,-2.6549
2020-04-13,3.4536
2020-04-17,0.0
2020-04-20,0.0
2020-04-22,-3.3383
2020-04-28,3.4536
2020-05-04,1.9341
2020-05-05,2.5853
2020-05-07,0.0
2020-05-11,0.8412
2020-05-12,-0.0017
2020-05-20,-2.0817
2020-05-22,-0.0009
2020-05-29,2.1285
2020-06-12,25.0
2020-06-25,-7.9863
2020-06-26,0.1484
2020-07-09,-3.7037
2020-07-10,1.9231
2020-07-14,-0.0008
2020-07-22,3.7744
2020-07-27,1.8182
2020-07-28,-0.0036
