ticker,POYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-12,900.0
2015-06-15,-56.0
2015-06-16,-9.0909
2015-06-17,0.0
2015-06-24,50.0
2015-06-25,-33.3333
2015-06-26,-45.0
2015-08-28,9.0909
2015-09-17,0.0
2015-11-13,-7.5
2016-01-26,0.0
2016-03-22,98.1982
2016-06-02,-54.5455
2016-06-03,0.0
2016-06-06,0.0
2016-06-08,0.0
2016-07-22,-40.0
2016-07-29,-41.6667
2016-09-20,0.0357
2017-11-24,114.2092
2017-12-05,-32.0
2017-12-07,41.1765
2017-12-08,0.0
2017-12-12,-27.7778
2017-12-27,33.6538
2018-01-12,43.8849
2018-01-17,-40.0
2018-02-01,-8.3333
2018-02-15,0.0
2018-02-21,-26.9091
2018-02-27,123.3831
2018-03-09,-27.6169
2018-03-16,-38.4615
2018-04-27,73.5
2018-05-02,12.3919
2018-05-22,156.4103
2018-05-23,-25.0
2018-05-25,26.6667
2018-05-29,-31.5789
2018-05-30,-3.8462
2018-05-31,20.0
2018-06-01,-16.6667
2018-06-08,-20.0
2018-06-13,0.0
2018-06-14,20.0
2018-06-15,29.1667
2018-06-18,-22.5806
2018-06-19,0.0
2018-07-02,0.0
2018-07-09,10.4167
2018-07-10,7.5472
2018-07-11,8.8421
2018-07-18,9.6067
2018-07-26,-35.2941
2018-08-09,0.9091
2018-08-10,1.2612999999999999
2018-08-14,5.8719
2018-08-16,-32.7731
2018-08-17,0.0
2018-08-21,-18.75
2018-08-24,23.0769
2018-09-14,-18.75
2018-09-17,-15.3846
2018-09-19,45.4545
2018-09-28,-31.25
2018-10-19,45.4545
2018-10-23,21.25
2018-10-24,-14.9485
2018-10-25,13.9394
2018-11-02,-17.0213
2018-11-05,0.0
2018-11-13,-10.2564
2018-11-14,0.0
2018-11-20,-27.1429
2018-11-29,37.2549
2018-12-11,-1.4285999999999999
2018-12-12,10.1449
2018-12-14,-9.2105
2018-12-18,-13.0435
2019-01-07,66.6667
2019-01-09,0.0
2019-01-31,-23.7
2019-02-01,4.8493
2019-02-04,0.0
2019-02-06,-36.0
2019-02-07,54.2969
2019-02-08,26.3291
2019-02-11,-5.5611
2019-02-13,0.7958
2019-02-14,0.0
2019-02-19,0.0
2019-02-20,36.8421
2019-02-21,30.7692
2019-02-25,-0.5882
2019-02-27,0.5917
2019-02-28,-11.7647
2019-03-01,-6.6667
2019-03-04,-14.2857
2019-03-05,-6.6667
2019-03-06,47.3214
2019-03-08,1.2121
2019-03-11,-16.1677
2019-03-13,-7.1429
2019-03-14,-5.7692
2019-03-19,6.1224
2019-04-04,-15.3846
2019-04-10,0.0
2019-04-11,-4.5455
2019-04-12,37.1429
2019-04-15,11.1111
2019-04-22,-7.8125
2019-05-06,20.0
2019-05-13,12.9944
2019-05-14,-25.0
2019-05-15,233.3333
2019-05-16,-42.2
2019-05-17,-30.7958
2019-05-21,0.0
2019-05-22,-25.0
2019-05-23,6.6667
2019-05-31,-36.875
2019-06-04,14.8515
2019-06-21,25.0
2019-06-26,0.0
2019-06-27,3.4483
2019-06-28,33.3333
2019-07-10,0.0
2019-07-11,0.0
2019-07-18,-7.5
2019-07-22,-8.1081
2019-07-23,0.0
2019-07-24,-41.1706
2019-07-25,20.9879
2019-08-01,7.438
2019-08-23,-36.8385
2019-10-18,49.7991
2019-11-13,-2.439
2020-01-22,-45.8333
2020-01-27,-7.3846
2020-02-05,72.7575
2020-02-07,-11.538499999999999
2020-02-21,1.6303999999999998
2020-03-19,-1.6042999999999998
2020-04-08,-34.6739
2020-04-16,-0.1664
2020-04-17,-4.6667
2020-04-27,-3.3916
2020-06-03,62.8664
2020-06-04,-8.3333
2020-06-09,-63.6364
