ticker,RBB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-26,1.5217
2017-07-27,-1.4561
2017-07-28,1.9990999999999999
2017-07-31,-0.5965
2017-08-01,-0.5572
2017-08-02,-0.8621
2017-08-03,0.2174
2017-08-04,-0.2169
2017-08-07,0.0
2017-08-08,-0.3913
2017-08-09,-2.0079
2017-08-10,-1.7372
2017-08-11,0.7706
2017-08-14,0.3149
2017-08-15,-1.2107999999999999
2017-08-16,-0.5447
2017-08-17,-0.0456
2017-08-18,1.5981999999999998
2017-08-21,1.3933
2017-08-22,0.3103
2017-08-23,0.1326
2017-08-24,0.353
2017-08-25,0.7916
2017-08-28,-1.9634
2017-08-29,0.8901
2017-08-30,0.5293
2017-08-31,-0.8337
2017-09-01,0.5752
2017-09-05,1.5398
2017-09-06,-0.13
2017-09-07,-3.4273
2017-09-08,1.1231
2017-09-11,-0.0444
2017-09-12,-0.9778
2017-09-13,-0.3142
2017-09-14,-0.9455
2017-09-15,-2.1818
2017-09-18,-0.0929
2017-09-19,0.9302
2017-09-20,1.4747
2017-09-21,0.1817
2017-09-22,0.4986
2017-09-25,0.4962
2017-09-26,0.9874
2017-09-27,2.1778
2017-09-28,0.0
2017-09-29,-0.435
2017-10-02,0.5679
2017-10-03,-0.1738
2017-10-04,-0.3481
2017-10-05,0.3057
2017-10-06,0.1306
2017-10-09,-0.2609
2017-10-10,0.4359
2017-10-11,0.434
2017-10-12,-0.4754
2017-10-13,0.825
2017-10-16,0.1292
2017-10-17,0.0
2017-10-18,-0.043
2017-10-19,0.5594
2017-10-20,-0.0856
2017-10-23,0.4283
2017-10-24,0.8529
2017-10-25,1.0148
2017-10-26,1.9255
2017-10-27,-0.2464
2017-10-30,1.5232999999999999
2017-10-31,1.9935
2017-11-01,-0.9972
2017-11-02,-0.5238
2017-11-03,-2.2681
2017-11-06,0.8703
2017-11-07,-2.6705
2017-11-08,-1.6463
2017-11-09,0.3863
2017-11-10,0.8123
2017-11-13,2.1628
2017-11-14,1.2868
2017-11-15,-1.1885
2017-11-16,0.7466
2017-11-17,-0.1647
2017-11-20,0.0412
2017-11-21,-0.2885
2017-11-22,-0.4547
2017-11-24,0.3322
2017-11-27,2.1109
2017-11-28,1.3377
2017-11-29,0.76
2017-11-30,0.0
2017-12-01,0.2779
2017-12-04,2.8108
2017-12-05,0.4236
2017-12-06,0.2684
2017-12-07,0.0
2017-12-08,0.153
2017-12-11,0.3055
2017-12-12,0.6471
2017-12-13,0.7186
