ticker,FSNJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-07,-12.5
2008-04-01,-7.1429
2008-04-08,-7.6923
2008-05-07,0.0
2008-08-14,0.0
2008-08-18,-16.6667
2008-09-16,-30.0
2008-09-24,28.5714
2008-09-25,0.0
2008-12-10,-11.1111
2008-12-12,-6.25
2009-07-23,133.3333
2009-07-29,-65.7143
2009-09-16,-15.0
2009-10-02,13.7255
2009-10-14,0.0
2009-10-15,-29.3103
2009-11-17,-2.439
2009-11-18,-32.5
2009-11-25,48.1481
2009-12-17,0.0
2009-12-18,0.0
2010-01-06,0.0
2010-01-26,-25.0
2010-02-01,-20.0
2010-02-11,66.6667
2010-02-12,0.0
2010-03-16,-25.0
2010-04-20,33.3333
2010-04-22,2.5
2010-04-27,21.9512
2010-04-29,0.0
2010-04-30,0.0
2010-05-11,-40.0
2010-06-08,0.0
2010-06-30,-33.3333
2010-08-24,-40.0
2010-08-25,-8.3333
2010-10-18,54.5455
2010-11-04,-35.2941
2010-12-15,0.0
2010-12-23,-52.7273
2010-12-27,3.8462
2010-12-28,0.0
2011-01-28,0.0
2011-01-31,0.0
2011-02-03,159.2593
2011-03-02,0.0
2011-03-14,-64.2857
2011-03-15,20.0
2011-03-21,-16.6667
2011-04-13,20.0
2011-04-15,33.3333
2011-06-03,-37.5
2011-06-07,60.0
2011-06-09,-37.5
2011-07-11,24.0
2011-08-16,-6.4516
2011-08-17,-31.0345
2011-09-09,0.0
2011-10-17,-95.0
2011-10-18,-95.0
2011-11-30,275.0
2011-12-01,166.6667
2011-12-06,-96.25
2011-12-16,66.6667
2011-12-19,0.0
2011-12-20,0.0
2012-01-27,3100.0
2012-02-06,0.0
2012-03-29,-96.875
2012-04-19,28700.0
2012-04-26,-99.3056
2012-05-30,14300.0
2012-06-01,-99.4444
2012-07-20,3900.0
2012-09-06,-97.5
2012-09-17,0.0
2012-09-21,0.0
2012-10-04,0.0
2012-10-09,0.0
2012-10-12,0.0
2012-11-14,0.0
2012-11-26,0.0
2012-11-29,0.0
2012-12-03,0.0
2012-12-21,25.0
2013-01-25,0.0
2013-03-22,0.0
2013-03-25,0.0
2013-04-01,0.0
2013-04-03,0.0
2013-05-21,0.0
2013-06-05,11160.0
2013-07-25,-99.1119
2013-09-24,0.0
2013-11-18,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,0.0
2014-01-06,700.0
2014-02-21,100.0
2014-02-24,-93.75
2014-06-09,-80.0
2014-06-25,0.0
2014-10-08,0.0
2014-11-13,7900.0
2014-11-17,0.0
2015-02-09,0.0
2015-06-05,900.0
2015-08-18,-70.0
2015-09-11,-66.6667
2015-09-22,0.0
2015-10-15,0.0
2016-01-25,0.0
2016-02-25,900.0
2016-03-02,-90.0
2016-03-17,-88.75
2016-04-06,0.0
2016-05-10,-11.1111
2016-06-08,0.0
2016-10-06,0.0
2017-12-28,0.0
2018-05-15,500.0
2018-05-16,-75.0
2018-11-30,-86.6667
2018-12-19,150.0
2019-12-09,20.0
2020-07-28,33.3333
