ticker,IMTE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-14,8.3333
2017-08-15,3.0769
2017-08-16,0.7463
2017-08-17,0.0
2017-08-18,1.4815
2017-08-21,1.4599
2017-08-22,0.7194
2017-08-24,0.0
2017-08-25,1.4285999999999999
2017-08-28,1.4085
2017-08-29,0.0
2017-08-30,0.0
2017-09-01,2.0833
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,2.0408
2017-09-08,0.0
2017-09-12,2.0
2017-09-14,1.3072
2017-09-15,-3.2271
2017-09-20,5.3347
2017-09-21,0.6329
2017-09-26,-5.6604
2017-10-04,0.0
2017-10-06,-5.0667
2017-11-22,40.4494
2017-11-24,-18.737
2017-11-28,-13.8599
2017-11-29,-14.2857
2017-12-01,4.1667
2017-12-05,9.76
2017-12-06,2.0408
2017-12-07,0.0
2017-12-11,-10.0
2017-12-14,-0.7937
2017-12-21,-9.92
2017-12-29,0.0
2018-01-02,-0.5329
2018-01-04,-6.0714
2018-01-08,4.5626999999999995
2018-01-09,1.8182
2018-01-10,6.9643
2018-01-11,-2.1703
2018-01-16,-1.1945000000000001
2018-01-17,0.1727
2018-01-23,-3.4483
2018-01-24,0.0
2018-01-31,7.1429
2018-02-05,-12.1667
2018-02-08,-5.1233
2018-02-09,0.0
2018-02-13,0.0
2018-02-20,-11.4
2018-02-21,-9.0293
2018-02-23,5.2109
2018-03-02,-5.6604
2018-03-05,9.75
2018-03-08,10.9339
2018-03-12,-17.2485
2018-03-13,-13.6476
2018-03-14,9.7701
2018-03-15,-11.5183
2018-03-29,-5.6213
2018-04-02,0.9404
2018-04-05,-3.7267
2018-04-06,-3.2258
2018-04-23,-19.3333
2018-04-24,-7.0248
2018-04-25,-5.0044
2018-04-26,-6.4284
2018-04-27,-7.5
2018-04-30,8.1081
2018-05-02,997.5
2018-05-03,46.287
2018-05-04,-37.3715
2018-05-07,-16.36
2018-05-08,10.0042
2018-05-09,-10.0131
2018-05-10,-32.8529
2018-05-11,3.5787
2018-05-14,63.6428
2018-05-15,-10.5541
2018-05-16,-3.8348
2018-05-17,-10.0613
2018-05-18,-2.1146
2018-05-21,8.0139
2018-05-22,-2.9677
2018-05-23,-3.5239000000000003
2018-05-24,4.0662
2018-05-25,-1.457
2018-05-29,-2.2177
2018-05-30,2.4055
2018-05-31,3.3893
2018-06-01,-1.6553
2018-06-04,-1.9142000000000001
2018-06-05,-1.817
2018-06-06,23.5435
2018-06-07,0.6935
2018-06-08,-4.1873
