ticker,BCAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-07,-8.8937
2005-11-14,-4.2857
2005-12-05,-0.4975
2005-12-22,-5.0
2005-12-30,4.2105
2006-02-08,1.0101
2006-08-07,12.0
2006-08-09,-10.7143
2006-08-21,6.0
2006-09-07,-5.6604
2006-09-14,0.0
2006-10-17,0.0
2006-10-26,5.0
2006-10-31,-4.7619
2006-11-10,-9.0
2006-11-16,8.2418
2006-11-17,0.0
2006-11-21,0.0
2006-11-27,1.5228000000000002
2006-12-12,0.0
2006-12-18,0.0
2006-12-19,0.0
2007-01-16,0.0
2007-01-17,0.5
2007-01-19,0.4975
2007-03-01,1.9802
2007-03-08,0.4854
2007-04-09,6.2802
2007-04-18,4.5455
2007-04-25,0.0
2007-05-11,0.0
2007-06-13,4.3478
2007-06-14,2.0833
2007-06-15,2.0408
2007-06-18,-14.4
2007-06-22,-0.4673
2007-06-25,7.0423
2007-06-27,-1.3158
2007-07-20,-9.7778
2007-08-02,-9.3596
2007-08-07,-1.087
2007-09-18,9.8901
2007-10-02,-10.0
2007-10-12,0.0
2007-10-18,0.0
2007-10-19,0.0
2007-10-25,0.0
2007-11-01,0.0
2007-11-14,-8.3333
2007-12-06,-9.0909
2008-02-12,30.0
2008-03-14,7.6923
2008-08-06,-4.7619
2008-08-07,7.5
2008-09-26,-16.2791
2008-09-29,11.1111
2008-12-15,-0.5
2009-01-29,-36.1809
2009-02-02,55.9055
2009-07-15,-52.0202
2009-07-17,0.0
2009-08-05,89.4737
2010-02-10,-5.5556
2010-03-31,0.0
2010-04-06,0.0
2010-04-14,0.0
2010-06-01,17.647100000000002
2010-07-02,0.0
2010-07-26,0.1013
2010-08-16,-0.1011
2010-12-17,-47.9
2011-07-20,16.7315
2012-05-11,-5.8333
2013-06-06,4.4248
2013-06-07,12.5424
2013-06-11,14.4578
2013-06-13,0.0
2013-10-02,-13.8158
2013-10-07,0.0
2013-10-21,0.0
2013-12-09,22.1374
2013-12-18,-12.5
2014-01-29,10.7143
2014-03-27,-9.6774
2014-04-10,-6.4286
2014-04-22,-0.1527
2014-04-23,-6.5748999999999995
2014-06-09,6.383
2014-06-19,0.0
2014-07-30,6.7692
2014-11-14,0.0
2014-11-18,0.1441
2014-11-21,2.1583
2014-12-03,-2.1127
2014-12-10,-6.4748
2015-01-26,9.2308
2015-04-06,0.0
2015-09-15,4.2254
2015-09-16,11.4865
2015-09-22,-4.8485
2015-10-12,8.2803
2015-10-19,-7.0588
