ticker,VTMB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-06,650.0
2012-12-07,0.0
2012-12-21,-1.5083
2012-12-26,-84.4318
2013-01-04,13.0435
2013-01-07,-11.538499999999999
2013-01-08,-30.4348
2013-01-09,6.25
2013-01-10,16.4706
2013-01-11,-19.1919
2013-01-14,3.125
2013-01-15,-21.2121
2013-01-16,-22.5962
2013-01-17,-9.937899999999999
2013-01-18,-6.6207
2013-01-22,-0.7386
2013-01-23,-28.5714
2013-01-24,-16.6667
2013-01-25,-24.0
2013-01-28,5.2632
2013-01-29,-24.375
2013-01-30,44.2149
2013-01-31,-8.3095
2013-02-01,-5.0
2013-02-04,-20.3947
2013-02-05,18.1818
2013-02-06,-38.4615
2013-02-07,0.0
2013-02-08,26.1364
2013-02-11,-7.6577
2013-02-12,-6.3415
2013-02-13,-12.5
2013-02-14,23.8095
2013-02-15,-25.4808
2013-02-19,3.2258
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-25,-6.875
2013-02-26,-2.0134
2013-02-27,-6.8493
2013-02-28,15.4412
2013-03-01,-1.9108
2013-03-04,2.5974
2013-03-05,11.3924
2013-03-06,0.0
2013-03-07,-1.1364
2013-03-08,24.1379
2013-03-11,16.2037
2013-03-12,-13.9442
2013-03-13,-0.9259
2013-03-14,-3.7382999999999997
2013-03-15,-3.8834999999999997
2013-03-18,-27.2727
2013-03-19,0.0
2013-03-20,-3.4722
2013-03-21,-7.9137
2013-03-22,0.0
2013-03-25,0.0
2013-03-26,-1.5625
2013-03-27,1.5873
2013-03-28,0.0
2013-04-01,-25.0
2013-04-02,-10.4167
2013-04-03,30.2326
2013-04-04,14.2857
2013-04-05,6.25
2013-04-08,-5.8824
2013-04-09,-7.8125
2013-04-11,-11.8644
2013-04-12,7.6923
2013-04-15,0.0
2013-04-16,-7.1429
2013-04-18,-7.6923
2013-04-22,-13.5417
2013-04-24,0.0
2013-04-25,25.3012
2013-04-26,0.0
2013-04-29,9.6154
2013-04-30,-14.0351
2013-05-01,-2.0408
2013-05-02,0.0
2013-05-06,14.5833
2013-05-07,0.0
2013-05-08,-24.5455
2013-05-10,2.4096
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,7.0588
2013-05-17,-3.2967
2013-05-21,-5.6818
2013-05-22,6.0241
2013-05-23,36.3636
2013-05-24,0.0
2013-05-28,13.3333
2013-05-31,8.0882
2013-06-03,-12.9252
2013-06-05,56.25
2013-06-06,-12.0
2013-06-07,9.0909
