ticker,GFDV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-18,0.0
2007-10-19,-1.5
2007-11-01,1.5228000000000002
2007-11-19,-1.5
2008-09-24,-94.9239
2009-09-17,-20.0
2009-09-18,0.0
2009-09-25,2650.0
2009-10-19,4.5455
2009-11-25,-55.6522
2010-02-03,145.098
2010-04-07,-8.8
2010-04-09,-7.8947
2010-04-19,6.6667
2010-06-14,-99.5536
2010-06-24,24900.0
2010-07-21,-99.44
2010-09-09,16185.7143
2010-09-14,-55.2632
2010-09-30,125.4902
2010-12-16,0.0
2010-12-30,-54.7826
2011-01-10,150.0
2011-04-13,-60.7692
2011-05-31,-88.0392
2011-06-28,2031.1475
2011-09-29,0.0
2011-10-05,-99.5288
2011-10-12,20961.2245
2012-01-17,0.7752
2012-01-20,15.3846
2012-05-14,-89.3333
2012-06-29,993.75
2012-07-18,-26.2857
2012-09-27,34.8837
2012-12-19,0.0
2012-12-21,0.5747
2012-12-24,-0.5714
2013-01-14,0.0
2013-01-15,14.9425
2013-01-28,0.0
2013-02-05,-74.5
2013-02-07,292.1569
2013-02-26,-74.0
2013-03-08,284.6154
2013-07-01,-74.0
2013-07-10,-19.2308
2013-12-10,0.0
2014-01-23,19.0476
2014-02-06,0.0
2014-05-12,0.0
2014-07-31,98.0
2014-09-29,-49.4949
2014-10-06,0.0
2014-12-02,0.0
2015-01-05,0.0
2015-01-20,0.0
2015-04-21,0.0
2015-05-05,0.0
2015-11-11,0.0
2016-01-14,0.0
2016-03-17,0.0
2016-04-18,-10.0
2016-06-01,0.0
2016-07-01,0.0
2016-07-19,0.0
2016-11-09,0.0
2017-03-16,122.2222
2017-03-30,-55.0
2017-04-24,77.7778
2017-09-25,25.0
2018-05-18,300.0
2018-05-21,-75.0
2018-05-22,0.0
2018-05-25,-49.0
2018-07-05,0.0
2018-09-05,0.0
2018-09-24,100.0
2018-09-28,101.9608
2018-10-01,-36.8932
2018-10-02,0.0
2018-10-03,-15.3846
2018-10-04,-4.5455
2018-10-05,0.9524
2018-10-08,-0.9434
2018-10-09,-23.8095
2018-10-11,-36.25
2018-10-16,0.0
2018-11-01,0.0
2018-11-09,0.0
2018-11-13,0.0
2018-11-26,-31.3725
2018-11-27,-14.2857
2018-11-28,0.0
2018-12-06,-16.6667
2018-12-14,0.0
2019-01-17,150.0
2019-01-18,-60.0
2019-02-15,20.0
2019-05-22,-16.6667
2019-05-30,20.0
2019-06-14,-16.6667
2019-07-19,0.0
2019-10-16,-92.0
2019-11-14,900.0
2019-12-06,40.0
2019-12-16,-32.8571
2020-01-02,48.9362
2020-01-03,0.0
2020-01-16,82.1429
2020-01-17,56.8627
2020-01-21,-2.5
2020-01-22,-30.7051
2020-01-27,-21.5541
2020-01-28,-0.3302
2020-01-30,-10.0805
2020-03-18,-2.6316
2020-06-10,-45.9459
2020-06-15,0.0
