ticker,APTX US Equity
2018-11-09,-2.7068
2018-11-12,-1.2365
2018-11-13,-0.1956
2018-11-14,-2.5088
2018-11-15,-9.4893
2018-11-16,3.9093999999999998
2018-11-19,-3.4203
2018-11-20,-0.7968
2018-11-21,1.7403
2018-11-23,0.7895
2018-11-26,-2.5674
2018-11-27,-1.9205
2018-11-28,3.4608
2018-11-29,-3.4771
2018-11-30,1.2768
2018-12-03,-9.9955
2018-12-04,4.4022
2018-12-06,4.5041
2018-12-07,-2.1091
2018-12-10,-2.2482
2018-12-11,4.7437000000000005
2018-12-12,0.6862
2018-12-13,-1.8628
2018-12-14,2.3611
2018-12-17,-4.161
2018-12-18,-4.4832
2018-12-19,2.4209
2018-12-20,-18.6204
2018-12-21,-2.786
2018-12-24,-1.5244
2018-12-26,3.7152
2018-12-27,-0.7761
2018-12-28,-0.0602
2018-12-31,-0.4214
2019-01-02,4.2926
2019-01-03,3.942
2019-01-04,7.8081
2019-01-07,-0.9829
2019-01-08,-0.6792
2019-01-09,-2.525
2019-01-10,0.3778
2019-01-11,-3.6022
2019-01-14,-2.7885999999999997
2019-01-15,2.2949
2019-01-16,-66.461
2019-01-17,-9.8662
2019-01-18,-2.7829
2019-01-22,9.1603
2019-01-23,2.7972
2019-01-24,-8.3333
2019-01-25,-0.1855
2019-01-28,-1.6729
2019-01-29,3.4026
2019-01-30,-3.1079
2019-01-31,0.7547
2019-02-01,2.6217
2019-02-04,-0.7299
2019-02-05,2.5735
2019-02-06,-2.8674
2019-02-07,-0.369
2019-02-08,1.8519
2019-02-11,0.0
2019-02-12,-0.1818
2019-02-13,1.4572
2019-02-14,2.3339
2019-02-15,-1.0526
2019-02-19,-1.5957
2019-02-20,0.3604
2019-02-21,1.7953000000000001
2019-02-22,5.8201
2019-02-25,-0.8333
2019-02-26,-7.2269
2019-02-27,-1.9928
2019-02-28,-2.0333
2019-03-01,8.6792
2019-03-04,-6.4236
2019-03-05,0.1855
2019-03-06,-3.7037
2019-03-07,-10.5769
2019-03-08,-7.957
2019-03-11,3.5047
2019-03-12,-5.8690999999999995
2019-03-13,-2.8777
2019-03-14,0.2469
2019-03-15,1.4778
2019-03-18,1.9417
2019-03-19,-2.6189999999999998
2019-03-20,-1.956
2019-03-21,0.7481
2019-03-22,7.9208
2019-03-25,-1.8349
2019-03-26,-0.2336
2019-03-27,-3.0445
2019-03-28,-3.6231999999999998
2019-03-29,1.5038
2019-04-01,0.4938
2019-04-02,0.7371
2019-04-03,6.8293
2019-04-04,-4.5662
2019-04-05,-1.1962
2019-04-08,-0.4843
2019-04-09,-4.6229
2019-04-10,-2.2959
2019-04-11,0.7833
2019-04-12,0.7772
2019-04-15,1.0283
2019-04-16,-2.2901
2019-04-17,-5.9896
2019-04-18,2.7701000000000002
2019-04-22,-1.6173
2019-04-23,4.3836
2019-04-24,-2.3622
2019-04-25,-1.6129
2019-04-26,2.1858
2019-04-29,5.0802
2019-04-30,-2.0356
2019-05-01,-1.039
2019-05-02,-1.5748
2019-05-03,0.8
2019-05-06,2.3810000000000002
2019-05-07,-1.8088
2019-05-08,0.7895
2019-05-09,3.6554
2019-05-10,-4.2821
2019-05-13,-1.5789
2019-05-14,-2.6738
2019-05-15,2.4725
2019-05-16,-2.681
2019-05-17,-3.3058
2019-05-20,-4.2735
2019-05-21,3.5714
2019-05-22,-0.8621
2019-05-23,-3.4783
2019-05-24,0.0
2019-05-28,-5.4054
2019-05-29,-3.1746
2019-05-30,0.3279
2019-05-31,1.3072
2019-06-03,4.5161
2019-06-04,4.9383
2019-06-05,-7.6471
2019-06-06,-6.051
2019-06-07,2.3729
2019-06-10,14.9007
2019-06-11,-9.5101
2019-06-12,-2.2293
2019-06-13,1.6287
2019-06-14,-5.4487
2019-06-17,1.6949
2019-06-18,5.6667
2019-06-19,-1.8927
2019-06-20,5.1447
2019-06-21,6.7278
2019-06-24,-4.298
2019-06-25,-2.9939999999999998
2019-06-26,-2.7778
2019-06-27,4.4444
2019-06-28,1.5198
2019-07-01,8.0838
2019-07-02,4.1551
2019-07-03,-1.3298
2019-07-05,1.3477000000000001
2019-07-08,-4.2553
2019-07-09,5.0
2019-07-10,-0.7937
2019-07-11,1.8667
2019-07-12,-1.8325
2019-07-15,1.6
2019-07-16,-4.1995000000000005
2019-07-17,0.5479
2019-07-18,2.7248
2019-07-19,-1.3263
2019-07-22,-4.0323
2019-07-23,-3.6414999999999997
2019-07-24,7.5581
2019-07-25,-3.5135
2019-07-26,4.4818
2019-07-29,0.0
2019-07-30,1.0724
2019-07-31,-1.3263
2019-08-01,-2.4194
2019-08-02,-6.3361
2019-08-05,7.9412
2019-08-06,0.0
2019-08-07,-2.9973
2019-08-08,-0.5618
2019-08-09,-0.2825
2019-08-12,2.8329
2019-08-13,-11.2948
2019-08-14,2.1739
2019-08-15,-0.6079
2019-08-16,-1.5291000000000001
2019-08-19,-4.0373
2019-08-20,0.6472
2019-08-21,1.2862
2019-08-22,-0.6349
2019-08-23,-4.1534
2019-08-26,8.3333
2019-08-27,-5.8462
2019-08-28,1.634
2019-08-29,3.8585000000000003
2019-08-30,4.644
2019-09-03,0.5917
2019-09-04,2.0588
2019-09-05,-0.8646
2019-09-06,6.3953
2019-09-09,-0.5464
2019-09-10,8.5165
2019-09-11,3.2911
2019-09-12,-1.9607999999999999
2019-09-13,0.5
2019-09-16,0.995
2019-09-17,-1.7241
2019-09-18,0.2506
2019-09-19,-6.0
2019-09-20,2.3936
2019-09-23,1.8182
2019-09-24,-0.5102
2019-09-25,-6.9231
2019-09-26,-1.1019
2019-09-27,-1.6713
2019-09-30,-1.1331
2019-10-01,-3.4384
2019-10-02,-2.9674
2019-10-03,0.6116
2019-10-04,-0.304
2019-10-07,-1.2195
2019-10-08,-1.2346
2019-10-09,-3.75
2019-10-10,0.974
2019-10-11,-0.6431
2019-10-14,-8.0906
2019-10-15,13.0282
2019-10-16,3.4268
2019-10-17,-1.8072
2019-10-18,-7.6687
2019-10-21,-0.6645
2019-10-22,3.01
2019-10-23,-0.974
2019-10-24,-0.9836
2019-10-25,3.6424
2019-10-28,2.8754
2019-10-29,-6.2112
2019-10-30,4.9669
2019-10-31,4.7318999999999996
2019-11-01,8.4337
2019-11-04,-3.0556
2019-11-05,-5.1576
2019-11-06,-3.9275
2019-11-07,-1.2579
2019-11-08,2.8662
2019-11-11,2.1672
2019-11-12,-0.6061
2019-11-13,3.6585
2019-11-14,-4.1176
2019-11-15,2.1471999999999998
2019-11-18,-5.1051
2019-11-19,1.2658
2019-11-20,-1.5625
2019-11-21,1.5873
2019-11-22,-3.125
2019-11-25,4.8387
2019-11-26,8.0
2019-11-27,10.8262
2019-11-29,4.3702
2019-12-02,-5.1724
2019-12-03,0.0
2019-12-04,3.3766
2019-12-05,0.2513
2019-12-06,4.01
2019-12-09,-1.4458
2019-12-10,0.7335
2019-12-11,1.9417
2019-12-12,0.9524
2019-12-13,0.2358
2019-12-16,-3.0588
2019-12-17,-4.1262
2019-12-18,-4.557
2019-12-19,0.7958
2019-12-20,-3.9474
2019-12-23,-0.5479
2019-12-24,0.2755
2019-12-26,-1.0989
2019-12-27,-7.2222
2019-12-30,-5.6886
2019-12-31,8.5714
2020-01-02,7.6023
2020-01-03,-0.5435
2020-01-06,-3.2787
2020-01-07,4.5198
2020-01-08,-2.7027
2020-01-09,0.0
2020-01-10,-10.6944
2020-01-13,1.0886
2020-01-14,-0.3077
2020-01-15,9.8765
2020-01-16,1.1236
2020-01-17,27.7778
2020-01-21,1.087
2020-01-22,8.172
2020-01-23,-8.5487
2020-01-24,-3.4783
2020-01-27,1.3514
2020-01-28,-5.5556
2020-01-29,-9.1765
2020-01-30,1.2953000000000001
2020-01-31,4.6036
2020-02-03,-0.978
2020-02-04,-2.716
2020-02-05,1.0152
2020-02-06,-4.5226
2020-02-07,-3.4211
2020-02-10,-0.545
2020-02-11,-4.1096
2020-02-12,2.2857
2020-02-13,-3.6313
2020-02-14,0.5797
2020-02-18,2.3055
2020-02-19,4.7887
2020-02-20,-1.6129
2020-02-21,-1.3660999999999999
2020-02-24,-5.8172
2020-02-25,-4.7059
2020-02-26,-3.7037
2020-02-27,0.3205
2020-02-28,2.8754
2020-03-02,-1.5528
2020-03-03,-3.1546
2020-03-04,3.5831
2020-03-05,-0.6289
2020-03-06,-6.3291
2020-03-09,-9.7973
2020-03-10,-9.7378
2020-03-11,0.8299
2020-03-12,-11.5226
2020-03-13,4.186
2020-03-16,-19.1964
2020-03-17,1.6575
2020-03-18,-0.5435
2020-03-19,12.0219
2020-03-20,3.9024
2020-03-23,3.7559
2020-03-24,-1.3575
2020-03-25,0.9174
2020-03-26,0.9091
2020-03-27,-2.2523
2020-03-30,6.9124
2020-03-31,-6.8966
2020-04-01,0.0
2020-04-02,-5.5556
2020-04-03,-2.451
2020-04-06,8.0402
2020-04-07,-3.7209
2020-04-08,8.6957
2020-04-09,4.8889
2020-04-13,3.3898
2020-04-14,6.9672
2020-04-15,-4.9808
2020-04-16,-7.2581
2020-04-17,9.1304
2020-04-20,5.5777
2020-04-21,-1.8868
2020-04-22,15.3846
2020-04-23,-11.3333
2020-04-24,0.3759
2020-04-27,-7.8652
2020-04-28,1.2195
2020-04-29,18.0723
2020-04-30,-3.7415000000000003
2020-05-01,-3.8869
2020-05-04,6.9853
2020-05-05,11.3402
2020-05-06,12.6543
2020-05-07,5.2055
2020-05-08,7.0313
2020-05-11,-5.1095
2020-05-12,-2.8205
2020-05-13,-6.5963
2020-05-14,6.4972
2020-05-15,-5.305
2020-05-18,2.2409
2020-05-19,0.8219
2020-05-20,4.3478
2020-05-21,8.5938
2020-05-22,0.7194
2020-05-26,-1.1905000000000001
2020-05-27,-5.0602
2020-05-28,-0.5076
2020-05-29,-4.5918
2020-06-01,-3.4759
2020-06-02,-0.831
2020-06-03,3.6313
2020-06-04,-0.8086
2020-06-05,-4.0761
2020-06-08,4.8159
2020-06-09,4.5946
2020-06-10,3.1008
2020-06-11,-0.7519
2020-06-12,4.0404
2020-06-15,1.2136
2020-06-16,-2.1583
2020-06-17,0.0
2020-06-18,1.7157
2020-06-19,6.0241
2020-06-22,-6.8182
2020-06-23,0.2439
2020-06-24,-0.9732
2020-06-25,4.4226
2020-06-26,-7.5294
2020-06-29,0.7634
2020-06-30,5.303
2020-07-01,18.9448
2020-07-02,0.6048
2020-07-06,-5.2104
2020-07-07,0.0
2020-07-08,0.8457
2020-07-09,-2.0964
2020-07-10,-3.6403
2020-07-13,-4.4444
2020-07-14,5.814
2020-07-15,0.6593
2020-07-16,0.4367
2020-07-17,0.4348
2020-07-20,-2.5974
2020-07-21,-2.8889
2020-07-22,-0.4577
2020-07-23,-2.069
2020-07-24,-5.6338
2020-07-27,-2.2388
2020-07-28,-2.799
2020-07-29,-3.4031000000000002
2020-07-30,6.7751
2020-07-31,-4.3147
