ticker,DEVV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-10,188.4615
2017-11-14,86.6667
2017-11-15,-7.1429
2017-11-16,15.3846
2017-11-17,17.3333
2017-11-20,0.0
2017-11-21,-53.125
2017-11-22,30.303
2017-11-27,0.0
2017-11-28,2.3256
2017-12-08,43.1773
2017-12-11,-30.1565
2017-12-12,-40.9091
2017-12-13,43.8462
2017-12-14,-25.1337
2017-12-15,25.0
2017-12-18,-13.7143
2017-12-19,93.3775
2017-12-20,76.0274
2017-12-21,-41.6732
2017-12-22,31.0874
2017-12-26,12.9771
2017-12-27,14.6396
2017-12-28,15.5206
2017-12-29,13.9456
2018-01-02,21.4925
2018-01-03,-15.2334
2018-01-04,2.8986
2018-01-05,16.9014
2018-01-08,14.6157
2018-01-09,11.4253
2018-01-10,11.1321
2018-01-11,-33.3616
2018-01-12,14.5223
2018-01-16,-59.3993
2018-01-17,-44.1096
2018-01-18,10.2941
2018-01-19,-15.5556
2018-01-22,-48.1579
2018-01-23,-12.6904
2018-01-24,7.4616
2018-01-25,11.4514
2018-01-26,-13.5922
2018-01-29,-15.6966
2018-01-30,4.5448
2018-01-31,-15.8593
2018-02-01,-9.0909
2018-02-02,-16.6667
2018-02-05,-0.078
2018-02-06,9.0851
2018-02-07,-0.0183
2018-02-08,-17.1775
2018-02-09,42.7653
2018-02-12,0.0155
2018-02-13,-8.511800000000001
2018-02-14,-8.3369
2018-02-15,1.7765
2018-02-16,0.3818
2018-02-20,-0.3804
2018-02-21,0.9273
2018-02-22,-0.9188
2018-02-23,0.0
2018-02-26,-1.7455
2018-02-27,0.0
2018-02-28,-3.775
2018-03-01,-3.8462
2018-03-02,0.4
2018-03-05,32.6693
2018-03-06,-21.9219
2018-03-07,2.8846
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,1.6822
2018-03-13,-1.6543999999999999
2018-03-14,-1.8692
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,-20.7238
2018-03-23,-3.1716
2018-03-26,4.2184
2018-03-27,0.0
2018-03-28,14.2857
2018-03-29,1.6667
2018-04-02,-31.6803
2018-04-03,0.03
2018-04-04,0.03
2018-04-06,43.8849
2018-04-09,-16.6667
2018-04-11,-10.0
2018-04-12,9.7222
2018-04-13,20.0
2018-04-16,0.4008
2018-04-18,-13.8474
2018-04-19,9.7561
2018-04-20,-6.6667
2018-04-23,2.8095
2018-04-24,-11.9963
2018-04-26,-2.6316
