ticker,ULTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-25,65.6667
2007-10-26,7.3105
2007-10-29,8.4375
2007-10-30,2.1037
2007-10-31,-3.4716
2007-11-01,-4.2982
2007-11-02,-0.9471
2007-11-05,-2.8378
2007-11-06,-0.2222
2007-11-07,-6.6179
2007-11-08,2.2147
2007-11-09,-0.3333
2007-11-12,-2.8763
2007-11-13,0.3099
2007-11-14,2.815
2007-11-15,0.8347
2007-11-16,1.6225
2007-11-19,-4.8876
2007-11-20,-7.5026
2007-11-21,-9.8148
2007-11-23,-0.7392
2007-11-26,0.1241
2007-11-27,-1.3636
2007-11-28,4.1056
2007-11-29,-0.2414
2007-11-30,3.8322000000000003
2007-12-03,2.1756
2007-12-04,-1.7109999999999999
2007-12-05,2.6692
2007-12-06,3.5795
2007-12-07,1.7825
2007-12-10,-1.7155
2007-12-11,-23.9636
2007-12-12,-6.5041
2007-12-13,-5.0639
2007-12-14,-0.0539
2007-12-17,-3.7197
2007-12-18,-0.8959
2007-12-19,0.2825
2007-12-20,-5.6338
2007-12-21,-1.0149
2007-12-24,1.3269
2007-12-26,3.2738
2007-12-27,-0.4611
2007-12-28,-0.9844
2007-12-31,0.2924
2008-01-02,-3.4985
2008-01-03,-6.3444
2008-01-04,-6.5161
2008-01-07,-13.5956
2008-01-08,8.2268
2008-01-09,7.0111
2008-01-10,10.8276
2008-01-11,-1.6801
2008-01-14,1.5823
2008-01-15,-2.7414
2008-01-16,1.9218
2008-01-17,-7.2282
2008-01-18,-15.3117
2008-01-22,0.64
2008-01-23,13.275
2008-01-24,0.3509
2008-01-25,6.2238
2008-01-28,2.0408
2008-01-29,5.4839
2008-01-30,-4.893
2008-01-31,-1.9936
2008-02-01,-3.2152
2008-02-04,-4.8814
2008-02-05,-0.2138
2008-02-06,1.4285999999999999
2008-02-07,12.1127
2008-02-08,-2.3241
2008-02-11,-2.9582
2008-02-12,-1.1928
2008-02-13,0.1341
2008-02-14,-0.9377
2008-02-15,0.0
2008-02-19,-0.0676
2008-02-20,0.9472
2008-02-21,-0.9383
2008-02-22,-5.2774
2008-02-25,1.0714
2008-02-26,7.2085
2008-02-27,-2.3072
2008-02-28,-1.3495
2008-02-29,-4.1724
2008-03-03,5.2819
2008-03-04,-2.9153000000000002
2008-03-05,0.838
2008-03-06,-0.9695
2008-03-07,-5.7343
2008-03-10,-5.8605
2008-03-11,1.0244
2008-03-12,-4.6802
2008-03-13,-14.1571
2008-03-14,2.0019
