ticker,CDID US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-09-09,1400.0
2004-09-10,33.3333
2004-09-30,50.0
2004-10-07,-2.6667
2004-10-12,2.7397
2004-10-18,0.0
2004-10-20,0.0
2004-11-02,0.0
2004-11-03,0.0
2004-11-04,0.0
2004-11-05,0.0
2004-11-08,0.0
2004-11-09,-1.3333
2004-11-11,34.4595
2004-11-24,-24.6231
2004-12-07,20.0
2005-01-20,-13.3333
2005-01-24,3.8462
2005-03-07,11.1111
2005-04-01,0.0
2005-04-26,-8.3333
2005-06-17,-25.4545
2005-06-24,46.3415
2005-06-30,-8.3333
2005-07-29,-34.5455
2005-08-02,66.6667
2005-11-15,-31.6667
2005-11-16,46.3415
2005-12-14,0.0
2005-12-15,-2.3333
2005-12-20,-6.1433
2005-12-22,1.8182
2005-12-28,1.7856999999999998
2006-01-06,5.2632
2006-01-17,6.6667
2006-01-20,17.1875
2006-01-23,0.0
2006-02-09,0.0
2006-03-09,0.0
2006-03-22,-16.0
2006-03-23,-28.5714
2006-03-24,4.4444
2006-03-27,0.0
2006-03-28,0.0
2006-03-30,-4.2553
2006-03-31,0.0
2006-04-04,0.0
2006-04-05,0.0
2006-04-06,4.4444
2006-04-07,0.0
2006-04-10,0.0
2006-04-11,0.0
2006-04-12,0.0
2006-04-13,-2.1277
2006-04-17,10.8696
2006-04-18,1.9607999999999999
2006-04-19,0.0
2006-04-20,-3.8462
2006-04-21,2.0
2006-04-24,7.8431
2006-04-25,-3.6364
2006-04-26,3.7736
2006-04-27,-10.9091
2006-04-28,10.2041
2006-05-01,0.0
2006-05-02,-5.5556
2006-05-03,-5.8824
2006-05-04,0.0
2006-05-09,4.1667
2006-05-10,2.0
2006-05-11,-5.8824
2006-05-12,6.25
2006-05-16,-1.9607999999999999
2006-05-17,-2.0
2006-05-22,6.1224
2006-05-25,-26.9231
2006-05-26,0.0
2006-05-30,-13.1579
2006-05-31,15.1515
2006-06-02,0.0
2006-06-05,0.0
2006-06-08,0.0
2006-06-09,-13.1579
2006-06-13,-24.2424
2006-06-14,36.0
2006-06-30,0.0
2006-07-05,14.7059
2006-07-06,-5.1282
2006-07-21,-22.973
2006-07-26,-1.7544
2006-08-02,-3.5714
2006-08-14,-44.4444
2006-08-16,80.0
2006-08-17,-5.5556
2006-08-23,-17.647100000000002
2006-08-24,80.9524
2006-08-25,0.0
2006-08-29,5.2632
2006-08-31,-12.5
2006-09-05,14.2857
2006-09-08,0.0
2006-09-11,7.5
