ticker,AGE US Equity
2019-04-26,1.2685
2019-04-29,-1.2526
2019-04-30,-3.5941
2019-05-01,-0.8772
2019-05-02,-1.7699
2019-05-03,3.8288
2019-05-06,-1.7354
2019-05-07,-2.8698
2019-05-08,3.1818
2019-05-09,1.1013
2019-05-10,7.1895
2019-05-13,-7.1138
2019-05-14,5.2516
2019-05-15,-5.1975
2019-05-16,-12.2807
2019-05-17,-23.25
2019-05-20,4.5603
2019-05-21,-4.6729
2019-05-22,-15.6863
2019-05-23,6.2016
2019-05-24,5.4745
2019-05-28,-8.3045
2019-05-29,3.3962
2019-05-30,11.6788
2019-05-31,-8.1699
2019-06-03,-6.7616
2019-06-04,7.2519
2019-06-05,-0.7117
2019-06-06,-2.1505
2019-06-07,-0.3663
2019-06-10,2.9412000000000003
2019-06-11,0.0
2019-06-12,-1.0714
2019-06-13,1.083
2019-06-14,5.0
2019-06-17,5.4422
2019-06-18,15.4839
2019-06-19,9.2179
2019-06-20,-0.5115
2019-06-21,-1.5424
2019-06-24,2.6109999999999998
2019-06-25,-0.7634
2019-06-26,-15.8974
2019-06-27,11.5854
2019-06-28,0.2732
2019-07-01,-8.9918
2019-07-02,-0.8982
2019-07-03,2.1148
2019-07-05,-3.2544
2019-07-08,-0.3058
2019-07-09,-7.362
2019-07-10,5.9603
2019-07-11,2.8125
2019-07-12,-8.5106
2019-07-15,-0.3322
2019-07-16,6.3333
2019-07-17,-8.4639
2019-07-18,-4.4521
2019-07-19,0.7168
2019-07-22,-4.6263
2019-07-23,-6.7164
2019-07-24,-10.8
2019-07-25,4.9327
2019-07-26,8.9744
2019-07-29,7.8431
2019-07-30,0.3636
2019-07-31,6.1594
2019-08-01,-5.1195
2019-08-02,-9.3525
2019-08-05,-4.7619
2019-08-06,7.0833
2019-08-07,2.7237
2019-08-08,3.7879
2019-08-09,-4.0146
2019-08-12,-3.8023
2019-08-13,17.3913
2019-08-14,1.0101
2019-08-15,-13.3333
2019-08-16,10.7692
2019-08-19,-5.2083
2019-08-20,-1.4652
2019-08-21,2.6022
2019-08-22,3.2609
2019-08-23,-6.6667
2019-08-26,-1.5038
2019-08-27,-2.6718
2019-08-28,-0.3922
2019-08-29,7.874
2019-08-30,-0.7299
2019-09-03,-5.1471
2019-09-04,4.6512
2019-09-05,-0.7407
2019-09-06,-2.9851
2019-09-09,-0.7692
2019-09-10,1.938
2019-09-11,5.3232
2019-09-12,-4.6931
2019-09-13,-3.0303
2019-09-16,-2.3438
2019-09-17,-0.8
2019-09-18,-3.629
2019-09-19,-0.4184
2019-09-20,0.4202
2019-09-23,0.8368
2019-09-24,-4.5643
2019-09-25,-4.7826
2019-09-26,-3.653
2019-09-27,0.0
2019-09-30,-7.109
2019-10-01,-9.6939
2019-10-02,-10.1695
2019-10-03,-7.5472
2019-10-04,-6.1224
2019-10-07,18.1159
2019-10-08,9.816
2019-10-09,-8.9385
2019-10-10,7.9755
2019-10-11,-3.4091
2019-10-14,7.0588
2019-10-15,-4.9451
2019-10-16,-0.578
2019-10-17,-0.5814
2019-10-18,-7.0175
2019-10-21,6.9182
2019-10-22,0.0
2019-10-23,-0.5882
2019-10-24,1.7751000000000001
2019-10-25,-8.7209
2019-10-28,0.0
2019-10-29,-5.7325
2019-10-30,0.0
2019-10-31,5.4054
2019-11-01,1.9231
2019-11-04,0.0
2019-11-05,-1.2579
2019-11-06,-6.3694
2019-11-07,-0.6803
2019-11-08,-0.6849
2019-11-11,0.6897
2019-11-12,-1.3699
2019-11-13,-0.6944
2019-11-14,-1.3986
2019-11-15,-2.8369
2019-11-18,3.6496
2019-11-19,1.4085
2019-11-20,2.0833
2019-11-21,-2.0408
2019-11-22,4.1667
2019-11-25,0.6667
2019-11-26,6.6225000000000005
2019-11-27,-4.9689
2019-11-29,-7.1895
2019-12-02,-4.9296
2019-12-03,1.4815
2019-12-04,-8.0292
2019-12-05,-0.7937
2019-12-06,0.8
2019-12-09,23.0159
2019-12-10,-9.6774
2019-12-11,-7.8571
2019-12-12,4.6512
2019-12-13,7.4074
2019-12-16,-6.2069
2019-12-17,-0.7353
2019-12-18,1.4815
2019-12-19,-0.7299
2019-12-20,13.9706
2019-12-23,16.129
2019-12-24,-2.2222
2019-12-26,-3.9773
2019-12-27,2.9586
2019-12-30,-6.3218
2019-12-31,11.6564
2020-01-02,7.1429
2020-01-03,-2.5641
2020-01-06,-6.3158
2020-01-07,1.1236
2020-01-08,6.1111
2020-01-09,-1.0471
2020-01-10,-2.6455
2020-01-13,-7.6087
2020-01-14,8.8235
2020-01-15,-7.027
2020-01-16,4.0698
2020-01-17,3.352
2020-01-21,-1.6216
2020-01-22,2.1978
2020-01-23,0.0
2020-01-24,-4.3011
2020-01-27,-3.9326
2020-01-28,0.0
2020-01-29,-8.1871
2020-01-30,-10.1911
2020-01-31,-2.8369
2020-02-03,-4.3796
2020-02-04,0.0
2020-02-05,1.5267
2020-02-06,1.5038
2020-02-07,-6.6667
2020-02-10,-4.7619
2020-02-11,9.1667
2020-02-12,0.0
2020-02-13,3.0534
2020-02-14,3.7037
2020-02-18,5.0
2020-02-19,-4.0816
2020-02-20,-2.1277
2020-02-21,-4.3478
2020-02-24,-4.5455
2020-02-25,-3.9683
2020-02-26,-4.1322
2020-02-27,10.3448
2020-02-28,-10.1563
2020-03-02,1.7391
2020-03-03,-5.1282
2020-03-04,1.8018
2020-03-05,-4.4248
2020-03-06,-5.5556
2020-03-09,-7.8431
2020-03-10,-3.5850999999999997
2020-03-11,-3.1557
2020-03-12,-11.1314
2020-03-13,19.8846
2020-03-16,3.6039
2020-03-17,14.5747
2020-03-18,-30.0631
2020-03-19,21.0872
2020-03-20,-8.5106
2020-03-23,-4.6395
2020-03-24,9.7427
2020-03-25,6.0556
2020-03-26,17.3389
2020-03-27,-27.6786
2020-03-30,14.8148
2020-03-31,0.0
2020-04-01,-14.1828
2020-04-02,9.0089
2020-04-03,-9.1954
2020-04-06,19.0633
2020-04-07,-11.7478
2020-04-08,2.06
2020-04-09,0.5666
2020-04-13,-3.392
2020-04-14,0.8383
2020-04-15,-4.5663
2020-04-16,0.9973
2020-04-17,0.725
2020-04-20,-1.6629
2020-04-21,-9.1242
2020-04-22,8.3044
2020-04-23,11.5528
2020-04-24,-1.2644
2020-04-27,0.163
2020-04-28,-3.5332
2020-04-29,13.6867
2020-04-30,-10.5341
2020-05-01,-4.0512
2020-05-04,-3.4444
2020-05-05,-2.3143000000000002
2020-05-06,-1.8325
2020-05-07,1.7467000000000001
2020-05-08,-0.9304
2020-05-11,0.5291
2020-05-12,-1.7105000000000001
2020-05-13,-6.2918
2020-05-14,-2.8429
2020-05-15,4.1464
2020-05-18,14.1748
2020-05-19,-4.7855
2020-05-20,1.4026
2020-05-21,-5.4816
2020-05-22,4.1734
2020-05-26,2.1852
2020-05-27,-3.7424
2020-05-28,-0.1587
2020-05-29,49.6689
2020-06-01,-5.3097
2020-06-02,-2.8037
2020-06-03,-8.2692
2020-06-04,-6.478
2020-06-05,-0.2578
2020-06-08,-1.0001
2020-06-09,4.8468
2020-06-10,-0.9419
2020-06-11,-12.5574
2020-06-12,-5.8868
2020-06-15,8.0744
2020-06-16,7.5203
2020-06-17,-0.5029
2020-06-18,-6.6965
2020-06-19,4.6411
2020-06-22,-3.9176
2020-06-23,2.2897
2020-06-24,3.5911
2020-06-25,8.8283
2020-06-26,6.1797
2020-06-29,0.0
2020-06-30,-5.33
2020-07-01,-8.5455
2020-07-02,2.6913
2020-07-06,-1.0236
2020-07-07,2.2841
2020-07-08,-1.1221
2020-07-09,-0.5843
2020-07-10,3.7523
2020-07-13,-0.1416
2020-07-14,-2.4872
2020-07-15,2.092
2020-07-16,11.7686
2020-07-17,-6.1275
2020-07-20,31.5927
2020-07-21,18.254
2020-07-22,-11.4094
2020-07-23,0.7576
2020-07-24,0.0
2020-07-27,-3.0075
2020-07-28,-4.6512
2020-07-29,0.813
2020-07-30,-12.0968
2020-07-31,-2.7523
