ticker,PPLL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-09,16.6667
2000-05-12,-0.6803
2000-05-18,-0.3425
2000-08-10,28.5223
2000-10-02,13.369
2000-11-17,-24.5283
2000-11-30,15.0
2001-04-17,-20.5
2002-04-19,-4.0197
2002-04-22,13.9601
2004-12-30,-5.0
2005-03-10,0.0
2005-04-05,3.2895
2005-04-26,-2.1656
2005-08-16,-1.0417
2005-09-07,3.9474
2006-01-25,21.519
2006-02-08,18.75
2006-07-27,-4.386
2006-07-28,6.422
2006-11-21,-3.4483
2006-11-22,5.3571
2007-01-08,-5.0847
2007-01-12,5.3571
2007-02-01,-5.0847
2007-02-07,3.5714
2008-01-15,6.8966
2008-04-29,-4.8387
2008-05-27,6.7797
2008-06-24,-4.7619
2008-06-27,0.0
2008-07-24,-5.0
2008-09-16,0.0
2008-10-22,-7.0175
2008-10-29,-1.8868
2008-11-26,1.8269
2008-11-28,0.0
2008-12-01,0.0
2008-12-02,0.0
2009-01-05,0.0
2009-03-03,2.9462
2009-04-13,-8.0903
2009-04-17,3.7923999999999998
2009-06-17,15.3846
2009-09-23,-3.3333
2009-10-08,0.0
2010-01-08,-10.3448
2010-01-20,13.461500000000001
2010-01-25,0.0
2010-01-29,-6.7797
2010-04-05,-5.4545
2010-06-10,-13.461500000000001
2010-06-16,0.0
2010-06-23,0.0
2010-07-12,-4.4444
2010-07-23,2.3256
2010-10-28,-9.0909
2010-10-29,1.25
2010-11-12,-3.7037
2011-01-31,13.0769
2011-03-10,0.0
2011-03-11,-21.4286
2011-03-24,18.1818
2011-05-17,17.9487
2011-07-08,-19.5652
2011-07-19,8.1081
2011-09-26,12.5
2011-11-02,-11.1111
2012-02-10,5.0
2012-02-14,-2.5
2012-04-20,-10.8527
2012-04-30,13.0435
2012-05-08,-11.4103
2012-06-18,5.1095
2012-07-24,2.7778
2012-09-11,18.9189
2012-09-12,0.8182
2012-09-21,-5.6818
2012-10-16,3.012
2012-10-18,0.0
2012-11-16,5.2632
2013-02-19,6.082
2013-03-05,0.3326
2013-03-11,0.5525
2013-05-24,7.9973
2013-06-24,3.3271
2013-11-20,4.7965
2014-09-03,20.4085
2014-10-31,13.0961
2015-01-02,0.2155
2015-07-21,6.2092
2015-07-22,0.0
2015-07-29,4.6154
2015-08-05,2.3088
2015-09-11,-11.2261
2015-09-14,6.0359
2015-09-17,6.3077
2015-09-24,5.644
2015-09-28,-16.4247
2015-11-02,6.5399
2015-11-06,0.0
2015-11-24,2.9013
2016-07-07,4.2837
2016-07-11,0.0
2016-08-11,-2.3077
2017-01-04,6.6118
2017-02-24,3.1496
2017-03-29,3.0452
2017-04-12,-0.7463
2017-04-17,0.0
2017-04-19,-0.7519
2017-05-23,-1.1364
2017-06-14,1.1188
2017-07-13,1.145
2017-07-26,-1.1320999999999999
2017-08-23,5.3435
2017-09-28,-4.4665
2017-09-29,0.8403
2017-10-03,0.0
2017-10-04,-0.0303
2017-10-19,-1.4095
2017-11-06,2.6134
2017-11-15,0.824
2017-11-16,2.1397
2018-01-02,0.0
2018-02-09,-4.6
2018-02-21,0.0
2018-03-12,0.0645
2018-03-27,0.796
2018-03-29,4.7542
2018-05-08,0.0
2018-05-11,3.0769
2018-05-15,0.1493
2018-07-02,0.6157
2018-09-05,0.7463
2018-09-10,-0.4444
2018-09-17,0.4648
2018-09-18,1.4925
2018-10-16,-1.1029
2018-10-29,0.3717
2018-11-02,0.0444
2018-11-06,-0.0444
2018-11-07,0.1926
2018-11-12,0.0
2018-11-14,-0.1922
2018-11-21,4.2296
2018-11-28,0.0
2018-12-06,-3.7895
2018-12-28,0.0313
2019-01-17,0.8594
2019-03-19,4.8422
2019-06-17,9.6261
2019-07-15,2.7397
2019-08-09,-2.6667
2019-09-04,-1.3699
2019-09-16,11.9664
2019-09-17,0.0
2019-11-19,0.0
2019-11-21,5.6875
2019-12-10,-1.875
2020-01-21,3.1847
2020-02-11,-7.4074
2020-02-28,-1.3333
2020-03-05,-2.7161999999999997
2020-03-18,-11.8141
2020-03-23,-3.1746
2020-03-24,0.0
2020-04-07,0.0
2020-05-14,0.0
2020-05-21,0.9016
2020-05-29,0.7474
2020-06-01,1.5965
2020-06-15,-0.7206
2020-06-25,1.6129
2020-07-06,1.5873
