ticker,USBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-19,7.5
2006-10-20,6.9767
2006-10-23,1.4493
2006-10-24,-1.4285999999999999
2006-10-25,-2.8986
2006-10-26,0.0
2006-10-27,-2.9851
2006-10-30,0.0
2006-10-31,-4.6154
2006-11-01,1.6129
2006-11-02,0.0
2006-11-03,-4.7619
2006-11-06,-0.8333
2006-11-07,0.1681
2006-11-08,-0.1678
2006-11-09,1.6806999999999999
2006-11-10,0.0
2006-11-13,4.1322
2006-11-14,0.7937
2006-11-15,-4.5669
2006-11-16,1.9802
2006-11-17,-1.2945
2006-11-20,0.0
2006-11-21,-3.1967
2006-11-22,2.2862
2006-11-24,-1.9868000000000001
2006-11-27,1.3514
2006-11-28,-3.3333
2006-11-29,2.5862
2006-11-30,-0.8403
2006-12-01,-1.8643999999999998
2006-12-04,-6.563
2006-12-06,-2.0333
2006-12-07,-5.4717
2006-12-08,2.7944
2006-12-11,-2.9126
2006-12-12,0.0
2006-12-13,0.0
2006-12-14,-0.4
2006-12-15,0.2008
2006-12-18,-1.4028
2006-12-19,-1.2195
2006-12-20,6.9959
2006-12-21,3.8462
2006-12-22,6.4815
2006-12-26,-2.6087
2006-12-27,1.7856999999999998
2006-12-28,0.8772
2006-12-29,0.0
2007-01-03,-7.8261
2007-01-04,0.0
2007-01-05,-0.9434
2007-01-08,0.9524
2007-01-09,-1.8868
2007-01-10,0.0
2007-01-11,0.9615
2007-01-12,0.9524
2007-01-16,-2.8302
2007-01-17,0.0
2007-01-18,0.7767
2007-01-19,0.1927
2007-01-22,-0.9615
2007-01-23,0.0
2007-01-24,2.3301
2007-01-25,-0.3795
2007-01-26,0.0
2007-01-29,0.7619
2007-01-30,-0.3781
2007-01-31,-0.3795
2007-02-01,0.381
2007-02-02,-0.1898
2007-02-05,-0.9506
2007-02-06,-0.1919
2007-02-07,0.0
2007-02-08,0.0
2007-02-09,1.7308
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-16,-0.7561
2007-02-20,-0.9524
2007-02-21,-0.9615
2007-02-22,-0.7767
2007-02-23,-0.1957
2007-02-26,-1.0784
2007-02-27,-5.0545
2007-02-28,0.0
2007-03-02,-2.0877
2007-03-05,-1.919
2007-03-06,0.0
2007-03-07,0.8696
2007-03-08,-3.6638
2007-03-09,-3.5794
2007-03-12,-1.3921000000000001
2007-03-13,-5.4118
2007-03-14,5.2239
2007-03-15,-4.2553
2007-03-16,1.2346
2007-03-19,1.7073
