ticker,YI US Equity
2019-02-06,-1.6667
2019-02-07,-3.5028
2019-02-08,-8.7822
2019-02-11,2.8241
2019-02-12,4.7440999999999995
2019-02-13,-1.0727
2019-02-14,-9.5181
2019-02-15,11.3182
2019-02-19,-4.1866
2019-02-20,0.1248
2019-02-21,-4.2394
2019-02-22,4.6875
2019-02-25,4.8507
2019-02-26,3.7960000000000003
2019-02-27,3.7714
2019-02-28,-4.185
2019-03-01,-4.1379
2019-03-04,0.7194
2019-03-05,-2.5
2019-03-06,-0.3785
2019-03-07,-2.0713
2019-03-08,-5.8824
2019-03-11,8.3777
2019-03-12,1.7178
2019-03-13,-3.1363
2019-03-14,-0.9963
2019-03-15,-1.2579
2019-03-18,-5.0955
2019-03-19,-6.7114
2019-03-20,-1.6547
2019-03-21,2.2677
2019-03-22,-0.1431
2019-03-25,0.2865
2019-03-26,0.0
2019-03-27,-8.4286
2019-03-28,-11.2324
2019-03-29,14.0598
2019-04-01,0.3082
2019-04-02,0.6144
2019-04-03,0.6107
2019-04-04,10.0152
2019-04-05,0.9655
2019-04-08,-2.3224
2019-04-09,-1.8182
2019-04-10,1.1396
2019-04-11,4.2254
2019-04-12,-1.3514
2019-04-15,5.4795
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,0.7792
2019-04-23,10.9536
2019-04-24,2.2067
2019-04-25,1.3636
2019-04-26,-1.3453
2019-04-29,-1.7045
2019-04-30,-5.7803
2019-05-01,-1.8405
2019-05-02,-2.4838
2019-05-03,-3.8622
2019-05-06,-2.1333
2019-05-07,8.5831
2019-05-08,9.7867
2019-05-09,-4.0
2019-05-10,-4.6429
2019-05-13,0.3745
2019-05-14,1.3682
2019-05-15,1.2883
2019-05-16,2.0594
2019-05-17,6.7062
2019-05-20,0.1112
2019-05-21,-3.2222
2019-05-22,-0.6889
2019-05-23,-0.4624
2019-05-24,-0.5807
2019-05-28,-2.5701
2019-05-29,-1.0791
2019-05-30,-3.0303
2019-05-31,-1.125
2019-06-03,-2.7813
2019-06-04,-1.1703999999999999
2019-06-05,-5.0
2019-06-06,1.8006
2019-06-07,-2.585
2019-06-10,3.352
2019-06-11,-5.4054
2019-06-12,3.1429
2019-06-13,-5.1247
2019-06-14,-0.7299
2019-06-17,-0.7353
2019-06-18,-1.9259
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-1.9637
2019-06-24,-4.3143
2019-06-25,-6.9243
2019-06-26,3.8062
2019-06-27,0.1667
2019-06-28,-7.4875
2019-07-01,-1.0791
2019-07-02,-0.9091
2019-07-03,-2.0183
2019-07-05,0.3745
2019-07-08,-3.7313
2019-07-09,-1.1628
2019-07-10,-1.7647
2019-07-11,-0.1996
2019-07-12,2.0
2019-07-15,-2.1569
2019-07-16,-2.8056
2019-07-17,-2.0619
2019-07-18,-2.1053
2019-07-19,-2.1505
2019-07-22,-10.6593
2019-07-23,0.123
2019-07-24,-0.4914
2019-07-25,-4.1975
2019-07-26,-3.0928
2019-07-29,6.25
2019-07-30,-7.1339
2019-07-31,5.1213
2019-08-01,-10.2564
2019-08-02,0.8571
2019-08-05,0.5666
2019-08-06,-1.4085
2019-08-07,-0.0829
2019-08-08,-4.2063
2019-08-09,-2.9851
2019-08-12,0.0
2019-08-13,-5.2308
2019-08-14,-2.5974
2019-08-15,-7.0
2019-08-16,5.7348
2019-08-19,-3.0508
2019-08-20,1.049
2019-08-21,-0.346
2019-08-22,-2.0833
2019-08-23,-4.6099
2019-08-26,0.3717
2019-08-27,0.0
2019-08-28,-2.963
2019-08-29,2.6718
2019-08-30,-1.487
2019-09-03,-9.434
2019-09-04,0.8333
2019-09-05,0.4132
2019-09-06,-5.3498
2019-09-09,33.913
2019-09-10,62.013
2019-09-11,-7.8156
2019-09-12,23.6957
2019-09-13,-14.7627
2019-09-16,-1.4433
2019-09-17,-7.113
2019-09-18,6.7568
2019-09-19,-4.6414
2019-09-20,3.9823
2019-09-23,5.3191
2019-09-24,-0.9091
2019-09-25,-1.9367999999999999
2019-09-26,4.3659
2019-09-27,-4.3825
2019-09-30,1.4583
2019-10-01,-0.4107
2019-10-02,1.8557000000000001
2019-10-03,-2.4291
2019-10-04,2.0747
2019-10-07,-0.2033
2019-10-08,2.6477
2019-10-09,-0.1984
2019-10-10,-2.9821
2019-10-11,2.459
2019-10-14,-2.2
2019-10-15,-1.227
2019-10-16,3.5197000000000003
2019-10-17,-3.0
2019-10-18,-3.0928
2019-10-21,-0.8511
2019-10-22,3.0043
2019-10-24,-1.0417
2019-10-25,-4.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,-2.4123
2019-10-31,4.7191
2019-11-01,-2.7189
2019-11-04,2.2699
2019-11-05,11.7294
2019-11-06,-8.8803
2019-11-07,1.2711999999999999
2019-11-08,10.0418
2019-11-11,0.0
2019-11-12,6.0837
2019-11-13,-5.1971
2019-11-14,-5.482
2019-11-15,4.0
2019-11-18,0.0
2019-11-19,-0.0077
2019-11-20,-0.377
2019-11-21,-0.1931
2019-11-22,-1.354
2019-11-25,-0.9804
2019-11-26,0.9901
2019-11-27,-1.9607999999999999
2019-11-29,2.2
2019-12-02,0.7828
2019-12-03,-2.7184
2019-12-04,-0.2994
2019-12-05,2.1021
2019-12-06,-0.9804
2019-12-09,1.1881
2019-12-10,-2.1526
2019-12-11,-5.0
2019-12-12,2.7368
2019-12-13,2.0492
2019-12-16,-1.004
2019-12-17,2.0284
2019-12-20,1.6859
2019-12-23,0.6882
2019-12-24,0.1942
2019-12-26,2.1318
2019-12-27,28.0911
2019-12-30,-4.4501
2019-12-31,4.3411
2020-01-02,-7.2808
2020-01-03,-0.641
2020-01-06,-1.129
2020-01-07,13.0506
2020-01-08,-7.9365
2020-01-09,1.8809
2020-01-10,0.9231
2020-01-13,-1.8293
2020-01-14,0.3758
2020-01-15,-0.2104
2020-01-16,1.2309
2020-01-17,1.5314
2020-01-21,4.2986
2020-01-22,1.2292
2020-01-23,-4.2857
2020-01-24,-1.0448
2020-01-27,5.5807
2020-01-28,14.2857
2020-01-29,-10.625
2020-01-30,-11.7483
2020-01-31,-12.0444
2020-02-03,0.0
2020-02-04,1.2612999999999999
2020-02-05,-1.6014
2020-02-06,-1.8083
2020-02-07,0.7366
2020-02-10,-2.1938
2020-02-11,2.0561
2020-02-12,2.7473
2020-02-13,0.3565
2020-02-14,7.1048
2020-02-18,19.403
2020-02-19,-4.1667
2020-02-20,3.7681
2020-02-21,-5.5866
2020-02-24,-2.3669000000000002
2020-02-25,2.1212
2020-02-26,-0.8902
2020-02-27,-1.9461
2020-02-28,-0.6107
2020-03-02,4.1475
2020-03-03,3.3923
2020-03-04,-11.9829
2020-03-05,0.1621
2020-03-06,-1.6181
2020-03-09,-6.25
2020-03-10,7.0175
2020-03-11,7.377
2020-03-12,-3.3588
2020-03-13,0.9479
2020-03-16,5.0078
2020-03-17,-4.62
2020-03-18,-7.8125
2020-03-19,-2.0339
2020-03-20,5.5363
2020-03-23,-2.623
2020-03-24,10.4377
2020-03-25,-3.6585
2020-03-26,7.1203
2020-03-27,-1.034
2020-03-30,-5.2239
2020-03-31,4.0945
2020-04-01,-0.1513
2020-04-02,0.1515
2020-04-03,-0.9077
2020-04-06,4.4275
2020-04-07,5.2632
2020-04-08,-0.5556
2020-04-09,4.7486
2020-04-13,-0.8
2020-04-14,0.2688
2020-04-15,0.9383
2020-04-16,-1.5936
2020-04-17,1.8893
2020-04-20,-0.1325
2020-04-21,-6.4987
2020-04-22,4.8227
2020-04-23,-8.525
2020-04-24,-3.8462
2020-04-27,14.9231
2020-04-28,-4.6854
2020-04-29,5.1966
2020-04-30,1.4686
2020-05-01,-4.8684
2020-05-04,5.1176
2020-05-05,-2.3684
2020-05-06,0.8086
2020-05-07,1.6042999999999998
2020-05-08,-0.9211
2020-05-11,-1.1952
2020-05-12,-3.629
2020-05-13,6.1367
2020-05-14,-0.1314
2020-05-15,0.1316
2020-05-18,0.0
2020-05-19,0.3942
2020-05-20,-4.4503
2020-05-21,2.3288
2020-05-22,-5.087
2020-05-26,4.3724
2020-05-27,3.2432
2020-05-28,-1.0471
2020-05-29,-2.1164
2020-06-01,-2.1622
2020-06-02,2.4862
2020-06-03,-1.752
2020-06-04,-2.1948
2020-06-05,-1.8233000000000001
2020-06-08,1.4285999999999999
2020-06-09,-1.831
2020-06-10,0.8608
2020-06-11,-10.0996
2020-06-12,0.9494
2020-06-15,3.7618
2020-06-16,3.1722
2020-06-17,0.4392
2020-06-18,-2.4781
2020-06-19,2.5411
2020-06-22,-6.414
2020-06-23,2.648
2020-06-24,-3.7936
2020-06-25,-1.8927
2020-06-26,9.0032
2020-06-29,-5.0147
2020-06-30,-1.3975
2020-07-01,-0.315
2020-07-02,0.7899
2020-07-06,4.7022
2020-07-07,0.7485
2020-07-08,0.1486
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-3.8576
2020-07-14,2.4691
2020-07-15,-4.9699
2020-07-16,3.4865
2020-07-17,2.9096
2020-07-20,-0.2976
2020-07-21,2.0896
2020-07-22,-0.5848
2020-07-23,-7.5
2020-07-24,-2.3847
2020-07-27,2.1173
2020-07-28,3.1898
2020-07-29,-1.2365
2020-07-30,0.0
2020-07-31,1.252
