ticker,YI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-13,1.4493
2018-09-14,-0.0714
2018-09-17,-1.9299
2018-09-18,-4.8105
2018-09-19,5.8193
2018-09-20,-2.2431
2018-09-21,14.2857
2018-09-24,-4.0803
2018-09-25,-4.9966
2018-09-26,1.6347
2018-09-27,-3.4965
2018-09-28,-2.029
2018-10-01,-1.0355
2018-10-02,-12.1824
2018-10-03,-3.2766
2018-10-04,-4.9714
2018-10-05,12.2222
2018-10-08,-3.9604
2018-10-09,-4.2096
2018-10-10,-5.7399000000000004
2018-10-11,-6.2797
2018-10-12,-5.0761
2018-10-15,6.8449
2018-10-16,6.5065
2018-10-17,1.0338
2018-10-18,-5.1163
2018-10-19,-12.8431
2018-10-22,-9.7863
2018-10-23,0.3741
2018-10-24,0.6211
2018-10-25,-1.1111
2018-10-26,1.7478
2018-10-29,0.7362
2018-10-30,6.0901
2018-10-31,1.9518
2018-11-01,12.6126
2018-11-02,12.8
2018-11-05,-0.7092
2018-11-06,2.6786
2018-11-07,2.3478
2018-11-08,-6.5421
2018-11-09,-11.3636
2018-11-12,1.5385
2018-11-13,-2.8283
2018-11-14,1.8711
2018-11-15,2.0408
2018-11-16,1.2
2018-11-19,-0.5929
2018-11-20,-9.0457
2018-11-21,1.4208
2018-11-23,5.6034
2018-11-26,-1.1224
2018-11-27,-0.8256
2018-11-28,-1.1446
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,0.5789
2018-12-04,-24.9608
2018-12-06,11.2971
2018-12-07,-5.6391
2018-12-10,-0.3984
2018-12-11,-6.6667
2018-12-12,0.0
2018-12-13,-6.4286
2018-12-14,-0.7634
2018-12-17,2.7692
2018-12-18,-3.5928
2018-12-19,0.9317
2018-12-20,-6.1538
2018-12-21,-1.6393
2018-12-24,2.5
2018-12-26,3.5772
2018-12-27,-5.3375
2018-12-28,0.3317
2018-12-31,1.4876
2019-01-02,-2.2801
2019-01-03,0.8333
2019-01-04,12.0661
2019-01-07,3.2448
2019-01-08,36.4286
2019-01-09,0.733
2019-01-10,2.2869
2019-01-11,0.6098
2019-01-14,-1.1111
2019-01-15,-4.9030000000000005
2019-01-16,-8.4855
2019-01-17,-4.108
2019-01-18,-7.8335
2019-01-22,2.7968
2019-01-23,4.6431000000000004
2019-01-24,8.642
2019-01-25,-1.1364
2019-01-28,-2.4414
2019-01-29,6.3905
2019-01-30,-2.4363
2019-01-31,-0.681
2019-02-01,0.2286
2019-02-04,6.9555
2019-02-05,-4.0512
