ticker,HRGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-14,-1.3912
2017-07-17,-0.083
2017-07-18,-0.7475
2017-07-19,0.3347
2017-07-20,0.0
2017-07-21,-1.5847
2017-07-24,0.4237
2017-07-25,-0.0844
2017-07-26,0.5068
2017-07-27,-0.4202
2017-07-28,-0.4219
2017-07-31,-0.1695
2017-08-01,0.9338
2017-08-02,-0.7569
2017-08-03,-0.1695
2017-08-04,-0.2547
2017-08-07,0.2553
2017-08-08,-0.2547
2017-08-09,-0.4255
2017-08-10,-0.3419
2017-08-11,-0.5146
2017-08-14,0.0862
2017-08-15,1.1197
2017-08-16,-0.3407
2017-08-17,0.0
2017-08-23,-0.4274
2017-08-24,0.0
2017-08-25,0.3433
2017-08-28,0.0
2017-08-29,-0.5988
2017-08-30,0.2582
2017-08-31,0.6009
2017-09-01,-0.1706
2017-09-05,0.1709
2017-09-07,-0.9386
2017-09-11,0.6029
2017-09-12,1.8836
2017-09-13,-0.8403
2017-09-14,0.0
2017-09-15,0.4237
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,-1.6034000000000002
2017-09-21,0.3431
2017-09-22,-0.4274
2017-09-26,0.0
2017-09-27,0.0
2017-09-29,0.0858
2017-10-02,-0.9434
2017-10-03,0.0
2017-10-04,-0.2597
2017-10-05,-0.0868
2017-10-06,0.3475
2017-10-09,0.7619
2017-10-12,-1.1858
2017-10-13,-0.1739
2017-10-16,0.0
2017-10-18,-0.2613
2017-10-19,-0.8734
2017-10-23,2.2026
2017-10-24,-2.569
2017-10-26,-0.0177
2017-10-30,0.885
2017-10-31,0.0
2017-11-03,0.0
2017-11-06,-0.8772
2017-11-07,2.8319
2017-11-08,0.2582
2017-11-10,0.8584
2017-11-14,-3.4043
2017-11-15,0.4405
2017-11-20,0.0
2017-11-21,-0.8772
2017-11-27,1.3274
2017-11-28,-1.31
2017-11-30,0.885
2017-12-01,0.0
2017-12-04,0.4386
2017-12-06,-0.0873
2017-12-07,-0.3497
2017-12-08,0.4386
2017-12-11,-0.8734
2017-12-12,0.8811
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,-0.4367
2017-12-18,0.0
2017-12-19,0.8772
2017-12-20,0.3478
2017-12-21,-0.3466
2017-12-22,0.0
2017-12-26,2.1739
2017-12-27,0.0
2017-12-28,-2.9787
2017-12-29,4.8246
2018-01-02,2.5105
2018-01-03,-2.0408
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,-0.4167
2018-01-11,0.4184
