ticker,HRGG US Equity
2018-01-12,0.8333
2018-01-16,1.2397
2018-01-17,-0.4082
2018-01-18,-0.8197
2018-01-19,0.0
2018-01-22,0.0
2018-01-24,0.0
2018-01-25,0.6612
2018-01-26,0.1642
2018-01-29,0.0
2018-01-30,-0.4098
2018-01-31,0.0
2018-02-02,-0.4115
2018-02-05,0.0
2018-02-06,0.1653
2018-02-08,-0.4125
2018-02-09,-0.58
2018-02-12,0.0
2018-02-13,-0.8333
2018-02-14,0.0
2018-02-15,-1.2605
2018-02-20,-0.4255
2018-02-21,-0.2564
2018-02-22,-0.0857
2018-02-26,0.0
2018-03-05,-0.3431
2018-03-06,0.0
2018-03-07,1.1188
2018-03-08,0.3234
2018-03-12,3.9192
2018-03-14,0.4082
2018-03-15,0.813
2018-03-16,0.8065
2018-03-21,-0.16
2018-03-26,-3.8462
2018-04-06,0.0
2018-04-11,0.0
2018-04-12,4.0
2018-04-19,-5.4487
2018-04-24,0.0
2018-04-26,1.6949
2018-04-27,-1.6667
2018-04-30,0.8475
2018-05-02,0.9244
2018-05-04,0.3331
2018-05-08,0.0
2018-05-09,-1.6598000000000002
2018-05-15,1.6878
2018-05-17,-0.4149
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,1.25
2018-05-24,-1.2346
2018-05-30,0.0
2018-05-31,0.0
2018-06-04,0.0
2018-06-05,2.0833
2018-06-08,0.8163
2018-06-11,-0.8097
2018-06-12,0.0
2018-06-13,0.0
2018-06-20,0.0
2018-06-22,0.8163
2018-06-28,1.0526
2018-06-29,0.0
2018-07-05,0.0801
2018-07-06,-1.9215
2018-07-09,0.0
2018-07-12,1.9592
2018-07-13,0.8807
2018-07-16,-0.1587
2018-07-19,0.0
2018-07-23,-1.8283
2018-07-24,0.0
2018-07-25,1.6194
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,-0.3984
2018-08-01,0.0
2018-08-02,-0.56
2018-08-03,-0.2414
2018-08-06,0.2419
2018-08-09,-0.6436
2018-08-10,0.0
2018-08-13,-0.4049
2018-08-15,0.4065
2018-08-16,1.0526
2018-08-31,-0.5609
2018-09-05,0.1612
2018-09-10,0.0805
2018-09-13,0.0804
2018-09-17,0.0
2018-09-20,0.0
2018-09-26,0.0
2018-09-27,0.5622
2018-09-28,0.2396
2018-10-01,1.992
2018-10-02,0.3906
2018-10-03,0.0
2018-10-04,-0.3891
2018-10-05,0.3906
2018-10-08,1.1673
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-16,-1.1538
2018-10-18,0.0
2018-10-19,0.3891
2018-10-22,-0.7752
2018-10-23,-0.7813
2018-10-24,-0.3937
2018-10-26,0.0
2018-10-29,0.7905
2018-10-30,-1.0196
2018-10-31,0.7924
2018-11-01,-0.1572
2018-11-02,-0.3937
2018-11-06,0.0
2018-11-09,0.5534
2018-11-12,0.0
2018-11-14,-0.1572
2018-11-15,-0.1575
2018-11-16,0.0
2018-11-20,-0.0789
2018-11-21,0.0
2018-11-26,0.6314
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.3137
2018-12-03,0.2346
2018-12-04,-0.468
2018-12-06,0.0784
2018-12-10,0.1175
2018-12-11,-0.7431
2018-12-13,1.0244
2018-12-14,-0.936
2018-12-19,-1.1811
2018-12-21,-0.3984
2018-12-24,0.0
2018-12-26,-0.4
2018-12-28,1.2048
2018-12-31,1.5873
2019-01-02,-0.7813
2019-01-07,-0.315
2019-01-08,0.3318
2019-01-09,-0.3307
2019-01-17,-0.316
2019-01-22,1.0301
2019-01-23,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.0784
2019-02-05,0.0
2019-02-08,0.3135
2019-02-11,-0.2344
2019-02-13,0.0705
2019-02-14,0.1643
2019-02-19,0.3125
2019-02-20,0.0779
2019-02-21,-0.2335
2019-02-25,0.0
2019-03-01,0.0
2019-03-04,0.078
2019-03-05,0.0779
2019-03-06,0.0779
2019-03-07,-0.1556
2019-03-08,0.0
2019-03-13,0.0
2019-03-15,0.0
2019-03-19,0.0
2019-03-21,0.0
2019-03-25,0.0
2019-03-28,0.5456
2019-04-01,-0.3101
2019-04-04,1.0886
2019-04-05,-1.1538
2019-04-08,0.0
2019-04-10,0.0
2019-04-12,-0.1556
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-23,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.4677
2019-05-01,-0.3103
2019-05-02,0.3891
2019-05-06,0.0
2019-05-07,-0.3101
2019-05-09,0.311
2019-05-14,0.0
2019-05-15,0.0
2019-05-20,-0.155
2019-05-23,-0.0776
2019-05-29,0.0
2019-05-30,-0.5439
2019-06-04,-0.2344
2019-06-05,0.0
2019-06-07,0.0
2019-06-13,0.0
2019-06-18,0.0783
2019-06-19,1.7214
2019-07-05,-1.6923
2019-07-08,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-17,0.0
2019-07-19,-0.313
2019-07-23,0.0785
2019-07-24,-0.3137
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.3147
2019-08-02,-0.3137
2019-08-12,-0.3934
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-29,0.0
2019-08-30,0.237
2019-09-10,-0.2364
2019-09-18,0.0
2019-09-20,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-15,0.0
2019-10-22,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-05,0.0
2019-11-08,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-19,0.079
2019-11-20,0.2368
2019-11-26,0.3937
2019-11-29,0.0
2019-12-03,-0.2353
2019-12-04,0.0
2019-12-05,0.1572
2019-12-12,0.0
2019-12-16,0.0
2019-12-18,0.0
2019-12-23,0.157
2019-12-24,0.0
2019-12-26,0.3135
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,0.0781
2020-01-06,1.4832
2020-01-09,3.8462
2020-01-14,0.0
2020-01-17,-3.7037
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,1.9231
2020-01-27,0.0
2020-01-29,-1.8868
2020-02-04,0.0
2020-02-05,-0.1538
2020-02-06,0.1541
2020-02-12,-0.3846
2020-02-13,-0.3861
2020-02-18,0.0
2020-02-24,1.5504
2020-02-26,-0.7634
2020-02-27,-0.7692
2020-02-28,0.0
2020-03-02,0.0
2020-03-06,-1.2403
2020-03-09,-7.3783
2020-03-10,0.0
2020-03-11,-8.0508
2020-03-12,-10.9677
2020-03-13,3.5197000000000003
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,-2.1
2020-03-19,1.6343
2020-03-20,2.5126
2020-03-23,-6.3725
2020-03-24,1.7801
2020-03-25,0.3086
2020-03-26,7.6923
2020-03-27,-2.3810000000000002
2020-03-31,-1.4634
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,1.4851
2020-04-13,0.0
2020-04-14,0.0
2020-04-16,-1.4634
2020-04-17,0.0
2020-04-22,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.9901
2020-04-29,5.2941
2020-05-05,-0.4655
2020-05-07,-3.5547
2020-05-12,-0.582
2020-05-13,5.2683
2020-05-18,-5.468
2020-05-19,4.7059
2020-05-20,-4.9625
2020-05-21,5.4187
2020-06-03,2.1495
2020-06-05,5.215
2020-06-08,-8.6957
2020-06-10,7.7143
2020-06-17,-7.1618
2020-06-18,2.3810000000000002
2020-06-24,-1.8605
2020-06-26,-0.4739
2020-06-29,-2.3810000000000002
2020-06-30,-1.9512
2020-07-02,-0.4975
2020-07-06,1.5
2020-07-07,0.0
2020-07-08,9.4581
2020-07-09,-9.901
2020-07-14,4.8951
2020-07-15,4.5714
2020-07-16,2.8233
2020-07-17,0.3543
2020-07-21,-11.474
2020-07-22,-2.5922
2020-07-29,2.3541
2020-07-31,2.5
