ticker,BRMK US Equity
2018-11-21,-0.3018
2018-11-23,0.3027
2018-11-26,-0.2012
2018-11-27,0.3024
2018-11-28,-0.1005
2018-11-29,0.0
2018-11-30,-0.1006
2018-12-03,-0.1007
2018-12-04,0.504
2018-12-06,-0.3009
2018-12-07,0.2012
2018-12-10,-0.4016
2018-12-11,0.504
2018-12-12,-0.1003
2018-12-13,-0.3012
2018-12-14,0.4028
2018-12-17,-0.3009
2018-12-18,-0.4024
2018-12-19,0.303
2018-12-20,0.0
2018-12-21,0.1007
2018-12-24,-0.1006
2018-12-26,0.4028
2018-12-27,-0.2006
2018-12-28,0.1005
2018-12-31,0.3012
2019-01-02,-0.3003
2019-01-03,0.1004
2019-01-04,-0.2006
2019-01-07,0.3015
2019-01-08,-0.1002
2019-01-09,0.5015
2019-01-10,-0.0998
2019-01-11,0.0
2019-01-14,0.1998
2019-01-15,-0.0997
2019-01-16,-0.1996
2019-01-18,0.7
2019-01-22,-0.0993
2019-01-23,-0.0994
2019-01-24,0.2985
2019-01-25,-0.0992
2019-01-28,0.2979
2019-01-29,0.099
2019-01-30,-0.0989
2019-01-31,0.0
2019-02-01,-0.099
2019-02-04,-0.0991
2019-02-05,0.496
2019-02-06,0.1974
2019-02-07,0.0
2019-02-08,0.197
2019-02-11,-0.0983
2019-02-12,0.0
2019-02-13,-0.0984
2019-02-14,0.0
2019-02-15,-0.2956
2019-02-20,0.3953
2019-02-25,-0.0984
2019-02-26,-0.197
2019-02-28,0.1974
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,-0.0985
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,0.3945
2019-03-12,-0.0982
2019-03-13,-0.295
2019-03-15,0.1972
2019-03-18,-0.0984
2019-03-19,0.2956
2019-03-20,0.0982
2019-03-21,0.2944
2019-03-22,-0.2935
2019-03-25,0.1963
2019-03-26,-0.0979
2019-03-27,0.1961
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,0.0978
2019-04-02,0.1466
2019-04-03,-0.0488
2019-04-04,-0.1953
2019-04-05,-0.0978
2019-04-08,0.2938
2019-04-09,-0.0977
2019-04-15,0.2933
2019-04-16,-0.2924
2019-04-18,0.6843
2019-04-22,-0.534
2019-04-23,0.4392
2019-04-24,-0.0972
2019-04-26,0.0973
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,-0.0972
2019-05-02,-0.0973
2019-05-03,0.1947
2019-05-06,-0.1944
2019-05-07,-0.1947
2019-05-08,0.0976
2019-05-09,-0.0975
2019-05-10,0.0976
2019-05-13,-0.0975
2019-05-14,0.0
2019-05-16,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0976
2019-05-23,0.0975
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,0.0974
2019-05-30,0.0
2019-05-31,0.1946
2019-06-03,-0.0971
2019-06-04,-0.0972
2019-06-05,0.0973
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0972
2019-06-14,0.1942
2019-06-17,-0.1938
2019-06-19,0.0971
2019-06-20,-0.097
2019-06-21,0.1942
2019-06-24,0.0
2019-06-26,0.2907
2019-06-27,-0.3865
2019-06-28,-0.097
2019-07-01,0.1942
2019-07-09,0.1938
2019-07-11,0.0
2019-07-12,-0.0967
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.1936
2019-07-19,-0.1932
2019-07-22,0.0
2019-07-24,0.0968
2019-07-25,0.0967
2019-07-29,0.0
2019-07-30,0.1932
2019-07-31,-0.0964
2019-08-01,-0.0965
2019-08-02,0.1005
2019-08-05,-0.1004
2019-08-06,0.0966
2019-08-07,0.0
2019-08-08,0.0
2019-08-12,0.3861
2019-08-13,-0.1923
2019-08-14,0.0963
2019-08-15,-0.2887
2019-08-16,0.2896
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,-0.1925
2019-08-23,0.0964
2019-08-26,-0.0963
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,0.1929
2019-09-05,-0.0962
2019-09-06,0.0
2019-09-09,0.0963
2019-09-10,-0.0962
2019-09-11,0.0963
2019-09-12,0.1925
2019-09-13,-0.0961
2019-09-16,0.0
2019-09-17,0.2885
2019-09-18,-0.0479
2019-09-19,-0.048
2019-09-20,0.1919
2019-09-23,0.0
2019-09-24,-0.0479
2019-09-25,0.0479
2019-09-26,-0.0479
2019-09-27,0.0479
2019-09-30,0.0
2019-10-01,-0.1916
2019-10-02,0.096
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,0.0959
2019-10-08,-0.1916
2019-10-09,0.096
2019-10-10,0.0959
2019-10-11,0.1916
2019-10-14,0.0
2019-10-15,0.2868
2019-10-16,0.0
2019-10-17,-0.0953
2019-10-18,0.1908
2019-10-21,-0.1905
2019-10-22,-0.0954
2019-10-23,0.2865
2019-10-24,-0.0952
2019-10-25,0.0
2019-10-28,-0.0953
2019-10-29,0.0954
2019-10-30,-0.0953
2019-10-31,0.0954
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,-0.286
2019-11-07,0.0956
2019-11-08,1.2416
2019-11-11,0.3774
2019-11-12,0.188
2019-11-13,1.5947
2019-11-14,1.5697
2019-11-15,-0.4545
2019-11-18,-0.1826
2019-11-19,-0.183
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.7333
2019-11-25,1.3649
2019-11-26,-0.3591
2019-11-27,0.2703
2019-11-29,0.2695
2019-12-02,1.7025000000000001
2019-12-03,0.3524
2019-12-04,0.6146
2019-12-05,2.5305
2019-12-06,2.5532
2019-12-09,3.3195
2019-12-10,-2.8916
2019-12-11,-1.8197
2019-12-12,0.0
2019-12-13,0.7582
2019-12-16,-2.5084
2019-12-17,3.3448
2019-12-18,0.4979
2019-12-19,1.9818
2019-12-20,0.7287
2019-12-23,0.2412
2019-12-24,0.401
2019-12-26,1.0383
2019-12-27,0.3162
2019-12-30,1.0244
2019-12-31,0.3937
2020-01-02,-0.9412
2020-01-03,-0.2375
2020-01-06,0.4762
2020-01-07,0.237
2020-01-08,-0.3152
2020-01-09,0.0791
2020-01-10,-2.3697
2020-01-13,-1.2945
2020-01-14,-0.1639
2020-01-15,-0.4926
2020-01-16,0.165
2020-01-17,0.8237
2020-01-21,1.8791
2020-01-22,0.9623
2020-01-23,0.7149
2020-01-24,0.2366
2020-01-27,-0.0787
2020-01-28,0.2362
2020-01-29,0.0786
2020-01-30,0.3925
2020-01-31,-1.1802
2020-02-03,-0.4777
2020-02-04,0.0
2020-02-05,0.48
2020-02-06,-0.7962
2020-02-07,0.5618
2020-02-10,0.1596
2020-02-11,0.239
2020-02-12,0.3975
2020-02-13,0.6334
2020-02-14,-0.1574
2020-02-18,0.0
2020-02-19,-0.3152
2020-02-20,0.3953
2020-02-21,0.2362
2020-02-24,-1.0998
2020-02-25,-2.3034
2020-02-26,-0.5691
2020-02-27,-3.5159000000000002
2020-02-28,-3.5836
2020-03-02,-0.7965
2020-03-03,-0.8921
2020-03-04,0.8101
2020-03-05,-2.0536
2020-03-06,-1.2762
2020-03-09,-15.604800000000001
2020-03-10,2.407
2020-03-11,-7.1581
2020-03-12,-16.2255
2020-03-13,16.7582
2020-03-16,-12.8235
2020-03-17,2.0243
2020-03-18,-17.328
2020-03-19,16.64
2020-03-20,-8.5048
2020-03-23,-12.7436
2020-03-24,10.1375
2020-03-25,20.2808
2020-03-26,0.1297
2020-03-27,0.6477
2020-03-30,-6.5637
2020-03-31,4.7354
2020-04-01,-1.8617
2020-04-02,-1.4905
2020-04-03,-7.7029
2020-04-06,4.3219
2020-04-07,0.0
2020-04-08,7.1429
2020-04-09,4.6667
2020-04-13,-3.0573
2020-04-14,-4.7306
2020-04-15,-1.5171999999999999
2020-04-16,1.2605
2020-04-17,4.7026
2020-04-20,-1.0568
2020-04-21,0.0
2020-04-22,2.6702
2020-04-23,2.4707
2020-04-24,0.2538
2020-04-27,0.8861
2020-04-28,-0.5019
2020-04-29,3.1526
2020-04-30,0.8621
2020-05-01,-1.8315000000000001
2020-05-04,2.2388
2020-05-05,-0.1217
2020-05-06,-3.2887
2020-05-07,0.0
2020-05-08,4.534
2020-05-11,-1.8072
2020-05-12,-2.6994
2020-05-13,-3.0265
2020-05-14,-4.1612
2020-05-15,-0.9498
2020-05-18,3.0137
2020-05-19,2.3936
2020-05-20,-0.1299
2020-05-21,1.8205
2020-05-22,0.5109
2020-05-26,2.033
2020-05-27,6.2267
2020-05-28,1.6413
2020-05-29,1.5099
2020-06-01,3.2037
2020-06-02,1.9956
2020-06-03,5.9783
2020-06-04,1.5385
2020-06-05,-3.3333
2020-06-08,3.1348
2020-06-09,0.2026
2020-06-10,-0.7078
2020-06-11,-7.5356
2020-06-12,6.2775
2020-06-15,-0.1036
2020-06-16,2.2822
2020-06-17,0.3043
2020-06-18,3.1345
2020-06-19,3.2353
2020-06-22,-3.9886
2020-06-23,-0.2967
2020-06-24,-2.7778
2020-06-25,3.5714
2020-06-26,-10.3448
2020-06-29,6.2637
2020-06-30,-1.4567999999999999
2020-07-01,-0.8448
2020-07-02,-0.5325
2020-07-06,-1.0707
2020-07-07,-3.4632
2020-07-08,2.2422
2020-07-09,-4.2763
2020-07-10,2.52
2020-07-13,-1.0056
2020-07-14,2.4831
2020-07-15,1.6520000000000001
2020-07-16,0.6501
2020-07-17,0.9688
2020-07-20,-1.5991
2020-07-21,0.1083
2020-07-22,3.0303
2020-07-23,0.6303
2020-07-24,-4.2797
2020-07-27,1.6358000000000001
2020-07-28,0.2146
2020-07-29,0.2141
2020-07-30,-0.7479
2020-07-31,-0.1083
