ticker,BRMK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-01,0.2053
2018-06-05,-0.1025
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,-0.1026
2018-06-11,0.0513
2018-06-12,0.0513
2018-06-13,-0.2051
2018-06-14,0.2055
2018-06-18,-0.1026
2018-06-19,0.308
2018-06-20,0.1024
2018-06-21,-0.001
2018-06-22,0.001
2018-06-25,-0.1022
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.1024
2018-06-29,-0.1022
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.1883
2018-07-10,0.1185
2018-07-11,-0.102
2018-07-13,0.0
2018-07-16,0.3064
2018-07-17,-0.2047
2018-07-23,0.001
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,-0.102
2018-07-27,-0.2043
2018-07-30,0.2037
2018-07-31,-0.0317
2018-08-01,0.0327
2018-08-02,-0.0613
2018-08-03,0.1635
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-13,0.102
2018-08-15,-0.1019
2018-08-16,0.0
2018-08-17,0.2041
2018-08-20,0.0
2018-08-21,-0.1018
2018-08-22,-0.1019
2018-08-23,0.102
2018-08-24,-0.2039
2018-08-27,0.1021
2018-08-28,-0.102
2018-08-29,0.1021
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,0.102
2018-09-05,0.1019
2018-09-06,0.2037
2018-09-07,-0.1016
2018-09-10,-0.1017
2018-09-11,0.1018
2018-09-13,-0.1017
2018-09-14,-0.2037
2018-09-17,-0.4082
2018-09-18,0.3074
2018-09-19,0.0
2018-09-20,0.3064
2018-09-21,-0.2037
2018-09-24,0.2041
2018-09-25,-0.4073
2018-09-28,0.5112
2018-10-02,0.1017
2018-10-04,-0.2033
2018-10-05,0.0
2018-10-09,0.0
2018-10-10,-0.1018
2018-10-11,0.0
2018-10-12,-0.1019
2018-10-15,0.102
2018-10-16,-0.2039
2018-10-17,0.1021
2018-10-18,0.5102
2018-10-19,-0.203
2018-10-22,-0.2035
2018-10-23,0.2039
2018-10-25,0.2035
2018-10-26,-0.1015
2018-10-31,0.4065
2018-11-01,-0.3036
2018-11-02,0.203
2018-11-05,-0.3029
2018-11-06,0.4055
2018-11-07,-0.2024
2018-11-08,0.0
2018-11-09,0.3043
2018-11-12,0.2022
2018-11-13,-0.1009
2018-11-14,-0.101
2018-11-15,-0.1011
2018-11-16,0.1012
2018-11-19,0.2022
2018-11-20,0.3027
