ticker,MCPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,7.9365
2000-01-11,-9.9265
2000-01-12,-6.5306
2000-01-14,4.8035
2000-01-28,-5.0
2000-02-04,16.4021
2000-02-29,-13.6364
2000-03-02,-3.5088
2000-06-01,-3.1079
2000-06-05,5.6604
2000-07-13,0.0
2000-07-19,6.25
2000-08-11,-3.7161999999999997
2000-08-28,0.0
2000-08-31,1.7544
2000-09-07,4.3103
2000-09-08,0.8264
2000-09-25,-0.8197
2000-09-26,0.0
2000-10-26,0.0
2000-11-08,46.1794
2000-12-11,-30.1136
2000-12-28,-2.439
2001-02-14,7.2027
2001-02-15,6.25
2001-03-08,-10.2941
2001-03-13,-2.459
2001-03-14,-0.8403
2001-04-24,-1.6949
2001-06-14,7.4523
2001-06-18,61.2903
2001-10-04,-35.743
2001-10-10,0.625
2001-10-11,24.2236
2001-12-18,-18.7626
2001-12-19,0.3096
2002-02-11,23.6318
2002-02-19,-9.4567
2002-03-27,5.5556
2002-06-07,7.2564
2002-06-20,32.0988
2002-07-23,-19.4393
2002-09-11,12.1495
2002-09-23,11.4583
2002-10-08,-17.757
2002-10-10,17.7273
2002-10-15,-3.4749
2002-10-31,7.6
2003-02-28,9.0226
2003-03-03,10.3448
2003-03-04,-9.375
2003-03-06,3.4483
2003-03-12,-3.3333
2003-03-25,3.4138
2003-04-01,-3.3011
2003-04-08,8.5862
2003-04-23,-4.7317
2003-04-24,0.0
2003-04-28,-3.3333
2003-05-09,-0.3466
2003-05-22,-0.8696
2003-05-27,-0.8772
2003-05-29,2.6549
2003-05-30,-1.7241
2003-06-11,9.6491
2003-07-09,-9.6
2003-07-10,0.0
2003-07-11,4.0708
2003-07-22,-3.9116
2003-07-28,2.6549
2003-08-01,-2.0118
2003-08-21,13.2743
2003-09-29,-2.3438
2003-10-14,2.24
2003-10-30,0.1565
2003-11-04,0.0
2003-11-05,7.8125
2003-11-06,-0.2319
2003-12-01,-3.6496
2003-12-18,4.5455
2004-01-02,-0.7246
2004-01-12,5.1095
2004-01-13,8.3333
2004-01-16,0.0
2004-01-22,1.2821
2004-03-02,1.4493
2004-03-16,-11.9799
2004-04-02,1.7938
2004-04-05,4.8951
2004-06-02,-0.0804
2004-06-07,1.8767
2004-06-08,0.0
2004-06-14,-1.9737
2004-07-23,7.3826
2004-08-06,-4.5226
2004-08-11,-1.1842
2004-08-18,-0.1332
2004-08-19,1.3333
2004-08-23,-0.1316
2004-08-25,0.0
2004-08-26,0.1318
