ticker,ALLK US Equity
2018-12-10,0.0319
2018-12-11,-1.8195999999999999
2018-12-12,0.4064
2018-12-13,-2.9469
2018-12-14,1.2679
2018-12-17,-6.6556999999999995
2018-12-18,-1.4825
2018-12-19,-15.4962
2018-12-20,6.5084
2018-12-21,-4.9164
2018-12-24,2.0724
2018-12-26,8.5521
2018-12-27,-2.0404
2018-12-28,1.1379
2018-12-31,-0.3242
2019-01-02,-0.5357
2019-01-03,-5.0971
2019-01-04,-4.2156
2019-01-07,-7.8502
2019-01-08,-1.0563
2019-01-09,4.4326
2019-01-10,4.2667
2019-01-11,1.3427
2019-01-14,-2.9443
2019-01-15,-5.4821
2019-01-16,-1.9945
2019-01-17,-1.5439
2019-01-18,0.8791
2019-01-22,-3.0853
2019-01-23,4.1068999999999996
2019-01-24,0.7003
2019-01-25,3.8711
2019-01-28,-4.374
2019-01-29,-7.7013
2019-01-30,-1.3654
2019-01-31,2.4096
2019-02-01,1.3767
2019-02-04,-0.9877
2019-02-05,-0.9227
2019-02-06,0.6544
2019-02-07,1.7753999999999999
2019-02-08,-1.5725
2019-02-11,-10.4593
2019-02-12,-5.7987
2019-02-13,2.9003
2019-02-14,1.4093
2019-02-15,-1.1628
2019-02-19,0.4017
2019-02-20,3.8011
2019-02-21,-3.1938
2019-02-22,7.1672
2019-02-25,5.414
2019-02-26,0.5287
2019-02-27,5.1841
2019-02-28,-4.8571
2019-03-01,5.7808
2019-03-04,-3.9035
2019-03-05,-1.354
2019-03-06,-6.4886
2019-03-07,-0.9608
2019-03-08,-0.7545
2019-03-11,6.5707
2019-03-12,-0.3567
2019-03-13,1.4574
2019-03-14,-2.9234
2019-03-15,2.2066
2019-03-18,0.762
2019-03-19,-1.1848
2019-03-20,-2.8571
2019-03-21,-0.1576
2019-03-22,-4.5239
2019-03-25,1.1019
2019-03-26,6.703
2019-03-27,2.9877000000000002
2019-03-28,0.5455
2019-03-29,-0.1233
2019-04-01,5.1605
2019-04-02,-0.6809
2019-04-03,-0.1655
2019-04-04,-0.9709
2019-04-05,3.1803
2019-04-08,0.4403
2019-04-09,-5.4684
2019-04-10,-2.7337
2019-04-11,-2.2585
2019-04-12,-2.9782
2019-04-15,-0.5028
2019-04-16,-1.6223
2019-04-17,-2.6764
2019-04-18,4.5833
2019-04-22,-0.1062
2019-04-23,4.2276
2019-04-24,-2.7551
2019-04-25,1.8888
2019-04-26,4.5829
2019-04-29,3.3481
2019-04-30,-6.5984
2019-05-01,-3.8510999999999997
2019-05-02,-1.7241
2019-05-03,2.3212
2019-05-06,5.3812
2019-05-07,-2.1527
2019-05-08,3.4792
2019-05-09,4.3263
2019-05-10,0.0
2019-05-13,-3.5545
2019-05-14,2.2113
2019-05-15,0.1202
2019-05-16,2.6651
2019-05-17,1.0758
2019-05-20,-0.0694
2019-05-21,3.5656
2019-05-22,-1.6543999999999999
2019-05-23,-0.7274
2019-05-24,1.5571000000000002
2019-05-28,0.4059
2019-05-29,-3.1889
2019-05-30,-7.8172
2019-05-31,-1.3588
2019-06-03,2.1684
2019-06-04,-0.6742
2019-06-05,0.4525
2019-06-06,0.1001
2019-06-07,1.4
2019-06-10,1.43
2019-06-11,-0.4861
2019-06-12,0.342
2019-06-13,0.3895
2019-06-14,1.9156
2019-06-17,3.0217
2019-06-18,2.6559
2019-06-19,-0.7199
2019-06-20,1.133
2019-06-21,-0.8739
2019-06-24,-7.0072
2019-06-25,-1.7744
2019-06-26,0.9404
2019-06-27,3.3342
2019-06-28,2.7995
2019-07-01,1.2924
2019-07-02,-2.005
2019-07-03,1.116
2019-07-05,-2.4833
2019-07-08,-4.2679
2019-07-09,-4.6305
2019-07-10,-3.8481
2019-07-11,-4.9423
2019-07-12,1.3281
2019-07-15,0.2789
2019-07-16,-8.4538
2019-07-17,-1.3062
2019-07-18,-2.2161
2019-07-19,-0.598
2019-07-22,0.4117
2019-07-23,2.8698
2019-07-24,2.2685
2019-07-25,0.4197
2019-07-26,1.2537
2019-07-29,1.9163000000000001
2019-07-30,0.6653
2019-07-31,-0.0862
2019-08-01,-6.5574
2019-08-02,-4.586
2019-08-05,110.5161
2019-08-06,21.7744
2019-08-07,10.1044
2019-08-08,-4.2171
2019-08-09,1.2767
2019-08-12,3.8054
2019-08-13,-0.5788
2019-08-14,-4.1096
2019-08-15,-0.7857
2019-08-16,6.4555
2019-08-19,0.4509
2019-08-20,-1.2567
2019-08-21,1.9659
2019-08-22,-2.4852
2019-08-23,-1.0857
2019-08-26,0.9821
2019-08-27,0.286
2019-08-28,-0.9698
2019-08-29,1.2212
2019-08-30,0.6829
2019-09-03,-4.2957
2019-09-04,-0.9568
2019-09-05,1.3715
2019-09-06,0.3765
2019-09-09,-8.2747
2019-09-10,3.6034
2019-09-11,2.5654
2019-09-12,0.5772
2019-09-13,2.1282
2019-09-16,-0.1405
2019-09-17,-1.2192
2019-09-18,-3.4417
2019-09-19,1.647
2019-09-20,5.6469000000000005
2019-09-23,-4.8873
2019-09-24,-2.0457
2019-09-25,0.2088
2019-09-26,-3.1507
2019-09-27,0.0886
2019-09-30,-0.5565
2019-10-01,1.2845
2019-10-02,2.8629
2019-10-03,-1.3916
2019-10-04,-4.2461
2019-10-07,-9.373
2019-10-08,-5.1355
2019-10-09,-0.015
2019-10-10,1.3686
2019-10-11,-0.7864
2019-10-14,-0.2094
2019-10-15,4.8554
2019-10-16,1.9437
2019-10-17,2.4814
2019-10-18,-0.6703
2019-10-21,1.1431
2019-10-22,0.5719
2019-10-23,-1.6112
2019-10-24,-4.5136
2019-10-25,1.1961
2019-10-28,4.9843
2019-10-29,0.3798
2019-10-30,-1.1622
2019-10-31,-6.2073
2019-11-01,3.4257
2019-11-04,-1.339
2019-11-05,2.4571
2019-11-06,-4.2805
2019-11-07,4.1078
2019-11-08,4.5614
2019-11-11,-1.2846
2019-11-12,1.6538
2019-11-13,0.1334
2019-11-14,1.4383
2019-11-15,-4.5293
2019-11-18,5.2668
2019-11-19,6.6754
2019-11-20,8.4742
2019-11-21,-5.1027
2019-11-22,3.5213
2019-11-25,4.2864
2019-11-26,2.9862
2019-11-27,3.7020999999999997
2019-11-29,-1.9809999999999999
2019-12-02,1.0316
2019-12-03,-0.0417
2019-12-04,43.5585
2019-12-05,-10.651299999999999
2019-12-06,-4.6319
2019-12-09,3.1612
2019-12-10,-0.1487
2019-12-11,0.3061
2019-12-12,3.8842
2019-12-13,-2.2069
2019-12-16,1.7372
2019-12-17,5.7448
2019-12-18,-9.9977
2019-12-19,-7.9477
2019-12-20,-0.9472
2019-12-23,-5.7926
2019-12-24,-0.0195
2019-12-26,-1.884
2019-12-27,-2.8057
2019-12-30,-1.6276000000000002
2019-12-31,-0.77
2020-01-02,-2.1707
2020-01-03,0.1072
2020-01-06,-1.5312000000000001
2020-01-07,-2.7403
2020-01-08,0.0671
2020-01-09,-1.2961
2020-01-10,-0.2377
2020-01-13,-6.3089
2020-01-14,-0.6055
2020-01-15,0.7798
2020-01-16,1.741
2020-01-17,-1.2833999999999999
2020-01-21,-0.5658
2020-01-22,0.7869
2020-01-23,-9.1652
2020-01-24,-7.5774
2020-01-27,5.3083
2020-01-28,5.231
2020-01-29,-2.5307
2020-01-30,2.0533
2020-01-31,-6.2825
2020-02-03,2.5484999999999998
2020-02-04,-0.0675
2020-02-05,3.6221
2020-02-06,-8.1388
2020-02-07,-0.9939
2020-02-10,0.0
2020-02-11,-3.7
2020-02-12,2.3232
2020-02-13,1.7319
2020-02-14,-5.1073
2020-02-18,-4.1459
2020-02-19,0.0472
2020-02-20,0.393
2020-02-21,2.7560000000000002
2020-02-24,-0.4115
2020-02-25,-1.0406
2020-02-26,-4.1441
2020-02-27,0.3065
2020-02-28,0.2412
2020-03-02,5.0858
2020-03-03,-2.8092
2020-03-04,4.2727
2020-03-05,-10.3043
2020-03-06,3.1575
2020-03-09,-3.4516
2020-03-10,6.054
2020-03-11,-7.2985
2020-03-12,-11.2521
2020-03-13,1.6815
2020-03-16,-10.5303
2020-03-17,4.6739
2020-03-18,8.1185
2020-03-19,11.3385
2020-03-20,-0.6576
2020-03-23,-3.9036
2020-03-24,4.4154
2020-03-25,-13.9208
2020-03-26,-0.4913
2020-03-27,-5.3318
2020-03-30,-6.6124
2020-03-31,-0.6254
2020-04-01,-1.0115
2020-04-02,3.0654
2020-04-03,-0.8372
2020-04-06,6.9762
2020-04-07,2.1391
2020-04-08,10.8377
2020-04-09,15.556799999999999
2020-04-13,-0.4763
2020-04-14,3.956
2020-04-15,-5.6928
2020-04-16,-0.8298
2020-04-17,3.4619
2020-04-20,3.8693
2020-04-21,-2.5038
2020-04-22,0.6107
2020-04-23,1.2918
2020-04-24,7.4216
2020-04-27,4.9349
2020-04-28,-12.5477
2020-04-29,2.7667
2020-04-30,-0.2578
2020-05-01,-8.5158
2020-05-04,-4.3052
2020-05-05,3.4914
2020-05-06,-2.1316
2020-05-07,5.2993
2020-05-08,2.3127
2020-05-11,19.4206
2020-05-12,-5.3053
2020-05-13,-7.6998999999999995
2020-05-14,-0.4423
2020-05-15,3.6305
2020-05-18,6.0902
2020-05-19,-1.0868
2020-05-20,8.9027
2020-05-21,-3.4666
2020-05-22,2.5861
2020-05-26,-5.2508
2020-05-27,1.6543
2020-05-28,-5.8584
2020-05-29,-6.367
2020-06-01,0.8923
2020-06-02,6.0079
2020-06-03,-4.7756
2020-06-04,-5.2115
2020-06-05,6.4701
2020-06-08,6.96
2020-06-09,-0.3638
2020-06-10,2.809
2020-06-11,-4.6448
2020-06-12,-2.8653
2020-06-15,8.9233
2020-06-16,2.7894
2020-06-17,-1.37
2020-06-18,3.86
2020-06-19,2.5077
2020-06-22,0.3513
2020-06-23,-0.4876
2020-06-24,-2.1859
2020-06-25,3.6347
2020-06-26,-7.2995
2020-06-29,-2.7005
2020-06-30,-1.2641
2020-07-01,-6.3596
2020-07-02,-0.5796
2020-07-06,-0.7025
2020-07-07,1.4752
2020-07-08,2.151
2020-07-09,-2.585
2020-07-10,1.938
2020-07-13,-1.1407
2020-07-14,6.5089
2020-07-15,5.9167
2020-07-16,4.1044
2020-07-17,2.4562
2020-07-20,3.1104
2020-07-21,-0.5962
2020-07-22,-0.5398
2020-07-23,1.4231
2020-07-24,-0.6778
2020-07-27,1.1852
2020-07-28,-4.141
2020-07-29,-1.802
2020-07-30,-2.4761
2020-07-31,-3.2478
