ticker,9977553D US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-11,3.0556
2005-11-14,2.4259
2005-11-15,0.0
2005-11-16,0.5263
2005-11-17,3.5602
2005-11-18,-3.185
2005-11-21,-0.5222
2005-11-22,2.3622
2005-11-23,2.2051
2005-11-25,-0.1505
2005-11-28,1.2563
2005-11-29,0.7444
2005-11-30,0.0
2005-12-01,-2.2167
2005-12-02,-3.4257
2005-12-05,-1.3041
2005-12-06,-0.2643
2005-12-07,2.1198
2005-12-08,-0.0519
2005-12-09,-0.3115
2005-12-12,-0.3125
2005-12-13,4.4932
2005-12-14,-1.05
2005-12-15,-2.7287
2005-12-16,0.5195
2005-12-19,0.7752
2005-12-20,1.2821
2005-12-21,-0.7089
2005-12-22,0.6119
2005-12-23,-0.1521
2005-12-27,-2.3858
2005-12-28,2.4441
2005-12-29,1.9797
2005-12-30,-0.1991
2006-01-03,-2.2943
2006-01-04,-0.4594
2006-01-05,0.4615
2006-01-06,-0.2042
2006-01-09,0.3069
2006-01-10,-0.6119
2006-01-11,0.6157
2006-01-12,-1.8357999999999999
2006-01-13,-1.2468
2006-01-17,0.9995
2006-01-18,0.2604
2006-01-19,2.1818
2006-01-20,0.305
2006-01-23,-0.4055
2006-01-24,1.5267
2006-01-25,0.0
2006-01-26,0.2005
2006-01-27,0.05
2006-01-30,0.05
2006-01-31,-0.2999
2006-02-01,-2.3559
2006-02-02,0.2053
2006-02-03,0.5635
2006-02-06,-0.3057
2006-02-07,-0.6132
2006-02-08,0.0
2006-02-09,0.4627
2006-02-10,1.74
2006-02-13,-0.1509
2006-02-14,-0.1008
2006-02-15,0.8573
2006-02-16,-0.4
2006-02-17,-0.9538
2006-02-21,0.1521
2006-02-22,1.5182
2006-02-23,4.7358
2006-02-24,-0.476
2006-02-27,1.5304
2006-02-28,2.8733
2006-03-01,4.4872
2006-03-02,3.8124000000000002
2006-03-03,-1.5196
2006-03-06,0.1286
2006-03-07,0.5993
2006-03-08,-0.7234
2006-03-09,-2.8718
2006-03-10,-0.1765
2006-03-13,-0.0884
2006-03-14,1.6372
2006-03-15,-2.0897
2006-03-16,-2.2232
2006-03-17,2.0009
2006-03-20,-1.2483
2006-03-21,0.6321
2006-03-22,-0.4486
2006-03-23,-0.8562
2006-03-24,-0.3182
2006-03-27,0.912
2006-03-28,1.0845
2006-03-29,0.5811
2006-03-30,4.4
2006-03-31,-0.1703
2006-04-03,1.194
2006-04-04,-2.4442
2006-04-05,0.1296
2006-04-06,1.3805
