ticker,VBFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-11-01,-1.2346
2000-11-02,5.0
2000-11-03,4.7619
2000-11-09,-7.9545
2000-11-14,3.7037
2000-11-15,7.1429
2000-11-21,-6.6667
2000-11-28,-0.5952
2000-11-30,-0.5988
2000-12-01,0.0
2000-12-05,-1.2048
2000-12-08,-12.1951
2000-12-11,12.5
2000-12-12,0.0
2000-12-13,-11.1111
2000-12-14,11.1111
2000-12-18,-10.0
2000-12-19,2.7778
2000-12-20,-6.7568
2000-12-21,7.2464
2000-12-28,-8.1081
2001-01-02,0.0
2001-01-03,-5.8824
2001-01-11,18.75
2001-02-01,-15.7895
2001-02-02,6.25
2001-02-05,-8.8235
2001-02-07,5.6452
2001-02-14,-8.3969
2001-02-16,-6.6667
2001-02-26,13.392900000000001
2001-03-02,0.0
2001-03-06,1.5748
2001-03-07,10.8527
2001-03-15,-4.8951
2001-03-20,0.0
2001-03-21,5.8824
2001-03-22,-13.8889
2001-03-23,16.129
2001-03-26,-8.3333
2001-03-28,12.8788
2001-04-03,-3.3557
2001-04-20,-5.5556
2001-05-01,-2.9412000000000003
2001-05-02,13.6364
2001-05-17,1.28
2001-05-22,-0.4739
2001-06-22,-4.7619
2001-06-26,2.5556
2001-06-27,-2.4919000000000002
2001-06-29,2.4444
2001-07-02,-2.3861
2001-07-12,0.0
2001-07-13,2.4444
2001-07-18,-13.2321
2001-07-19,0.0
2001-07-23,11.875
2001-08-01,-5.0279
2001-08-02,0.0
2001-08-06,0.0
2001-08-16,8.2353
2001-08-27,-7.6087
2001-08-28,5.8824
2001-09-07,-2.7778
2001-09-10,-2.8571
2001-09-17,0.0
2001-09-19,2.9412000000000003
2001-10-11,2.8571
2001-10-16,5.5556
2001-10-17,-10.526299999999999
2001-10-18,7.6471
2001-10-24,3.2787
2001-10-25,-10.0529
2001-11-07,11.1765
2001-11-08,-2.1164
2001-11-14,-5.4054
2001-11-21,8.5714
2001-11-26,0.0
2001-11-27,-2.6316
2001-12-03,-5.4054
2001-12-07,0.0
2001-12-18,0.0
2001-12-19,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-31,0.0
2002-01-14,14.2857
2002-01-15,-10.0
2002-01-16,8.3333
2002-01-22,-10.2564
2002-01-29,-2.8571
2002-01-30,5.8824
2002-02-05,0.0
2002-02-07,-5.5556
2002-02-08,0.0
2002-02-11,5.8824
2002-02-13,0.0
2002-02-14,-0.5556
2002-02-19,-5.0279
2002-03-08,0.0
