ticker,TRHFD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-08-12,400.0
2015-08-14,2.0
2015-08-17,17.647100000000002
2015-08-18,3.3333
2015-08-19,-1.6129
2015-08-21,-3.2787
2015-08-24,0.0
2015-08-25,-10.1695
2015-08-26,1.8868
2015-08-27,3.7037
2015-08-28,5.3571
2015-09-01,1.6949
2015-09-02,1.6667
2015-09-03,-6.5574
2015-09-04,-1.7544
2015-09-08,7.1429
2015-09-09,1.6667
2015-09-10,1.6393
2015-09-11,1.6129
2015-09-14,3.1746
2015-09-15,1.5385
2015-09-16,4.5455
2015-09-17,2.8986
2015-09-18,2.8169
2015-09-21,2.7397
2015-09-22,1.3333
2015-09-24,0.6579
2015-09-25,0.6536
2015-09-28,1.2987
2015-09-29,1.2821
2015-09-30,1.2658
2015-10-01,-5.0
2015-10-02,-1.3158
2015-10-05,-4.0
2015-10-06,-2.7778
2015-10-07,14.2857
2015-10-08,7.5
2015-10-09,1.1628
2015-10-12,0.0
2015-10-13,1.1494
2015-10-15,2.2727
2015-10-16,0.0
2015-10-19,0.0
2015-10-20,5.5556
2015-10-21,3.1579
2015-10-22,1.0204
2015-10-23,1.0101
2015-10-26,-8.0
2015-10-27,-31.5217
2015-10-28,12.6984
2015-10-29,2.8169
2015-10-30,36.9863
2015-11-02,2.0
2015-11-03,-30.3922
2015-11-04,15.493
2015-11-05,1.2195
2015-11-06,1.8072
2015-11-09,0.5917
2015-11-10,1.1764999999999999
2015-11-11,2.907
2015-11-12,1.6949
2015-11-13,1.6667
2015-11-16,0.5464
2015-11-17,14.1304
2015-11-18,-1.9048
2015-11-19,-1.9417
2015-11-20,-4.9505
2015-11-23,2.0833
2015-11-24,2.0408
2015-11-25,3.0
2015-12-02,-4.8544
2015-12-03,-5.102
2015-12-04,-2.1505
2015-12-07,-0.5495
2015-12-08,-1.6575
2015-12-09,6.7416
2015-12-11,1.5789
2015-12-14,1.5544
2015-12-16,1.0204
2015-12-17,-2.0202
2015-12-21,-10.3093
2015-12-22,12.6437
2015-12-24,1.0204
2015-12-29,-3.0303
2015-12-30,-3.125
2015-12-31,0.8602
2016-01-04,-2.9851
2016-01-05,-12.0879
2016-01-06,2.5
2016-01-07,12.1951
2016-01-08,5.2174
2016-01-13,-11.157
2016-01-19,1.1628
2016-01-20,1.1494
2016-01-21,9.0909
2016-01-22,3.0208
2016-01-25,0.1011
2016-01-27,11.1111
2016-01-28,5.4545
2016-01-29,6.0345
2016-02-01,5.6911000000000005
2016-02-02,2.3077
2016-02-04,4.1353
2016-02-05,5.9928
2016-02-08,2.1798
2016-02-09,2.0
2016-02-10,2.4837
2016-02-11,1.9133
2016-02-17,0.1252
2016-02-18,1.875
2016-02-19,3.0675
2016-02-22,-1.7856999999999998
2016-02-23,-1.9394
2016-02-24,-1.7923
2016-02-26,13.2788
2016-03-01,5.5556
2016-03-02,2.0
2016-03-04,1.3932
2016-03-07,1.7812000000000001
2016-03-08,-3.05
2016-03-11,0.5673
2016-03-14,1.0256
2016-03-15,1.2690000000000001
2016-03-16,-0.7519
2016-03-17,-1.2121
2016-03-18,-23.5685
2016-03-21,33.7793
2016-03-22,0.0
2016-04-04,10.0
2016-04-05,-4.7727
2016-04-06,5.0119
2016-04-07,-3.1818
2016-04-08,3.2864
2016-04-13,4.5455
2016-04-14,-3.0435
2016-05-05,-14.574
2016-05-10,-16.0105
2016-05-11,6.25
2016-05-12,6.4706
2016-05-13,2.2099
2016-05-16,3.2432
2016-05-17,2.356
2016-05-19,-8.9514
2016-05-20,-10.1124
2016-06-06,-12.5
2016-06-09,7.1429
2016-06-14,3.3333
2016-06-28,-35.4839
2016-06-30,0.0
2016-07-11,0.0
2016-07-29,-10.0
2016-08-02,10.5556
2016-08-09,-14.5729
2016-08-15,0.0
2016-08-16,3.5294
2016-08-17,2.2727
2016-09-12,-77.2222
2016-09-13,-2.439
2016-09-16,200.0
2016-09-19,16.6667
2016-09-20,14.2857
2016-09-22,12.5
2016-09-23,-6.8889
2016-09-26,7.3986
2016-09-28,-0.1111
2016-10-20,0.1112
2016-11-04,0.0
2016-11-22,14.4444
2016-11-29,-4.8544
2016-11-30,7.1429
2017-01-13,-14.2857
2017-01-23,0.0
2017-03-20,-66.6667
2017-03-22,166.6667
2017-05-24,-62.5
2018-08-08,-15.0
2018-12-13,9.8039
2018-12-18,0.0
2019-04-16,-10.357099999999999
2020-05-21,-36.255
2020-05-28,12.5
2020-06-01,-38.8889
