ticker,RMNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-03,0.0
2015-09-08,-0.5128
2015-09-10,0.0
2015-09-18,-0.9278
2015-09-21,0.0
2015-09-22,-0.1041
2015-09-24,1.0417
2015-09-25,-0.6186
2015-09-28,0.1037
2015-10-06,-0.4145
2015-10-07,0.0
2015-10-12,0.0
2015-10-13,0.2081
2015-10-15,0.0
2015-10-26,0.7269
2015-10-28,-1.0309
2015-10-29,-0.4167
2015-11-09,1.9874
2015-11-17,-1.2308
2015-11-18,-0.3115
2015-11-19,0.1042
2015-11-24,-0.1041
2015-11-30,1.7708
2015-12-14,-1.6377000000000002
2015-12-15,-0.3122
2015-12-18,-0.1044
2015-12-22,0.418
2015-12-23,0.0
2015-12-28,-1.0406
2015-12-29,0.8412
2015-12-30,0.2086
2016-01-07,0.0
2016-01-08,0.4162
2016-01-11,-0.4145
2016-01-12,0.0
2016-01-13,-0.1041
2016-01-14,1.9792
2016-01-15,-2.0429
2016-01-19,-0.2086
2016-01-20,1.3584
2016-01-26,-0.5155
2016-02-02,0.3109
2016-02-04,-0.3099
2016-02-10,-0.5181
2016-02-12,0.7813
2016-02-18,-0.9819
2016-02-22,0.9395
2016-02-24,0.8273
2016-02-25,-0.1026
2016-02-26,-0.2053
2016-03-02,0.0
2016-03-08,-0.2045
2016-03-11,0.5142
2016-03-17,-0.4103
2016-03-18,0.103
2016-03-22,-0.3086
2016-03-24,0.6192
2016-03-31,-0.3077
2016-04-15,-0.823
2016-04-18,0.507
2016-04-19,1.663
2016-04-20,0.1015
2016-04-21,-0.1014
2016-04-22,0.0
2016-04-25,0.0
2016-04-26,0.3046
2016-04-27,0.0
2016-04-28,0.0
2016-05-02,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-10,-0.3036
2016-05-12,0.3046
2016-05-24,-1.0121
2016-05-25,0.6646
2016-05-26,0.0508
2016-05-31,0.1015
2016-06-03,0.0114
2016-06-06,0.1914
2016-06-07,0.2024
2016-06-10,-0.101
2016-06-14,-1.1122
2016-06-15,0.409
2016-06-17,0.2037
2016-06-24,-6.0976
2016-06-27,5.8442
2016-06-28,-0.7157
2016-06-29,-0.103
2016-07-14,0.4124
2016-07-20,-0.924
2016-07-28,1.5544
2016-08-12,-0.5102
2016-08-26,0.5128
2016-10-07,0.2041
2016-11-03,-1.0183
2016-11-09,1.2346
2016-11-15,-0.7101
2016-11-17,0.8175
2016-11-18,0.4061
2016-11-21,0.0
2016-11-22,-0.1011
